like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95,simulation_96,simulation_97,simulation_98,simulation_99,simulation_100,simulation_101,simulation_102,simulation_103,simulation_104,simulation_105,simulation_106,simulation_107,simulation_108,simulation_109,simulation_110,simulation_111,simulation_112,simulation_113,simulation_114,simulation_115,simulation_116,simulation_117,simulation_118,simulation_119,simulation_120,simulation_121,simulation_122,simulation_123,simulation_124,simulation_125,simulation_126,simulation_127,simulation_128,simulation_129,simulation_130,simulation_131,simulation_132,chain
1.0,4.344,2.307,9.836,1.0,0.1683,0.003683,0.6963,0.1874,0.4297,0.4805,0.1683,1.0,0.2155,0.219,0.1599,0.9116,0.2134,0.003683,0.2155,1.0,0.0729,0.03693,0.2264,0.04114,0.6963,0.219,0.0729,1.0,0.10846,0.6,0.7783,0.1874,0.1599,0.03693,0.10846,1.0,0.1766,0.10443,0.4297,0.9116,0.2264,0.6,0.1766,1.0,0.5015,0.4805,0.2134,0.04114,0.7783,0.10443,0.5015,1.0,inf,3.123,1.035,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,143.4,inf,231.2,318.0,0.0,0.0,20.12,31.73,50.66,74.4,109.6,164.0,245.2,368.8,595.0,842.5,10720.0,inf,-0.0165,0.3962,-61.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.766,inf,27.64,81.56,-3890.0,-31.97,-7.188,3.674,5.348,7.465,12.22,18.78,30.02,50.8,95.56,149.6,4980.0,0.3967,86.1,0.891,0.954,0.944,0.9766,0.05234,43.34,-0.5283,11.95,0.758,inf,0.853,0.927,0.1573,7416.0,0.8535,0.934,0.06805,42.2,1.0
1.0,9.12,9.56,3.086,1.0,0.1683,0.003683,0.6963,0.1874,0.2153,0.3335,0.1683,1.0,0.2155,0.219,0.1599,0.996,0.5225,0.003683,0.2155,1.0,0.0729,0.03693,0.2617,0.1127,0.6963,0.219,0.0729,1.0,0.10846,0.2905,0.4773,0.1874,0.1599,0.03693,0.10846,1.0,0.1649,0.1305,0.2153,0.996,0.2617,0.2905,0.1649,1.0,0.5474,0.3335,0.5225,0.1127,0.4773,0.1305,0.5474,1.0,inf,3.121,0.7627,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.266,58.4,inf,302.0,425.0,0.0,0.0,31.75,40.44,69.44,100.94,145.2,214.1,315.5,470.5,763.0,1095.0,15976.0,inf,-0.01505,0.3057,-9.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,inf,-43.06,86.9,-3516.0,-192.4,-125.9,-70.06,-43.16,-27.8,-18.61,-13.07,-7.547,-3.96,5.0,9.39,2762.0,0.306,96.94,0.8486,0.9824,0.9214,0.991,0.05026,51.66,-0.4822,-14.266,0.545,inf,0.839,0.9478,0.0936,9400.0,0.8394,0.958,0.06396,50.88,1.0
1.0,6.07,6.6,1.189,1.0,0.1683,0.003683,0.6963,0.1874,0.1951,0.3,0.1683,1.0,0.2155,0.219,0.1599,0.998,0.5527,0.003683,0.2155,1.0,0.0729,0.03693,0.2634,0.1203,0.6963,0.219,0.0729,1.0,0.10846,0.2612,0.4114,0.1874,0.1599,0.03693,0.10846,1.0,0.1628,0.1309,0.1951,0.998,0.2634,0.2612,0.1628,1.0,0.5645,0.3,0.5527,0.1203,0.4114,0.1309,0.5645,1.0,inf,3.123,0.7666,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.31,51.2,inf,310.5,440.8,0.0,0.0,33.2,41.28,71.7,104.2,148.9,219.0,322.0,481.2,784.0,1129.0,16960.0,inf,-0.01755,0.3872,-11.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.62,inf,-51.72,107.1,-4560.0,-234.1,-152.9,-84.75,-52.0,-33.44,-22.3,-15.555,-9.04,-4.24,5.0,13.664,3580.0,0.3877,118.94,0.7637,0.9736,0.874,0.987,0.06305,63.06,-0.5615,-16.66,0.5195,inf,0.744,0.9272,0.1503,14150.0,0.7446,0.941,0.07886,62.2,1.0
1.0,1.634,6.43,8.914,1.0,0.1683,0.003683,0.6963,0.1874,0.5747,0.4185,0.1683,1.0,0.2155,0.219,0.1599,0.7295,0.0697,0.003683,0.2155,1.0,0.0729,0.03693,0.2722,0.0257,0.6963,0.219,0.0729,1.0,0.10846,0.82,0.7373,0.1874,0.1599,0.03693,0.10846,1.0,0.1676,0.0708,0.5747,0.7295,0.2722,0.82,0.1676,1.0,0.551,0.4185,0.0697,0.0257,0.7373,0.0708,0.551,1.0,inf,3.053,0.71,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,125.06,inf,112.6,170.1,0.0,0.0,7.65,14.92,22.98,34.25,50.84,76.0,114.44,174.6,287.8,415.0,9340.0,inf,0.05295,0.468,-43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,inf,146.2,227.1,-2526.0,4.63,5.0,18.7,31.14,45.03,65.3,95.75,143.8,222.2,379.0,563.0,4936.0,0.471,270.2,0.648,0.7344,0.805,0.857,0.06995,149.1,1.734,129.9,0.4434,51800.0,0.56,-1.521,0.2218,inf,0.5654,-0.7817,0.1185,141.6,1.0
1.0,3.074,1.93,1.877,1.0,0.1683,0.003683,0.6963,0.1874,0.2534,0.4062,0.1683,1.0,0.2155,0.219,0.1599,0.991,0.4902,0.003683,0.2155,1.0,0.0729,0.03693,0.2435,0.0947,0.6963,0.219,0.0729,1.0,0.10846,0.3442,0.594,0.1874,0.1599,0.03693,0.10846,1.0,0.1683,0.1406,0.2534,0.991,0.2435,0.3442,0.1683,1.0,0.5503,0.4062,0.4902,0.0947,0.594,0.1406,0.5503,1.0,inf,3.166,0.966,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.662,80.1,inf,330.8,460.0,0.0,0.0,33.9,44.62,75.3,109.94,159.4,236.2,349.0,520.0,839.0,1196.0,13960.0,inf,-0.0589,0.2908,-12.92,-0.3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,inf,-71.9,109.25,-2368.0,-273.0,-185.1,-109.9,-71.75,-48.25,-33.06,-22.92,-16.19,-9.26,0.6685,5.0,1082.0,0.2966,130.8,0.9365,0.994,0.968,0.997,0.06198,73.1,-1.861,-21.73,0.725,inf,0.906,0.919,0.08795,17100.0,0.909,0.9434,0.1132,68.75,1.0
1.0,9.66,8.305,9.36,1.0,0.1683,0.003683,0.6963,0.1874,0.2983,0.4307,0.1683,1.0,0.2155,0.219,0.1599,0.979,0.3826,0.003683,0.2155,1.0,0.0729,0.03693,0.2515,0.0789,0.6963,0.219,0.0729,1.0,0.10846,0.41,0.6704,0.1874,0.1599,0.03693,0.10846,1.0,0.1716,0.12256,0.2983,0.979,0.2515,0.41,0.1716,1.0,0.4941,0.4307,0.3826,0.0789,0.6704,0.12256,0.4941,1.0,inf,3.12,0.831,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.094,87.8,inf,272.8,375.2,0.0,0.0,26.86,37.06,61.4,90.0,131.6,195.4,289.5,432.2,695.5,986.5,12420.0,inf,-0.013084,0.0633,-2.775,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639,inf,-13.92,20.31,-420.2,-51.72,-36.16,-22.34,-14.984,-10.15,-6.855,-4.742,-3.254,-1.891,-1.47,5.0,596.5,0.06464,24.62,0.9985,1.0,0.999,1.0,0.01309,14.625,-0.4194,-5.1,0.644,inf,0.994,0.9956,0.004177,606.5,0.994,0.997,0.0248,13.25,1.0
1.0,7.152,5.832,6.266,1.0,0.1683,0.003683,0.6963,0.1874,0.287,0.4253,0.1683,1.0,0.2155,0.219,0.1599,0.9824,0.4072,0.003683,0.2155,1.0,0.0729,0.03693,0.2502,0.08295,0.6963,0.219,0.0729,1.0,0.10846,0.3933,0.654,0.1874,0.1599,0.03693,0.10846,1.0,0.1709,0.1263,0.287,0.9824,0.2502,0.3933,0.1709,1.0,0.505,0.4253,0.4072,0.08295,0.654,0.1263,0.505,1.0,inf,3.127,0.849,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2,85.75,inf,283.8,391.2,0.0,0.0,28.22,38.5,64.06,93.8,136.9,203.2,301.0,449.0,722.5,1026.0,12776.0,inf,-0.02048,0.1009,-4.35,-0.1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521,inf,-24.94,37.25,-798.5,-93.6,-64.1,-38.62,-25.58,-17.34,-11.87,-8.32,-5.805,-3.264,-2.3,5.0,620.0,0.10297,44.8,0.9927,0.9995,0.9966,0.9995,0.02054,25.66,-0.655,-8.78,0.6562,inf,0.9854,0.987,0.010605,2009.0,0.986,0.9907,0.03876,23.67,1.0
1.0,5.957,1.02,8.945,1.0,0.1683,0.003683,0.6963,0.1874,0.3604,0.4893,0.1683,1.0,0.2155,0.219,0.1599,0.955,0.3306,0.003683,0.2155,1.0,0.0729,0.03693,0.2203,0.0578,0.6963,0.219,0.0729,1.0,0.10846,0.498,0.7554,0.1874,0.1599,0.03693,0.10846,1.0,0.175,0.1276,0.3604,0.955,0.2203,0.498,0.175,1.0,0.5225,0.4893,0.3306,0.0578,0.7554,0.1276,0.5225,1.0,inf,3.178,1.184,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.545,136.1,inf,303.5,414.8,0.0,0.0,28.38,41.3,67.44,99.0,145.5,216.9,323.0,483.5,778.0,1100.0,10590.0,inf,-0.072,0.4421,-54.38,-0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,inf,-44.53,70.7,-3710.0,-167.2,-115.0,-69.1,-45.06,-29.78,-19.84,-13.336,-8.875,-5.582,-2.988,5.0,5468.0,0.448,83.56,0.9683,0.99,0.984,0.995,0.0722,45.5,-2.268,-14.67,0.9033,inf,0.8564,0.9595,0.2007,6984.0,0.8604,0.9707,0.135,43.25,1.0
1.0,9.45,7.48,2.734,1.0,0.1683,0.003683,0.6963,0.1874,0.2091,0.3406,0.1683,1.0,0.2155,0.219,0.1599,0.9976,0.559,0.003683,0.2155,1.0,0.0729,0.03693,0.2507,0.11237,0.6963,0.219,0.0729,1.0,0.10846,0.2805,0.4702,0.1874,0.1599,0.03693,0.10846,1.0,0.1643,0.1422,0.2091,0.9976,0.2507,0.2805,0.1643,1.0,0.5796,0.3406,0.559,0.11237,0.4702,0.1422,0.5796,1.0,inf,3.162,0.921,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.7,60.16,inf,343.5,484.8,0.0,0.0,36.44,45.8,79.06,115.0,165.0,243.1,358.0,534.5,868.0,1246.0,16280.0,inf,-0.05618,0.405,-16.78,-0.3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,inf,-84.6,142.5,-3794.0,-342.2,-227.9,-131.0,-83.1,-54.72,-36.97,-25.14,-16.1,-11.23,4.63,5.0,2676.0,0.409,165.8,0.8096,0.9795,0.9,0.9897,0.08167,90.3,-1.776,-24.64,0.6426,inf,0.8027,0.883,0.1672,27490.0,0.8066,0.9136,0.1309,87.5,1.0
1.0,5.863,7.652,2.68,1.0,0.1683,0.003683,0.6963,0.1874,0.2311,0.341,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.4697,0.003683,0.2155,1.0,0.0729,0.03693,0.2722,0.10956,0.6963,0.219,0.0729,1.0,0.10846,0.314,0.513,0.1874,0.1599,0.03693,0.10846,1.0,0.1664,0.11945,0.2311,0.9937,0.2722,0.314,0.1664,1.0,0.5083,0.341,0.4697,0.10956,0.513,0.11945,0.5083,1.0,inf,3.092,0.644,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,60.12,inf,265.2,371.2,0.0,0.0,27.44,35.75,60.7,88.44,127.75,188.8,278.2,414.8,671.0,959.5,15430.0,inf,0.01459,0.2524,-6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44,inf,-6.312,42.75,-3270.0,-58.2,-36.1,-18.2,-10.24,-6.305,-4.09,-2.393,-0.1437,4.54,9.445,30.73,2512.0,0.253,43.22,0.909,0.9883,0.9536,0.994,0.02972,19.75,0.4717,-2.38,0.4763,inf,0.8457,0.9863,0.06396,1867.0,0.846,0.987,0.04364,19.06,1.0
1.0,8.71,4.777,3.691,1.0,0.1683,0.003683,0.6963,0.1874,0.2284,0.3828,0.1683,1.0,0.2155,0.219,0.1599,0.9956,0.548,0.003683,0.2155,1.0,0.0729,0.03693,0.2405,0.1037,0.6963,0.219,0.0729,1.0,0.10846,0.3076,0.5356,0.1874,0.1599,0.03693,0.10846,1.0,0.1661,0.1498,0.2284,0.9956,0.2405,0.3076,0.1661,1.0,0.584,0.3828,0.548,0.1037,0.5356,0.1498,0.584,1.0,inf,3.197,1.061,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.004,73.06,inf,367.2,514.5,0.0,0.0,38.44,49.22,84.2,122.5,176.8,261.0,385.0,574.0,929.0,1329.0,15160.0,inf,-0.091,0.4468,-19.8,-0.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.56,inf,-108.3,166.9,-3622.0,-415.0,-280.2,-165.2,-107.4,-71.8,-49.1,-33.94,-23.78,-13.91,1.816,5.0,1552.0,0.4558,199.0,0.8613,0.9863,0.9277,0.993,0.09924,110.44,-2.846,-29.5,0.763,inf,0.815,0.8506,0.2078,39580.0,0.8228,0.895,0.1768,104.56,1.0
1.0,3.28,2.908,8.305,1.0,0.1683,0.003683,0.6963,0.1874,0.4492,0.4688,0.1683,1.0,0.2155,0.219,0.1599,0.8955,0.1786,0.003683,0.2155,1.0,0.0729,0.03693,0.2356,0.03778,0.6963,0.219,0.0729,1.0,0.10846,0.63,0.774,0.1874,0.1599,0.03693,0.10846,1.0,0.1766,0.0961,0.4492,0.8955,0.2356,0.63,0.1766,1.0,0.494,0.4688,0.1786,0.03778,0.774,0.0961,0.494,1.0,inf,3.102,0.941,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,137.5,inf,204.1,282.2,0.0,0.0,17.33,28.1,44.5,65.44,96.44,144.2,215.9,325.2,525.5,745.0,10290.0,inf,0.005154,0.3733,-55.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,inf,54.72,108.4,-3456.0,-11.74,1.096,5.0,9.445,16.36,23.31,34.8,54.03,87.75,157.6,240.9,4400.0,0.3733,121.4,0.8525,0.937,0.9233,0.9683,0.0543,64.6,0.1661,26.8,0.674,inf,0.843,0.815,0.1393,14740.0,0.843,0.8525,0.05908,63.22,1.0
1.0,1.959,6.56,4.812,1.0,0.1683,0.003683,0.6963,0.1874,0.4329,0.3958,0.1683,1.0,0.2155,0.219,0.1599,0.897,0.1192,0.003683,0.2155,1.0,0.0729,0.03693,0.3196,0.05008,0.6963,0.219,0.0729,1.0,0.10846,0.6123,0.708,0.1874,0.1599,0.03693,0.10846,1.0,0.1755,0.07214,0.4329,0.897,0.3196,0.6123,0.1755,1.0,0.4053,0.3958,0.1192,0.05008,0.708,0.07214,0.4053,1.0,inf,3.04,0.5063,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,86.7,inf,134.5,186.4,0.0,0.0,11.38,18.66,29.4,43.25,63.66,95.1,142.2,214.0,345.8,490.0,12390.0,inf,0.0678,0.4192,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.22,inf,124.4,180.5,-3230.0,5.0,12.016,16.03,28.48,41.03,58.44,85.5,125.94,189.8,314.0,458.0,3894.0,0.4248,219.1,0.7544,0.94,0.8687,0.9697,0.06793,124.5,2.232,92.44,0.341,64200.0,0.296,-0.383,0.1804,48030.0,0.3137,0.0624,0.1294,114.6,1.0
1.0,3.229,6.242,5.105,1.0,0.1683,0.003683,0.6963,0.1874,0.3623,0.416,0.1683,1.0,0.2155,0.219,0.1599,0.949,0.219,0.003683,0.2155,1.0,0.0729,0.03693,0.2866,0.0625,0.6963,0.219,0.0729,1.0,0.10846,0.506,0.708,0.1874,0.1599,0.03693,0.10846,1.0,0.1748,0.0901,0.3623,0.949,0.2866,0.506,0.1748,1.0,0.414,0.416,0.219,0.0625,0.708,0.0901,0.414,1.0,inf,3.059,0.591,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,84.75,inf,184.1,252.1,0.0,0.0,16.94,25.31,40.94,60.03,88.25,131.5,195.8,293.2,471.8,667.5,12230.0,inf,0.0478,0.274,-3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.734,inf,74.75,108.2,-1934.0,5.0,7.195,9.62,17.1,24.62,35.06,51.28,75.56,113.8,188.5,274.8,2338.0,0.278,131.5,0.913,0.9883,0.9556,0.994,0.04785,74.8,1.5625,40.6,0.438,inf,0.779,0.728,0.0773,17300.0,0.785,0.816,0.0911,68.7,1.0
1.0,2.816,6.26,6.992,1.0,0.1683,0.003683,0.6963,0.1874,0.44,0.4268,0.1683,1.0,0.2155,0.219,0.1599,0.8975,0.1425,0.003683,0.2155,1.0,0.0729,0.03693,0.282,0.04333,0.6963,0.219,0.0729,1.0,0.10846,0.6196,0.738,0.1874,0.1599,0.03693,0.10846,1.0,0.1761,0.0816,0.44,0.8975,0.282,0.6196,0.1761,1.0,0.4412,0.4268,0.1425,0.04333,0.738,0.0816,0.4412,1.0,inf,3.059,0.6543,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,104.44,inf,159.2,220.1,0.0,0.0,13.57,22.02,34.78,51.16,75.3,112.56,168.5,253.6,409.8,580.5,10700.0,inf,0.0487,0.3462,-22.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,inf,99.6,151.4,-1330.0,4.62,5.0,12.7,21.88,31.14,45.0,65.8,98.25,151.0,255.8,378.2,3294.0,0.3496,181.2,0.8037,0.9414,0.8965,0.97,0.05548,100.75,1.593,62.56,0.4548,inf,0.7144,0.3223,0.12225,32860.0,0.7197,0.527,0.10004,94.8,1.0
1.0,5.277,5.145,2.518,1.0,0.1683,0.003683,0.6963,0.1874,0.2346,0.3643,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.4937,0.003683,0.2155,1.0,0.0729,0.03693,0.2583,0.1045,0.6963,0.219,0.0729,1.0,0.10846,0.318,0.5356,0.1874,0.1599,0.03693,0.10846,1.0,0.1666,0.1307,0.2346,0.9937,0.2583,0.318,0.1666,1.0,0.535,0.3643,0.4937,0.1045,0.5356,0.1307,0.535,1.0,inf,3.125,0.785,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.268,66.4,inf,298.5,417.5,0.0,0.0,30.94,40.2,68.3,99.5,143.8,212.6,313.5,467.5,756.0,1080.0,15064.0,inf,-0.01772,0.2365,-8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,inf,-39.66,73.94,-2580.0,-169.9,-111.94,-63.12,-39.38,-25.5,-17.28,-11.836,-7.07,-4.66,5.0,5.0,1975.0,0.2372,83.94,0.9106,0.9893,0.954,0.9946,0.0412,45.25,-0.567,-13.28,0.581,inf,0.9087,0.9595,0.05624,7044.0,0.909,0.9688,0.05725,44.3,1.0
1.0,5.207,9.27,9.93,1.0,0.1683,0.003683,0.6963,0.1874,0.394,0.431,0.1683,1.0,0.2155,0.219,0.1599,0.932,0.1932,0.003683,0.2155,1.0,0.0729,0.03693,0.2764,0.05243,0.6963,0.219,0.0729,1.0,0.10846,0.552,0.7314,0.1874,0.1599,0.03693,0.10846,1.0,0.1759,0.0896,0.394,0.932,0.2764,0.552,0.1759,1.0,0.4312,0.431,0.1932,0.05243,0.7314,0.0896,0.4312,1.0,inf,3.064,0.663,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.06,inf,182.9,250.6,0.0,0.0,16.38,25.19,40.38,59.25,87.2,130.2,194.2,291.5,469.5,664.5,11140.0,inf,0.0411,0.2742,-16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67,inf,76.06,115.0,-959.5,4.63,5.0,9.69,16.77,23.83,34.4,50.28,75.0,115.1,194.8,287.8,2504.0,0.2773,137.9,0.8823,0.9746,0.9395,0.9873,0.0457,76.8,1.341,41.6,0.4832,inf,0.825,0.6973,0.0769,19000.0,0.829,0.7896,0.08325,72.06,1.0
1.0,9.42,3.99,1.507,1.0,0.1683,0.003683,0.6963,0.1874,0.1913,0.341,0.1683,1.0,0.2155,0.219,0.1599,0.999,0.6284,0.003683,0.2155,1.0,0.0729,0.03693,0.2347,0.11554,0.6963,0.219,0.0729,1.0,0.10846,0.2534,0.4355,0.1874,0.1599,0.03693,0.10846,1.0,0.1625,0.1641,0.1913,0.999,0.2347,0.2534,0.1625,1.0,0.638,0.341,0.6284,0.11554,0.4355,0.1641,0.638,1.0,inf,3.275,1.304,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.055,4.707,73.5,inf,442.8,629.5,0.0,0.0,47.84,58.4,102.25,148.8,212.0,311.8,458.5,685.5,1118.0,1612.0,17550.0,inf,-0.1692,0.779,-33.97,-1.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.44,inf,-183.9,286.2,-6212.0,-709.0,-477.8,-280.5,-181.6,-121.06,-82.6,-57.0,-39.56,-23.6,4.03,5.0,3056.0,0.797,340.2,0.702,0.97,0.838,0.985,0.1875,187.9,-5.164,-41.53,0.847,inf,0.6265,0.708,0.6353,inf,0.643,0.7935,0.325,178.8,1.0
1.0,3.324,5.266,1.416,1.0,0.1683,0.003683,0.6963,0.1874,0.2261,0.3193,0.1683,1.0,0.2155,0.219,0.1599,0.993,0.4546,0.003683,0.2155,1.0,0.0729,0.03693,0.2837,0.1156,0.6963,0.219,0.0729,1.0,0.10846,0.3076,0.4875,0.1874,0.1599,0.03693,0.10846,1.0,0.1658,0.111,0.2261,0.993,0.2837,0.3076,0.1658,1.0,0.4888,0.3193,0.4546,0.1156,0.4875,0.111,0.4888,1.0,inf,3.072,0.551,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,55.28,inf,243.2,341.2,0.0,0.0,25.19,32.78,55.72,81.1,117.1,173.0,255.0,380.0,615.5,880.5,16000.0,inf,0.034,0.313,-7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.34,inf,15.6,43.28,-4010.0,-0.2556,-0.0416,0.1103,0.5337,3.14,5.0,6.35,10.15,17.25,36.8,67.94,2950.0,0.3147,46.0,0.892,0.9863,0.945,0.993,0.0344,16.25,1.106,6.41,0.4036,inf,0.6733,0.982,0.09906,2116.0,0.6772,0.984,0.0654,19.05,1.0
1.0,2.17,1.188,5.336,1.0,0.1683,0.003683,0.6963,0.1874,0.445,0.4802,0.1683,1.0,0.2155,0.219,0.1599,0.9,0.1964,0.003683,0.2155,1.0,0.0729,0.03693,0.2247,0.03818,0.6963,0.219,0.0729,1.0,0.10846,0.6226,0.7817,0.1874,0.1599,0.03693,0.10846,1.0,0.1766,0.1016,0.445,0.9,0.2247,0.6226,0.1766,1.0,0.5063,0.4802,0.1964,0.03818,0.7817,0.1016,0.5063,1.0,inf,3.12,1.04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,147.2,inf,223.0,307.8,0.0,0.0,19.08,30.62,48.66,71.5,105.44,157.8,236.0,355.5,574.0,813.5,10910.0,inf,-0.01334,0.4219,-65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,inf,35.88,93.6,-4130.0,-28.97,-5.83,4.867,6.594,9.86,15.52,23.69,37.66,63.0,117.0,182.1,5276.0,0.422,100.25,0.8706,0.9414,0.933,0.97,0.05682,51.38,-0.4277,16.08,0.753,inf,0.8354,0.894,0.1782,10056.0,0.8354,0.907,0.0696,50.25,1.0
1.0,5.055,6.4,2.06,1.0,0.1683,0.003683,0.6963,0.1874,0.2245,0.334,0.1683,1.0,0.2155,0.219,0.1599,0.9946,0.4856,0.003683,0.2155,1.0,0.0729,0.03693,0.2708,0.11176,0.6963,0.219,0.0729,1.0,0.10846,0.3042,0.4954,0.1874,0.1599,0.03693,0.10846,1.0,0.1658,0.1215,0.2245,0.9946,0.2708,0.3042,0.1658,1.0,0.518,0.334,0.4856,0.11176,0.4954,0.1215,0.518,1.0,inf,3.096,0.6606,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,58.5,inf,272.5,382.2,0.0,0.0,28.36,36.62,62.47,90.94,131.1,193.6,285.5,425.5,689.0,986.5,15656.0,inf,0.01,0.2695,-7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,inf,-13.52,51.53,-3462.0,-85.75,-54.25,-28.36,-16.48,-10.24,-6.695,-3.922,-2.523,3.342,6.734,26.31,2688.0,0.2695,53.28,0.8877,0.986,0.942,0.9927,0.03397,26.1,0.323,-4.965,0.483,inf,0.8335,0.9805,0.0727,2840.0,0.8335,0.982,0.04358,25.48,1.0
