like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,chain
0.995,1.636,7.434,1.44,1.0,0.0846,-0.00976,0.665,0.1114,0.2654,0.0785,0.0846,1.0,0.307,0.117,0.002708,0.9497,0.00658,-0.00976,0.307,1.0,0.0567,0.00399,0.411,0.002415,0.665,0.117,0.0567,1.0,0.04303,0.3992,0.1509,0.1114,0.002708,0.00399,0.04303,1.0,0.01533,0.005363,0.2654,0.9497,0.411,0.3992,0.01533,1.0,0.04974,0.0785,0.00658,0.002415,0.1509,0.005363,0.04974,1.0,1.0
0.9917,6.594,9.89,3.6,1.0,0.0846,-0.00976,0.665,0.1114,0.2078,0.1085,0.0846,1.0,0.307,0.117,0.002708,0.9805,0.02618,-0.00976,0.307,1.0,0.0567,0.00399,0.3452,0.006977,0.665,0.117,0.0567,1.0,0.04303,0.306,0.1882,0.1114,0.002708,0.00399,0.04303,1.0,0.01104,0.00978,0.2078,0.9805,0.3452,0.306,0.01104,1.0,0.06137,0.1085,0.02618,0.006977,0.1882,0.00978,0.06137,1.0,1.0
0.9907,6.242,7.25,9.85,1.0,0.0846,-0.00976,0.665,0.1114,0.388,0.11633,0.0846,1.0,0.307,0.117,0.002708,0.878,0.01105,-0.00976,0.307,1.0,0.0567,0.00399,0.3064,0.002777,0.665,0.117,0.0567,1.0,0.04303,0.577,0.2001,0.1114,0.002708,0.00399,0.04303,1.0,0.023,0.00846,0.388,0.878,0.3064,0.577,0.023,1.0,0.10516,0.11633,0.01105,0.002777,0.2001,0.00846,0.10516,1.0,1.0
0.997,6.543,6.305,4.75,1.0,0.0846,-0.00976,0.665,0.1114,0.2463,0.11957,0.0846,1.0,0.307,0.117,0.002708,0.9673,0.02565,-0.00976,0.307,1.0,0.0567,0.00399,0.3276,0.006466,0.665,0.117,0.0567,1.0,0.04303,0.363,0.202,0.1114,0.002708,0.00399,0.04303,1.0,0.013504,0.01061,0.2463,0.9673,0.3276,0.363,0.013504,1.0,0.0751,0.11957,0.02565,0.006466,0.202,0.01061,0.0751,1.0,1.0
0.996,7.117,7.78,9.66,1.0,0.0846,-0.00976,0.665,0.1114,0.3564,0.1169,0.0846,1.0,0.307,0.117,0.002708,0.904,0.01298,-0.00976,0.307,1.0,0.0567,0.00399,0.3125,0.00326,0.665,0.117,0.0567,1.0,0.04303,0.53,0.2006,0.1114,0.002708,0.00399,0.04303,1.0,0.02087,0.00875,0.3564,0.904,0.3125,0.53,0.02087,1.0,0.0971,0.1169,0.01298,0.00326,0.2006,0.00875,0.0971,1.0,1.0
0.9897,6.945,4.453,3.48,1.0,0.0846,-0.00976,0.665,0.1114,0.2002,0.1306,0.0846,1.0,0.307,0.117,0.002708,0.984,0.04492,-0.00976,0.307,1.0,0.0567,0.00399,0.323,0.01111,0.665,0.117,0.0567,1.0,0.04303,0.2927,0.2123,0.1114,0.002708,0.00399,0.04303,1.0,0.0104,0.01415,0.2002,0.984,0.323,0.2927,0.0104,1.0,0.0813,0.1306,0.04492,0.01111,0.2123,0.01415,0.0813,1.0,1.0
0.968,8.12,8.93,1.395,1.0,0.0846,-0.00976,0.665,0.1114,0.1245,0.1282,0.0846,1.0,0.307,0.117,0.002708,0.9976,0.0914,-0.00976,0.307,1.0,0.0567,0.00399,0.3381,0.02367,0.665,0.117,0.0567,1.0,0.04303,0.1796,0.199,0.1114,0.002708,0.00399,0.04303,1.0,0.0055,0.01952,0.1245,0.9976,0.3381,0.1796,0.0055,1.0,0.10284,0.1282,0.0914,0.02367,0.199,0.01952,0.10284,1.0,1.0
0.914,1.743,5.31,6.23,1.0,0.0846,-0.00976,0.665,0.1114,0.5454,0.1097,0.0846,1.0,0.307,0.117,0.002708,0.6646,0.005,-0.00976,0.307,1.0,0.0567,0.00399,0.268,0.001332,0.665,0.117,0.0567,1.0,0.04303,0.8184,0.1926,0.1114,0.002708,0.00399,0.04303,1.0,0.034,0.007175,0.5454,0.6646,0.268,0.8184,0.034,1.0,0.1473,0.1097,0.005,0.001332,0.1926,0.007175,0.1473,1.0,1.0
0.999,8.19,5.28,9.61,1.0,0.0846,-0.00976,0.665,0.1114,0.329,0.1229,0.0846,1.0,0.307,0.117,0.002708,0.9243,0.01787,-0.00976,0.307,1.0,0.0567,0.00399,0.3076,0.00436,0.665,0.117,0.0567,1.0,0.04303,0.4873,0.2069,0.1114,0.002708,0.00399,0.04303,1.0,0.01897,0.009895,0.329,0.9243,0.3076,0.4873,0.01897,1.0,0.09515,0.1229,0.01787,0.00436,0.2069,0.009895,0.09515,1.0,1.0
0.9863,4.402,6.37,7.562,1.0,0.0846,-0.00976,0.665,0.1114,0.405,0.11395,0.0846,1.0,0.307,0.117,0.002708,0.862,0.009476,-0.00976,0.307,1.0,0.0567,0.00399,0.3076,0.002424,0.665,0.117,0.0567,1.0,0.04303,0.6035,0.1974,0.1114,0.002708,0.00399,0.04303,1.0,0.02419,0.00808,0.405,0.862,0.3076,0.6035,0.02419,1.0,0.10803,0.11395,0.009476,0.002424,0.1974,0.00808,0.10803,1.0,1.0
1.0,4.793,4.62,4.95,1.0,0.0846,-0.00976,0.665,0.1114,0.304,0.11865,0.0846,1.0,0.307,0.117,0.002708,0.939,0.01784,-0.00976,0.307,1.0,0.0567,0.00399,0.3198,0.004463,0.665,0.117,0.0567,1.0,0.04303,0.45,0.202,0.1114,0.002708,0.00399,0.04303,1.0,0.01733,0.00953,0.304,0.939,0.3198,0.45,0.01733,1.0,0.0856,0.11865,0.01784,0.004463,0.202,0.00953,0.0856,1.0,1.0
0.9966,2.24,9.98,2.25,1.0,0.0846,-0.00976,0.665,0.1114,0.2878,0.0821,0.0846,1.0,0.307,0.117,0.002708,0.9385,0.006294,-0.00976,0.307,1.0,0.0567,0.00399,0.4043,0.002232,0.665,0.117,0.0567,1.0,0.04303,0.4326,0.1561,0.1114,0.002708,0.00399,0.04303,1.0,0.0168,0.00556,0.2878,0.9385,0.4043,0.4326,0.0168,1.0,0.05643,0.0821,0.006294,0.002232,0.1561,0.00556,0.05643,1.0,1.0
0.974,2.447,9.734,5.152,1.0,0.0846,-0.00976,0.665,0.1114,0.4397,0.0992,0.0846,1.0,0.307,0.117,0.002708,0.8184,0.005154,-0.00976,0.307,1.0,0.0567,0.00399,0.345,0.001536,0.665,0.117,0.0567,1.0,0.04303,0.66,0.1797,0.1114,0.002708,0.00399,0.04303,1.0,0.02687,0.006493,0.4397,0.8184,0.345,0.66,0.02687,1.0,0.1063,0.0992,0.005154,0.001536,0.1797,0.006493,0.1063,1.0,1.0
1.0,6.332,9.1,6.523,1.0,0.0846,-0.00976,0.665,0.1114,0.3022,0.11206,0.0846,1.0,0.307,0.117,0.002708,0.9395,0.01478,-0.00976,0.307,1.0,0.0567,0.00399,0.3318,0.003847,0.665,0.117,0.0567,1.0,0.04303,0.4482,0.1946,0.1114,0.002708,0.00399,0.04303,1.0,0.01729,0.00861,0.3022,0.9395,0.3318,0.4482,0.01729,1.0,0.07983,0.11206,0.01478,0.003847,0.1946,0.00861,0.07983,1.0,1.0
0.989,8.57,6.82,4.137,1.0,0.0846,-0.00976,0.665,0.1114,0.1958,0.1265,0.0846,1.0,0.307,0.117,0.002708,0.985,0.04276,-0.00976,0.307,1.0,0.0567,0.00399,0.3274,0.0107,0.665,0.117,0.0567,1.0,0.04303,0.2864,0.2076,0.1114,0.002708,0.00399,0.04303,1.0,0.01013,0.01345,0.1958,0.985,0.3274,0.2864,0.01013,1.0,0.0771,0.1265,0.04276,0.0107,0.2076,0.01345,0.0771,1.0,1.0
0.874,2.135,1.889,9.75,1.0,0.0846,-0.00976,0.665,0.1114,0.586,0.119,0.0846,1.0,0.307,0.117,0.002708,0.5796,0.005787,-0.00976,0.307,1.0,0.0567,0.00399,0.207,0.001415,0.665,0.117,0.0567,1.0,0.04303,0.877,0.2034,0.1114,0.002708,0.00399,0.04303,1.0,0.03665,0.007996,0.586,0.5796,0.207,0.877,0.03665,1.0,0.1696,0.119,0.005787,0.001415,0.2034,0.007996,0.1696,1.0,1.0
1.0,7.305,8.62,6.996,1.0,0.0846,-0.00976,0.665,0.1114,0.29,0.1155,0.0846,1.0,0.307,0.117,0.002708,0.947,0.01756,-0.00976,0.307,1.0,0.0567,0.00399,0.3274,0.004482,0.665,0.117,0.0567,1.0,0.04303,0.4294,0.1984,0.1114,0.002708,0.00399,0.04303,1.0,0.01643,0.00923,0.29,0.947,0.3274,0.4294,0.01643,1.0,0.07983,0.1155,0.01756,0.004482,0.1984,0.00923,0.07983,1.0,1.0
0.985,8.836,4.797,3.613,1.0,0.0846,-0.00976,0.665,0.1114,0.18,0.1373,0.0846,1.0,0.307,0.117,0.002708,0.989,0.0588,-0.00976,0.307,1.0,0.0567,0.00399,0.3215,0.01448,0.665,0.117,0.0567,1.0,0.04303,0.262,0.218,0.1114,0.002708,0.00399,0.04303,1.0,0.009056,0.01666,0.18,0.989,0.3215,0.262,0.009056,1.0,0.08936,0.1373,0.0588,0.01448,0.218,0.01666,0.08936,1.0,1.0
0.9946,9.42,8.01,5.867,1.0,0.0846,-0.00976,0.665,0.1114,0.2256,0.1228,0.0846,1.0,0.307,0.117,0.002708,0.9756,0.03186,-0.00976,0.307,1.0,0.0567,0.00399,0.3267,0.00798,0.665,0.117,0.0567,1.0,0.04303,0.3313,0.205,0.1114,0.002708,0.00399,0.04303,1.0,0.01211,0.0117,0.2256,0.9756,0.3267,0.3313,0.01211,1.0,0.07526,0.1228,0.03186,0.00798,0.205,0.0117,0.07526,1.0,1.0
0.9863,4.92,3.035,8.32,1.0,0.0846,-0.00976,0.665,0.1114,0.4043,0.12177,0.0846,1.0,0.307,0.117,0.002708,0.8643,0.01237,-0.00976,0.307,1.0,0.0567,0.00399,0.2898,0.002998,0.665,0.117,0.0567,1.0,0.04303,0.6006,0.206,0.1114,0.002708,0.00399,0.04303,1.0,0.02402,0.00907,0.4043,0.8643,0.2898,0.6006,0.02402,1.0,0.11426,0.12177,0.01237,0.002998,0.206,0.00907,0.11426,1.0,1.0
0.822,1.353,4.176,9.41,1.0,0.0846,-0.00976,0.665,0.1114,0.623,0.114,0.0846,1.0,0.307,0.117,0.002708,0.458,0.004463,-0.00976,0.307,1.0,0.0567,0.00399,0.1893,0.001143,0.665,0.117,0.0567,1.0,0.04303,0.936,0.1976,0.1114,0.002708,0.00399,0.04303,1.0,0.03952,0.007416,0.623,0.458,0.1893,0.936,0.03952,1.0,0.1782,0.114,0.004463,0.001143,0.1976,0.007416,0.1782,1.0,1.0
0.9536,9.84,4.88,1.27,1.0,0.0846,-0.00976,0.665,0.1114,0.11523,0.1731,0.0846,1.0,0.307,0.117,0.002708,0.9985,0.1643,-0.00976,0.307,1.0,0.0567,0.00399,0.3213,0.0407,0.665,0.117,0.0567,1.0,0.04303,0.1643,0.2402,0.1114,0.002708,0.00399,0.04303,1.0,0.004795,0.0343,0.11523,0.9985,0.3213,0.1643,0.004795,1.0,0.1746,0.1731,0.1643,0.0407,0.2402,0.0343,0.1746,1.0,1.0
0.9995,7.945,5.586,6.938,1.0,0.0846,-0.00976,0.665,0.1114,0.2756,0.12366,0.0846,1.0,0.307,0.117,0.002708,0.9546,0.02397,-0.00976,0.307,1.0,0.0567,0.00399,0.3174,0.0059,0.665,0.117,0.0567,1.0,0.04303,0.4067,0.2072,0.1114,0.002708,0.00399,0.04303,1.0,0.01541,0.01076,0.2756,0.9546,0.3174,0.4067,0.01541,1.0,0.08386,0.12366,0.02397,0.0059,0.2072,0.01076,0.08386,1.0,1.0
0.9995,8.34,1.671,7.613,1.0,0.0846,-0.00976,0.665,0.1114,0.2844,0.133,0.0846,1.0,0.307,0.117,0.002708,0.9507,0.02948,-0.00976,0.307,1.0,0.0567,0.00399,0.3035,0.00702,0.665,0.117,0.0567,1.0,0.04303,0.419,0.217,0.1114,0.002708,0.00399,0.04303,1.0,0.01591,0.012405,0.2844,0.9507,0.3035,0.419,0.01591,1.0,0.0946,0.133,0.02948,0.00702,0.217,0.012405,0.0946,1.0,1.0
0.986,8.9,3.254,3.875,1.0,0.0846,-0.00976,0.665,0.1114,0.1864,0.1427,0.0846,1.0,0.307,0.117,0.002708,0.988,0.06155,-0.00976,0.307,1.0,0.0567,0.00399,0.3164,0.01498,0.665,0.117,0.0567,1.0,0.04303,0.2712,0.2238,0.1114,0.002708,0.00399,0.04303,1.0,0.00944,0.01765,0.1864,0.988,0.3164,0.2712,0.00944,1.0,0.09485,0.1427,0.06155,0.01498,0.2238,0.01765,0.09485,1.0,1.0
0.8804,1.433,3.555,6.44,1.0,0.0846,-0.00976,0.665,0.1114,0.5806,0.11334,0.0846,1.0,0.307,0.117,0.002708,0.589,0.00499,-0.00976,0.307,1.0,0.0567,0.00399,0.2317,0.001284,0.665,0.117,0.0567,1.0,0.04303,0.8706,0.1969,0.1114,0.002708,0.00399,0.04303,1.0,0.0364,0.00744,0.5806,0.589,0.2317,0.8706,0.0364,1.0,0.1624,0.11334,0.00499,0.001284,0.1969,0.00744,0.1624,1.0,1.0
0.8164,1.138,4.652,8.41,1.0,0.0846,-0.00976,0.665,0.1114,0.626,0.11224,0.0846,1.0,0.307,0.117,0.002708,0.4436,0.00423,-0.00976,0.307,1.0,0.0567,0.00399,0.1927,0.001103,0.665,0.117,0.0567,1.0,0.04303,0.941,0.1956,0.1114,0.002708,0.00399,0.04303,1.0,0.0398,0.00725,0.626,0.4436,0.1927,0.941,0.0398,1.0,0.1776,0.11224,0.00423,0.001103,0.1956,0.00725,0.1776,1.0,1.0
0.944,3.26,5.164,9.04,1.0,0.0846,-0.00976,0.665,0.1114,0.5044,0.11487,0.0846,1.0,0.307,0.117,0.002708,0.7397,0.006683,-0.00976,0.307,1.0,0.0567,0.00399,0.2705,0.001694,0.665,0.117,0.0567,1.0,0.04303,0.754,0.1986,0.1114,0.002708,0.00399,0.04303,1.0,0.03098,0.007782,0.5044,0.7397,0.2705,0.754,0.03098,1.0,0.1387,0.11487,0.006683,0.001694,0.1986,0.007782,0.1387,1.0,1.0
0.9995,5.83,3.215,6.332,1.0,0.0846,-0.00976,0.665,0.1114,0.3147,0.1248,0.0846,1.0,0.307,0.117,0.002708,0.9336,0.02025,-0.00976,0.307,1.0,0.0567,0.00399,0.3079,0.004913,0.665,0.117,0.0567,1.0,0.04303,0.4653,0.2087,0.1114,0.002708,0.00399,0.04303,1.0,0.01799,0.01037,0.3147,0.9336,0.3079,0.4653,0.01799,1.0,0.0933,0.1248,0.02025,0.004913,0.2087,0.01037,0.0933,1.0,1.0
0.991,5.21,4.23,8.04,1.0,0.0846,-0.00976,0.665,0.1114,0.3843,0.11993,0.0846,1.0,0.307,0.117,0.002708,0.882,0.01265,-0.00976,0.307,1.0,0.0567,0.00399,0.2993,0.003107,0.665,0.117,0.0567,1.0,0.04303,0.571,0.204,0.1114,0.002708,0.00399,0.04303,1.0,0.02269,0.00896,0.3843,0.882,0.2993,0.571,0.02269,1.0,0.1071,0.11993,0.01265,0.003107,0.204,0.00896,0.1071,1.0,1.0
0.911,2.166,6.88,7.906,1.0,0.0846,-0.00976,0.665,0.1114,0.5483,0.1094,0.0846,1.0,0.307,0.117,0.002708,0.6577,0.004913,-0.00976,0.307,1.0,0.0567,0.00399,0.2676,0.001312,0.665,0.117,0.0567,1.0,0.04303,0.823,0.1923,0.1114,0.002708,0.00399,0.04303,1.0,0.0342,0.00714,0.5483,0.6577,0.2676,0.823,0.0342,1.0,0.148,0.1094,0.004913,0.001312,0.1923,0.00714,0.148,1.0,1.0
0.995,5.336,5.996,7.453,1.0,0.0846,-0.00976,0.665,0.1114,0.3625,0.1166,0.0846,1.0,0.307,0.117,0.002708,0.8994,0.01249,-0.00976,0.307,1.0,0.0567,0.00399,0.312,0.003143,0.665,0.117,0.0567,1.0,0.04303,0.5386,0.2002,0.1114,0.002708,0.00399,0.04303,1.0,0.02127,0.00867,0.3625,0.8994,0.312,0.5386,0.02127,1.0,0.09845,0.1166,0.01249,0.003143,0.2002,0.00867,0.09845,1.0,1.0
0.9717,8.445,6.53,1.939,1.0,0.0846,-0.00976,0.665,0.1114,0.1385,0.139,0.0846,1.0,0.307,0.117,0.002708,0.996,0.0878,-0.00976,0.307,1.0,0.0567,0.00399,0.329,0.0221,0.665,0.117,0.0567,1.0,0.04303,0.2001,0.2145,0.1114,0.002708,0.00399,0.04303,1.0,0.00637,0.02043,0.1385,0.996,0.329,0.2001,0.00637,1.0,0.10455,0.139,0.0878,0.0221,0.2145,0.02043,0.10455,1.0,1.0
0.9995,4.97,8.945,4.785,1.0,0.0846,-0.00976,0.665,0.1114,0.2893,0.10693,0.0846,1.0,0.307,0.117,0.002708,0.946,0.013695,-0.00976,0.307,1.0,0.0567,0.00399,0.3428,0.003693,0.665,0.117,0.0567,1.0,0.04303,0.4294,0.1884,0.1114,0.002708,0.00399,0.04303,1.0,0.01648,0.008095,0.2893,0.946,0.3428,0.4294,0.01648,1.0,0.07306,0.10693,0.013695,0.003693,0.1884,0.008095,0.07306,1.0,1.0
0.993,9.516,3.773,5.6,1.0,0.0846,-0.00976,0.665,0.1114,0.2196,0.1354,0.0846,1.0,0.307,0.117,0.002708,0.978,0.0436,-0.00976,0.307,1.0,0.0567,0.00399,0.3152,0.01058,0.665,0.117,0.0567,1.0,0.04303,0.3213,0.218,0.1114,0.002708,0.00399,0.04303,1.0,0.011635,0.0145,0.2196,0.978,0.3152,0.3213,0.011635,1.0,0.0872,0.1354,0.0436,0.01058,0.218,0.0145,0.0872,1.0,1.0
0.993,4.387,1.194,6.395,1.0,0.0846,-0.00976,0.665,0.1114,0.374,0.1265,0.0846,1.0,0.307,0.117,0.002708,0.891,0.01645,-0.00976,0.307,1.0,0.0567,0.00399,0.2896,0.003906,0.665,0.117,0.0567,1.0,0.04303,0.5547,0.2109,0.1114,0.002708,0.00399,0.04303,1.0,0.02193,0.01003,0.374,0.891,0.2896,0.5547,0.02193,1.0,0.11005,0.1265,0.01645,0.003906,0.2109,0.01003,0.11005,1.0,1.0
0.8667,1.716,6.39,8.664,1.0,0.0846,-0.00976,0.665,0.1114,0.5923,0.1103,0.0846,1.0,0.307,0.117,0.002708,0.555,0.00445,-0.00976,0.307,1.0,0.0567,0.00399,0.2346,0.00118,0.665,0.117,0.0567,1.0,0.04303,0.8896,0.1934,0.1114,0.002708,0.00399,0.04303,1.0,0.03732,0.00714,0.5923,0.555,0.2346,0.8896,0.03732,1.0,0.1635,0.1103,0.00445,0.00118,0.1934,0.00714,0.1635,1.0,1.0
0.9478,2.092,1.425,5.516,1.0,0.0846,-0.00976,0.665,0.1114,0.497,0.12024,0.0846,1.0,0.307,0.117,0.002708,0.753,0.00821,-0.00976,0.307,1.0,0.0567,0.00399,0.2578,0.001991,0.665,0.117,0.0567,1.0,0.04303,0.7417,0.2046,0.1114,0.002708,0.00399,0.04303,1.0,0.03038,0.00841,0.497,0.753,0.2578,0.7417,0.03038,1.0,0.1411,0.12024,0.00821,0.001991,0.2046,0.00841,0.1411,1.0,1.0
0.874,1.293,6.12,6.277,1.0,0.0846,-0.00976,0.665,0.1114,0.5854,0.1071,0.0846,1.0,0.307,0.117,0.002708,0.57,0.00418,-0.00976,0.307,1.0,0.0567,0.00399,0.2532,0.001145,0.665,0.117,0.0567,1.0,0.04303,0.8804,0.1896,0.1114,0.002708,0.00399,0.04303,1.0,0.03693,0.00688,0.5854,0.57,0.2532,0.8804,0.03693,1.0,0.1581,0.1071,0.00418,0.001145,0.1896,0.00688,0.1581,1.0,1.0
0.998,1.552,5.344,1.716,1.0,0.0846,-0.00976,0.665,0.1114,0.3088,0.09186,0.0846,1.0,0.307,0.117,0.002708,0.93,0.007553,-0.00976,0.307,1.0,0.0567,0.00399,0.3772,0.00237,0.665,0.117,0.0567,1.0,0.04303,0.4622,0.1697,0.1114,0.002708,0.00399,0.04303,1.0,0.01804,0.00633,0.3088,0.93,0.3772,0.4622,0.01804,1.0,0.06714,0.09186,0.007553,0.00237,0.1697,0.00633,0.06714,1.0,1.0
0.986,6.76,4.76,2.887,1.0,0.0846,-0.00976,0.665,0.1114,0.1837,0.1309,0.0846,1.0,0.307,0.117,0.002708,0.988,0.05106,-0.00976,0.307,1.0,0.0567,0.00399,0.3257,0.01271,0.665,0.117,0.0567,1.0,0.04303,0.2678,0.2115,0.1114,0.002708,0.00399,0.04303,1.0,0.00932,0.01496,0.1837,0.988,0.3257,0.2678,0.00932,1.0,0.08203,0.1309,0.05106,0.01271,0.2115,0.01496,0.08203,1.0,1.0
0.9995,3.309,5.69,2.957,1.0,0.0846,-0.00976,0.665,0.1114,0.2766,0.1074,0.0846,1.0,0.307,0.117,0.002708,0.9526,0.01507,-0.00976,0.307,1.0,0.0567,0.00399,0.3428,0.004044,0.665,0.117,0.0567,1.0,0.04303,0.4104,0.1887,0.1114,0.002708,0.00399,0.04303,1.0,0.01564,0.00831,0.2766,0.9526,0.3428,0.4104,0.01564,1.0,0.0708,0.1074,0.01507,0.004044,0.1887,0.00831,0.0708,1.0,1.0
0.9995,5.215,3.346,5.844,1.0,0.0846,-0.00976,0.665,0.1114,0.3203,0.1232,0.0846,1.0,0.307,0.117,0.002708,0.9297,0.0188,-0.00976,0.307,1.0,0.0567,0.00399,0.309,0.00459,0.665,0.117,0.0567,1.0,0.04303,0.4739,0.2072,0.1114,0.002708,0.00399,0.04303,1.0,0.01837,0.01004,0.3203,0.9297,0.309,0.4739,0.01837,1.0,0.09326,0.1232,0.0188,0.00459,0.2072,0.01004,0.09326,1.0,1.0
0.9985,7.312,8.516,8.836,1.0,0.0846,-0.00976,0.665,0.1114,0.3333,0.11597,0.0846,1.0,0.307,0.117,0.002708,0.9204,0.0141,-0.00976,0.307,1.0,0.0567,0.00399,0.3193,0.003572,0.665,0.117,0.0567,1.0,0.04303,0.4946,0.1992,0.1114,0.002708,0.00399,0.04303,1.0,0.01932,0.00882,0.3333,0.9204,0.3193,0.4946,0.01932,1.0,0.09033,0.11597,0.0141,0.003572,0.1992,0.00882,0.09033,1.0,1.0
0.9883,7.28,9.43,3.38,1.0,0.0846,-0.00976,0.665,0.1114,0.1907,0.113,0.0846,1.0,0.307,0.117,0.002708,0.9854,0.03384,-0.00976,0.307,1.0,0.0567,0.00399,0.341,0.00886,0.665,0.117,0.0567,1.0,0.04303,0.2798,0.1925,0.1114,0.002708,0.00399,0.04303,1.0,0.00988,0.0111,0.1907,0.9854,0.341,0.2798,0.00988,1.0,0.0646,0.113,0.03384,0.00886,0.1925,0.0111,0.0646,1.0,1.0
0.99,7.902,9.94,4.074,1.0,0.0846,-0.00976,0.665,0.1114,0.2019,0.11383,0.0846,1.0,0.307,0.117,0.002708,0.9824,0.0312,-0.00976,0.307,1.0,0.0567,0.00399,0.3394,0.008125,0.665,0.117,0.0567,1.0,0.04303,0.2966,0.1941,0.1114,0.002708,0.00399,0.04303,1.0,0.01061,0.01084,0.2019,0.9824,0.3394,0.2966,0.01061,1.0,0.0655,0.11383,0.0312,0.008125,0.1941,0.01084,0.0655,1.0,1.0
0.997,4.203,7.74,3.146,1.0,0.0846,-0.00976,0.665,0.1114,0.2485,0.1043,0.0846,1.0,0.307,0.117,0.002708,0.9653,0.01683,-0.00976,0.307,1.0,0.0567,0.00399,0.3496,0.0046,0.665,0.117,0.0567,1.0,0.04303,0.3682,0.1846,0.1114,0.002708,0.00399,0.04303,1.0,0.01379,0.0083,0.2485,0.9653,0.3496,0.3682,0.01379,1.0,0.06323,0.1043,0.01683,0.0046,0.1846,0.0083,0.06323,1.0,1.0
0.9414,1.541,2.184,4.348,1.0,0.0846,-0.00976,0.665,0.1114,0.5083,0.11584,0.0846,1.0,0.307,0.117,0.002708,0.7344,0.006805,-0.00976,0.307,1.0,0.0567,0.00399,0.2656,0.00171,0.665,0.117,0.0567,1.0,0.04303,0.76,0.1997,0.1114,0.002708,0.00399,0.04303,1.0,0.03123,0.00787,0.5083,0.7344,0.2656,0.76,0.03123,1.0,0.1407,0.11584,0.006805,0.00171,0.1997,0.00787,0.1407,1.0,1.0
0.938,2.379,1.354,6.81,1.0,0.0846,-0.00976,0.665,0.1114,0.513,0.1208,0.0846,1.0,0.307,0.117,0.002708,0.728,0.007904,-0.00976,0.307,1.0,0.0567,0.00399,0.2482,0.001909,0.665,0.117,0.0567,1.0,0.04303,0.7656,0.2053,0.1114,0.002708,0.00399,0.04303,1.0,0.03146,0.00842,0.513,0.728,0.2482,0.7656,0.03146,1.0,0.1467,0.1208,0.007904,0.001909,0.2053,0.00842,0.1467,1.0,1.0
0.9346,1.004,5.83,3.168,1.0,0.0846,-0.00976,0.665,0.1114,0.515,0.09796,0.0846,1.0,0.307,0.117,0.002708,0.7085,0.003956,-0.00976,0.307,1.0,0.0567,0.00399,0.33,0.001211,0.665,0.117,0.0567,1.0,0.04303,0.7764,0.1781,0.1114,0.002708,0.00399,0.04303,1.0,0.0322,0.006252,0.515,0.7085,0.33,0.7764,0.0322,1.0,0.1273,0.09796,0.003956,0.001211,0.1781,0.006252,0.1273,1.0,1.0
0.999,2.26,6.523,2.424,1.0,0.0846,-0.00976,0.665,0.1114,0.305,0.0963,0.0846,1.0,0.307,0.117,0.002708,0.934,0.00891,-0.00976,0.307,1.0,0.0567,0.00399,0.3655,0.002653,0.665,0.117,0.0567,1.0,0.04303,0.4553,0.1754,0.1114,0.002708,0.00399,0.04303,1.0,0.0177,0.00678,0.305,0.934,0.3655,0.4553,0.0177,1.0,0.0692,0.0963,0.00891,0.002653,0.1754,0.00678,0.0692,1.0,1.0
0.998,4.074,5.734,3.2,1.0,0.0846,-0.00976,0.665,0.1114,0.2568,0.11145,0.0846,1.0,0.307,0.117,0.002708,0.9624,0.0193,-0.00976,0.307,1.0,0.0567,0.00399,0.3376,0.005054,0.665,0.117,0.0567,1.0,0.04303,0.38,0.1931,0.1114,0.002708,0.00399,0.04303,1.0,0.014275,0.00915,0.2568,0.9624,0.3376,0.38,0.014275,1.0,0.0701,0.11145,0.0193,0.005054,0.1931,0.00915,0.0701,1.0,1.0
0.9995,7.906,6.72,6.902,1.0,0.0846,-0.00976,0.665,0.1114,0.2751,0.12103,0.0846,1.0,0.307,0.117,0.002708,0.9546,0.02235,-0.00976,0.307,1.0,0.0567,0.00399,0.3213,0.005566,0.665,0.117,0.0567,1.0,0.04303,0.4062,0.2042,0.1114,0.002708,0.00399,0.04303,1.0,0.015396,0.01031,0.2751,0.9546,0.3213,0.4062,0.015396,1.0,0.0814,0.12103,0.02235,0.005566,0.2042,0.01031,0.0814,1.0,1.0
0.999,9.234,7.2,7.734,1.0,0.0846,-0.00976,0.665,0.1114,0.2688,0.1225,0.0846,1.0,0.307,0.117,0.002708,0.958,0.02415,-0.00976,0.307,1.0,0.0567,0.00399,0.3203,0.005985,0.665,0.117,0.0567,1.0,0.04303,0.3962,0.2057,0.1114,0.002708,0.00399,0.04303,1.0,0.01495,0.01067,0.2688,0.958,0.3203,0.3962,0.01495,1.0,0.0815,0.1225,0.02415,0.005985,0.2057,0.01067,0.0815,1.0,1.0
