like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,chain
0.986,4.31,6.242,6.24,1.0
0.9155,2.193,5.38,1.144,1.0
0.9893,6.25,9.375,6.652,1.0
0.8833,1.173,4.293,8.984,1.0
0.947,8.984,2.168,7.582,1.0
0.9463,3.594,7.59,9.37,1.0
0.973,9.37,8.99,4.29,1.0
0.997,5.39,6.656,5.375,1.0
0.889,6.664,1.144,3.572,1.0
0.8906,7.59,3.576,2.168,1.0
