like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95,simulation_96,simulation_97,simulation_98,simulation_99,simulation_100,simulation_101,simulation_102,simulation_103,simulation_104,simulation_105,simulation_106,simulation_107,simulation_108,simulation_109,simulation_110,simulation_111,simulation_112,simulation_113,simulation_114,simulation_115,simulation_116,chain
0.8164,2.717,7.633,2.826,1.0,0.1224,0.002691,0.4622,0.1239,0.1602,0.1522,0.1224,1.0,0.3318,0.2637,0.0931,0.9927,0.01694,0.002691,0.3318,1.0,0.173,0.03653,0.4036,0.009514,0.4622,0.2637,0.173,1.0,0.0565,0.3577,0.447,0.1239,0.0931,0.03653,0.0565,1.0,0.0959,0.00824,0.1602,0.9927,0.4036,0.3577,0.0959,1.0,0.05975,0.1522,0.01694,0.009514,0.447,0.00824,0.05975,1.0,3.0,0.033,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29.23,68.8,91.75,0.0,0.0,0.5654,16.69,21.33,31.7,39.56,52.22,69.44,98.56,161.9,238.0,2958.0,0.0007205,0.03958,-0.3545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,40.12,53.97,-529.5,0.0,0.0,9.83,12.2,18.12,22.97,30.48,40.56,57.53,94.75,139.5,1269.0,0.03958,67.25,0.0007205,40.16,0.024,58.34,0.00144,33.5,1.0
0.8076,5.508,3.365,1.414,1.0,0.1224,0.002691,0.4622,0.1239,0.1324,0.1271,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.2327,0.002691,0.3318,1.0,0.173,0.03653,0.3489,0.0725,0.4622,0.2637,0.173,1.0,0.0565,0.288,0.2712,0.1239,0.0931,0.03653,0.0565,1.0,0.09393,0.0328,0.1324,0.9995,0.3489,0.288,0.09393,1.0,0.2377,0.1271,0.2327,0.0725,0.2712,0.0328,0.2377,1.0,3.002,0.08466,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.28,166.6,227.6,0.0,0.0,0.3193,42.25,48.94,73.2,93.4,126.5,168.0,237.5,394.0,584.5,5440.0,-0.001716,0.06396,-8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.14,-57.7,83.06,-1990.0,-208.4,-138.6,-82.2,-57.22,-42.62,-32.12,-23.2,-16.42,-13.016,0.0,0.00613,1744.0,0.064,101.1,0.002241,58.22,-0.05713,-34.62,0.00395,50.53,1.0
0.9717,8.16,4.74,7.51,1.0,0.1224,0.002691,0.4622,0.1239,0.1589,0.1952,0.1224,1.0,0.3318,0.2637,0.0931,0.996,0.09436,0.002691,0.3318,1.0,0.173,0.03653,0.352,0.0301,0.4622,0.2637,0.173,1.0,0.0565,0.3455,0.4956,0.1239,0.0931,0.03653,0.0565,1.0,0.09564,0.02061,0.1589,0.996,0.352,0.3455,0.09564,1.0,0.1353,0.1952,0.09436,0.0301,0.4956,0.02061,0.1353,1.0,3.002,0.0853,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,50.22,129.5,173.2,0.0,0.0,0.2267,31.62,39.78,58.97,74.2,98.4,130.8,185.4,305.2,449.2,4060.0,-0.0006175,0.0214,-4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.53,27.92,-661.0,-71.8,-48.56,-29.34,-20.72,-15.57,-11.61,-9.07,-6.1,-5.13,0.0,0.0,193.9,0.0214,34.66,0.0006175,20.55,-0.02057,-15.86,0.001234,17.27,1.0
0.772,2.064,6.586,1.812,1.0,0.1224,0.002691,0.4622,0.1239,0.1533,0.1381,0.1224,1.0,0.3318,0.2637,0.0931,0.993,0.01689,0.002691,0.3318,1.0,0.173,0.03653,0.4114,0.01109,0.4622,0.2637,0.173,1.0,0.0565,0.3447,0.4163,0.1239,0.0931,0.03653,0.0565,1.0,0.0955,0.007454,0.1533,0.993,0.4114,0.3447,0.0955,1.0,0.05072,0.1381,0.01689,0.01109,0.4163,0.007454,0.05072,1.0,3.0,0.02473,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.64,65.5,87.75,0.0,0.0,0.6147,15.99,20.19,30.02,37.53,49.66,66.06,93.75,154.2,227.1,3048.0,0.0008,0.04718,-0.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,43.44,58.06,-688.5,0.0,0.0,10.51,13.336,19.81,25.0,33.03,43.97,62.34,102.4,150.5,1469.0,0.04718,72.5,0.0008,43.47,0.02666,66.3,0.001598,36.12,1.0
0.9478,6.254,4.12,4.21,1.0,0.1224,0.002691,0.4622,0.1239,0.1492,0.1786,0.1224,1.0,0.3318,0.2637,0.0931,0.998,0.129,0.002691,0.3318,1.0,0.173,0.03653,0.3525,0.04144,0.4622,0.2637,0.173,1.0,0.0565,0.3247,0.4443,0.1239,0.0931,0.03653,0.0565,1.0,0.09503,0.02351,0.1492,0.998,0.3525,0.3247,0.09503,1.0,0.1552,0.1786,0.129,0.04144,0.4443,0.02351,0.1552,1.0,3.002,0.0765,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,39.53,136.9,184.5,0.0,0.0,0.276,33.9,41.53,61.47,77.9,103.9,138.1,195.8,323.0,476.8,4370.0,-0.0006704,0.02542,-4.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,-27.95,39.38,-942.0,-99.7,-66.7,-39.8,-27.9,-20.86,-15.52,-11.76,-7.926,-6.926,0.0,0.04947,393.2,0.02544,48.28,0.0007544,28.08,-0.02232,-20.42,0.001423,24.1,1.0
0.9683,4.82,2.467,4.703,1.0,0.1224,0.002691,0.4622,0.1239,0.1613,0.1991,0.1224,1.0,0.3318,0.2637,0.0931,0.9956,0.09186,0.002691,0.3318,1.0,0.173,0.03653,0.3506,0.02893,0.4622,0.2637,0.173,1.0,0.0565,0.35,0.5044,0.1239,0.0931,0.03653,0.0565,1.0,0.09576,0.02063,0.1613,0.9956,0.3506,0.35,0.09576,1.0,0.136,0.1991,0.09186,0.02893,0.5044,0.02063,0.136,1.0,3.002,0.0904,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,53.5,130.5,174.5,0.0,0.0,0.2008,31.78,40.2,59.62,74.9,99.2,131.9,187.0,307.5,452.5,4068.0,-0.0007157,0.02554,-8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02713,-21.58,29.06,-684.5,-75.1,-50.94,-30.92,-21.8,-16.38,-12.32,-9.7,-6.54,-5.305,0.0,0.0,266.8,0.02554,36.2,0.0007157,21.6,-0.02383,-16.53,0.00143,18.05,1.0
0.951,8.54,4.22,7.133,1.0,0.1224,0.002691,0.4622,0.1239,0.1558,0.1938,0.1224,1.0,0.3318,0.2637,0.0931,0.997,0.1147,0.002691,0.3318,1.0,0.173,0.03653,0.3496,0.03583,0.4622,0.2637,0.173,1.0,0.0565,0.3381,0.4834,0.1239,0.0931,0.03653,0.0565,1.0,0.0954,0.02296,0.1558,0.997,0.3496,0.3381,0.0954,1.0,0.1504,0.1938,0.1147,0.03583,0.4834,0.02296,0.1504,1.0,3.002,0.089,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,48.97,138.2,185.5,0.0,0.0,0.2072,33.9,42.25,62.6,79.0,104.94,139.5,197.8,326.0,480.2,4340.0,-0.0008936,0.0286,-4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.27,40.12,-953.5,-102.8,-69.3,-41.78,-29.52,-22.19,-16.4,-12.78,-8.52,-7.387,0.0,0.0,231.0,0.02861,49.66,0.0008936,29.28,-0.02977,-21.17,0.001785,24.75,1.0
0.8057,5.6,4.51,1.358,1.0,0.1224,0.002691,0.4622,0.1239,0.1316,0.11707,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.2097,0.002691,0.3318,1.0,0.173,0.03653,0.3535,0.06805,0.4622,0.2637,0.173,1.0,0.0565,0.2874,0.2554,0.1239,0.0931,0.03653,0.0565,1.0,0.09393,0.02927,0.1316,0.9995,0.3535,0.2874,0.09393,1.0,0.2142,0.11707,0.2097,0.06805,0.2554,0.02927,0.2142,1.0,3.002,0.06903,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.66,152.1,207.9,0.0,0.0,0.3838,38.6,44.7,66.9,85.25,115.44,153.4,216.9,359.8,533.5,5030.0,-0.0009394,0.055,-6.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77,-43.22,63.53,-1548.0,-157.9,-104.56,-61.72,-42.8,-31.75,-24.22,-16.81,-12.414,-8.81,0.0,0.0,1919.0,0.055,76.8,0.001584,43.88,-0.03128,-28.4,0.002522,38.47,1.0
0.9297,5.92,1.642,5.543,1.0,0.1224,0.002691,0.4622,0.1239,0.16,0.2047,0.1224,1.0,0.3318,0.2637,0.0931,0.996,0.11743,0.002691,0.3318,1.0,0.173,0.03653,0.345,0.03528,0.4622,0.2637,0.173,1.0,0.0565,0.3462,0.504,0.1239,0.0931,0.03653,0.0565,1.0,0.09564,0.02423,0.16,0.996,0.345,0.3462,0.09564,1.0,0.159,0.2047,0.11743,0.03528,0.504,0.02423,0.159,1.0,3.002,0.10547,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,57.7,146.0,195.5,0.0,0.0,0.1223,35.62,44.8,66.5,83.7,110.94,147.5,209.1,344.2,506.8,4564.0,-0.001381,0.0434,-12.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005577,-37.06,50.06,-1181.0,-129.2,-87.56,-53.1,-37.44,-28.14,-21.11,-16.58,-11.17,-9.164,0.0,0.0,415.2,0.04343,62.3,0.001381,37.1,-0.046,-25.39,0.002758,31.05,1.0
0.9263,5.582,7.53,8.97,1.0,0.1224,0.002691,0.4622,0.1239,0.1833,0.1913,0.1224,1.0,0.3318,0.2637,0.0931,0.989,0.02232,0.002691,0.3318,1.0,0.173,0.03653,0.3723,0.00828,0.4622,0.2637,0.173,1.0,0.0565,0.4014,0.5205,0.1239,0.0931,0.03653,0.0565,1.0,0.097,0.01164,0.1833,0.989,0.3723,0.4014,0.097,1.0,0.09827,0.1913,0.02232,0.00828,0.5205,0.01164,0.09827,1.0,3.0,0.07513,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,55.16,85.9,113.06,0.0,0.0,0.333,20.25,27.05,39.4,50.0,65.6,87.1,123.4,201.6,295.2,3708.0,0.0001792,0.01953,-9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.453,23.08,33.12,-647.5,-0.00759,0.0,5.277,6.562,9.336,12.85,17.06,22.9,32.88,55.4,83.2,793.5,0.01953,40.38,0.000391,23.28,0.005974,26.88,0.00057,20.17,1.0
0.984,6.094,8.484,6.133,1.0,0.1224,0.002691,0.4622,0.1239,0.161,0.1782,0.1224,1.0,0.3318,0.2637,0.0931,0.995,0.04453,0.002691,0.3318,1.0,0.173,0.03653,0.3713,0.01724,0.4622,0.2637,0.173,1.0,0.0565,0.3535,0.4856,0.1239,0.0931,0.03653,0.0565,1.0,0.0958,0.01336,0.161,0.995,0.3713,0.3535,0.0958,1.0,0.08923,0.1782,0.04453,0.01724,0.4856,0.01336,0.08923,1.0,3.0,0.0565,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,40.38,96.6,129.0,0.0,0.0,0.4,23.47,29.86,44.34,55.5,73.4,97.56,138.4,227.5,334.5,3324.0,0.0003014,0.0139,-0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066,12.336,16.58,-165.1,0.0,0.0,3.02,3.754,5.574,7.062,9.375,12.47,17.69,29.12,42.88,389.8,0.0139,20.67,0.0003014,12.34,0.01005,12.77,0.0006022,10.3,1.0
0.893,9.266,1.715,7.426,1.0,0.1224,0.002691,0.4622,0.1239,0.1549,0.2018,0.1224,1.0,0.3318,0.2637,0.0931,0.997,0.1536,0.002691,0.3318,1.0,0.173,0.03653,0.342,0.04517,0.4622,0.2637,0.173,1.0,0.0565,0.3347,0.482,0.1239,0.0931,0.03653,0.0565,1.0,0.09534,0.02844,0.1549,0.997,0.342,0.3347,0.09534,1.0,0.187,0.2018,0.1536,0.04517,0.482,0.02844,0.187,1.0,3.004,0.1131,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,55.12,161.1,216.5,0.0,0.0,0.091,39.62,49.12,72.8,92.0,122.4,162.8,230.6,380.2,560.5,5070.0,-0.002056,0.05615,-9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.22,71.25,-1690.0,-183.0,-123.6,-74.6,-52.7,-39.62,-29.42,-22.95,-15.4,-13.12,0.0,0.0,459.5,0.05618,88.4,0.002056,52.25,-0.0685,-32.4,0.004105,44.03,1.0
0.781,9.53,1.518,2.926,1.0,0.1224,0.002691,0.4622,0.1239,0.135,0.1559,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.296,0.002691,0.3318,1.0,0.173,0.03653,0.3381,0.08545,0.4622,0.2637,0.173,1.0,0.0565,0.2917,0.3152,0.1239,0.0931,0.03653,0.0565,1.0,0.09406,0.04358,0.135,0.9995,0.3381,0.2917,0.09406,1.0,0.3027,0.1559,0.296,0.08545,0.3152,0.04358,0.3027,1.0,3.006,0.141,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,34.44,211.9,289.0,0.0,0.0,0.106,53.66,62.3,93.1,118.8,160.9,213.8,302.0,501.0,742.5,6820.0,-0.005325,0.11084,-15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,-102.9,144.2,-3448.0,-366.0,-245.1,-146.5,-102.9,-77.0,-57.12,-43.66,-29.17,-25.84,0.0,0.2195,1083.0,0.11096,177.1,0.005505,103.2,-0.1771,-48.56,0.01077,88.4,1.0
0.7886,2.787,8.836,2.633,1.0,0.1224,0.002691,0.4622,0.1239,0.1559,0.142,0.1224,1.0,0.3318,0.2637,0.0931,0.9927,0.01575,0.002691,0.3318,1.0,0.173,0.03653,0.4114,0.01003,0.4622,0.2637,0.173,1.0,0.0565,0.35,0.4255,0.1239,0.0931,0.03653,0.0565,1.0,0.09564,0.00751,0.1559,0.9927,0.4114,0.35,0.09564,1.0,0.05286,0.142,0.01575,0.01003,0.4255,0.00751,0.05286,1.0,3.0,0.0267,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.19,65.1,87.06,0.0,0.0,0.6055,15.84,20.12,29.94,37.38,49.38,65.7,93.2,153.2,225.5,3008.0,0.0007844,0.04544,-0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,43.8,58.72,-647.5,0.0,0.0,10.66,13.41,19.92,25.17,33.3,44.3,62.88,103.4,152.0,1377.0,0.04544,73.25,0.0007844,43.84,0.02615,67.3,0.001568,36.5,1.0
0.839,9.086,9.95,3.092,1.0,0.1224,0.002691,0.4622,0.1239,0.1353,0.12476,0.1224,1.0,0.3318,0.2637,0.0931,0.999,0.1562,0.002691,0.3318,1.0,0.173,0.03653,0.361,0.05475,0.4622,0.2637,0.173,1.0,0.0565,0.2964,0.3008,0.1239,0.0931,0.03653,0.0565,1.0,0.09424,0.02328,0.1353,0.999,0.361,0.2964,0.09424,1.0,0.1647,0.12476,0.1562,0.05475,0.3008,0.02328,0.1647,1.0,3.002,0.05093,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.38,129.1,175.8,0.0,0.0,0.439,32.6,38.3,57.03,72.6,97.94,130.1,184.1,305.0,451.8,4420.0,-0.0001023,0.04102,-3.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-20.16,31.7,-853.0,-76.3,-49.94,-29.11,-20.03,-14.664,-11.28,-7.516,-6.023,-2.38,0.0,2.166,1735.0,0.04102,37.56,0.0007877,21.0,-0.003408,-15.61,0.00089,18.86,1.0
0.897,4.12,7.355,6.867,1.0,0.1224,0.002691,0.4622,0.1239,0.1847,0.1844,0.1224,1.0,0.3318,0.2637,0.0931,0.9873,0.01653,0.002691,0.3318,1.0,0.173,0.03653,0.382,0.00656,0.4622,0.2637,0.173,1.0,0.0565,0.4062,0.5107,0.1239,0.0931,0.03653,0.0565,1.0,0.09705,0.01035,0.1847,0.9873,0.382,0.4062,0.09705,1.0,0.09357,0.1844,0.01653,0.00656,0.5107,0.01035,0.09357,1.0,3.0,0.06635,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,50.8,76.94,101.2,0.0,0.0,0.3914,18.1,24.34,35.25,44.84,58.8,78.06,110.56,180.6,264.2,3416.0,0.0003412,0.02052,-5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,32.0,44.9,-358.8,-0.06604,0.0,8.016,9.08,13.56,17.77,23.94,31.98,45.6,76.25,113.94,1074.0,0.02052,55.16,0.0004065,32.12,0.011375,41.6,0.000747,27.52,1.0
0.966,3.996,6.133,4.324,1.0,0.1224,0.002691,0.4622,0.1239,0.1637,0.1775,0.1224,1.0,0.3318,0.2637,0.0931,0.994,0.036,0.002691,0.3318,1.0,0.173,0.03653,0.375,0.014435,0.4622,0.2637,0.173,1.0,0.0565,0.3599,0.4885,0.1239,0.0931,0.03653,0.0565,1.0,0.096,0.01228,0.1637,0.994,0.375,0.3599,0.096,1.0,0.0844,0.1775,0.036,0.014435,0.4885,0.01228,0.0844,1.0,3.0,0.0552,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,40.75,91.3,121.6,0.0,0.0,0.4143,22.11,28.31,42.1,52.56,69.44,92.25,130.9,215.0,316.0,3186.0,0.0003667,0.01663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.703,17.62,23.9,-174.9,0.0,0.0,4.387,5.266,7.82,9.99,13.37,17.78,25.2,41.66,61.56,565.5,0.01663,29.7,0.0003667,17.64,0.01222,19.3,0.000733,14.805,1.0
0.8975,8.13,4.68,4.16,1.0,0.1224,0.002691,0.4622,0.1239,0.1428,0.1652,0.1224,1.0,0.3318,0.2637,0.0931,0.9985,0.1736,0.002691,0.3318,1.0,0.173,0.03653,0.3496,0.05435,0.4622,0.2637,0.173,1.0,0.0565,0.3105,0.3918,0.1239,0.0931,0.03653,0.0565,1.0,0.0946,0.028,0.1428,0.9985,0.3496,0.3105,0.0946,1.0,0.1903,0.1652,0.1736,0.05435,0.3918,0.028,0.1903,1.0,3.002,0.0814,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33.75,151.4,205.1,0.0,0.0,0.2693,37.88,45.4,67.3,85.7,114.9,152.8,216.1,357.5,528.5,4860.0,-0.001161,0.0411,-6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.695,-42.47,60.16,-1440.0,-152.0,-101.5,-60.5,-42.3,-31.6,-23.6,-17.64,-12.04,-10.26,0.0,0.05627,780.5,0.04114,73.6,0.001357,42.7,-0.03867,-28.05,0.002514,36.75,1.0
0.9507,9.62,3.758,9.305,1.0,0.1224,0.002691,0.4622,0.1239,0.161,0.2024,0.1224,1.0,0.3318,0.2637,0.0931,0.996,0.10236,0.002691,0.3318,1.0,0.173,0.03653,0.3477,0.03146,0.4622,0.2637,0.173,1.0,0.0565,0.349,0.5063,0.1239,0.0931,0.03653,0.0565,1.0,0.0957,0.02219,0.161,0.996,0.3477,0.349,0.0957,1.0,0.146,0.2024,0.10236,0.03146,0.5063,0.02219,0.146,1.0,3.002,0.0977,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,55.94,137.4,183.8,0.0,0.0,0.1617,33.47,42.28,62.72,78.8,104.44,138.9,196.9,323.8,476.8,4290.0,-0.001004,0.034,-10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324,-28.5,38.4,-904.5,-99.2,-67.3,-40.84,-28.78,-21.64,-16.27,-12.81,-8.63,-7.008,0.0,0.0,349.0,0.03403,47.8,0.001004,28.52,-0.03345,-20.73,0.002007,23.83,1.0
0.846,4.836,1.19,2.324,1.0,0.1224,0.002691,0.4622,0.1239,0.142,0.1732,0.1224,1.0,0.3318,0.2637,0.0931,0.999,0.2279,0.002691,0.3318,1.0,0.173,0.03653,0.3416,0.067,0.4622,0.2637,0.173,1.0,0.0565,0.3071,0.3857,0.1239,0.0931,0.03653,0.0565,1.0,0.09454,0.0356,0.142,0.999,0.3416,0.3071,0.09454,1.0,0.2427,0.1732,0.2279,0.067,0.3857,0.0356,0.2427,1.0,3.004,0.1142,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,38.34,182.0,246.9,0.0,0.0,0.1392,45.6,54.34,80.75,102.8,138.1,183.6,259.8,430.0,636.0,5810.0,-0.003008,0.0736,-10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.082,-73.06,101.9,-2434.0,-259.0,-173.8,-104.06,-73.2,-54.88,-40.56,-31.3,-20.75,-18.39,0.0,0.1863,472.5,0.07367,125.4,0.003057,73.2,-0.10016,-40.16,0.006046,62.5,1.0
0.819,3.611,9.305,4.484,1.0,0.1224,0.002691,0.4622,0.1239,0.168,0.1631,0.1224,1.0,0.3318,0.2637,0.0931,0.991,0.01564,0.002691,0.3318,1.0,0.173,0.03653,0.399,0.00786,0.4622,0.2637,0.173,1.0,0.0565,0.3735,0.4702,0.1239,0.0931,0.03653,0.0565,1.0,0.0963,0.00872,0.168,0.991,0.399,0.3735,0.0963,1.0,0.06903,0.1631,0.01564,0.00786,0.4702,0.00872,0.06903,1.0,3.0,0.04144,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,35.06,69.94,92.8,0.0,0.0,0.522,16.77,21.83,32.2,40.4,53.2,70.7,100.25,164.4,241.2,2840.0,0.000637,0.0326,-0.1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,39.03,52.94,-386.8,0.0,0.0,9.71,11.66,17.31,22.11,29.61,39.38,55.8,92.25,136.4,1252.0,0.0326,65.75,0.000637,39.03,0.02124,55.8,0.001273,32.78,1.0
0.8677,6.277,3.96,2.576,1.0,0.1224,0.002691,0.4622,0.1239,0.1387,0.1501,0.1224,1.0,0.3318,0.2637,0.0931,0.999,0.1915,0.002691,0.3318,1.0,0.173,0.03653,0.3503,0.06036,0.4622,0.2637,0.173,1.0,0.0565,0.3018,0.3477,0.1239,0.0931,0.03653,0.0565,1.0,0.09436,0.02917,0.1387,0.999,0.3503,0.3018,0.09436,1.0,0.203,0.1501,0.1915,0.06036,0.3477,0.02917,0.203,1.0,3.002,0.07825,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29.05,153.9,209.1,0.0,0.0,0.3018,38.72,45.8,68.1,86.75,116.8,155.2,219.6,363.8,538.5,4984.0,-0.00118,0.04672,-6.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,-44.97,64.4,-1542.0,-161.9,-107.9,-64.06,-44.7,-33.3,-25.03,-18.3,-12.78,-10.4,0.0,0.02373,1176.0,0.04675,78.56,0.001527,45.34,-0.0393,-29.22,0.002703,39.25,1.0
0.807,7.32,2.256,2.395,1.0,0.1224,0.002691,0.4622,0.1239,0.1356,0.1511,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.262,0.002691,0.3318,1.0,0.173,0.03653,0.342,0.07745,0.4622,0.2637,0.173,1.0,0.0565,0.2937,0.318,0.1239,0.0931,0.03653,0.0565,1.0,0.0941,0.03842,0.1356,0.9995,0.342,0.2937,0.0941,1.0,0.2695,0.1511,0.262,0.07745,0.318,0.03842,0.2695,1.0,3.004,0.11523,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,31.97,190.5,259.5,0.0,0.0,0.184,48.16,56.2,83.9,106.94,144.6,192.1,271.5,450.2,667.5,6120.0,-0.003445,0.0848,-11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.58,-81.5,114.8,-2748.0,-290.8,-194.5,-116.1,-81.3,-60.8,-45.25,-34.25,-23.11,-20.16,0.0,0.1415,1173.0,0.08484,140.9,0.003693,81.9,-0.1146,-42.8,0.00711,70.25,1.0
0.8804,7.66,8.75,3.516,1.0,0.1224,0.002691,0.4622,0.1239,0.14,0.1422,0.1224,1.0,0.3318,0.2637,0.0931,0.9985,0.1279,0.002691,0.3318,1.0,0.173,0.03653,0.3628,0.04565,0.4622,0.2637,0.173,1.0,0.0565,0.307,0.3596,0.1239,0.0931,0.03653,0.0565,1.0,0.09454,0.02097,0.14,0.9985,0.3628,0.307,0.09454,1.0,0.1421,0.1422,0.1279,0.04565,0.3596,0.02097,0.1421,1.0,3.0,0.04977,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24.55,121.8,165.1,0.0,0.0,0.429,30.55,36.5,54.12,68.8,92.4,122.75,173.9,287.8,425.5,4170.0,3.886e-05,0.0328,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,-12.86,21.08,-610.5,-49.72,-32.38,-18.7,-12.85,-9.35,-7.04,-4.758,-3.945,-0.771,0.0,2.139,1408.0,0.0328,24.69,0.000557,13.65,0.001296,-10.555,0.000596,12.4,1.0
