like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95,simulation_96,simulation_97,simulation_98,simulation_99,simulation_100,simulation_101,simulation_102,simulation_103,simulation_104,simulation_105,simulation_106,simulation_107,simulation_108,simulation_109,simulation_110,simulation_111,simulation_112,simulation_113,simulation_114,simulation_115,simulation_116,chain
0.7036,2.37,9.99,7.68,1.0,0.1224,0.002691,0.4622,0.1239,0.2302,0.1755,0.1224,1.0,0.3318,0.2637,0.0931,0.958,0.006508,0.002691,0.3318,1.0,0.173,0.03653,0.4307,0.002394,0.4622,0.2637,0.173,1.0,0.0565,0.5137,0.4998,0.1239,0.0931,0.03653,0.0565,1.0,0.09845,0.00825,0.2302,0.958,0.4307,0.5137,0.09845,1.0,0.1415,0.1755,0.006508,0.002394,0.4998,0.00825,0.1415,1.0,3.0,0.06223,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,51.88,45.06,58.16,0.0,0.0,0.4868,9.93,15.01,20.38,27.1,35.06,46.5,65.4,105.2,152.2,3476.0,0.0004785,0.02885,-6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,63.88,89.1,-429.0,-0.1613,0.0,16.08,18.14,27.36,35.47,47.97,64.0,91.0,152.0,226.6,2128.0,0.02885,109.6,0.0005255,64.0,0.01595,141.8,0.001003,54.7,1.0
0.8726,6.043,2.531,9.28,1.0,0.1224,0.002691,0.4622,0.1239,0.1824,0.2104,0.1224,1.0,0.3318,0.2637,0.0931,0.99,0.0467,0.002691,0.3318,1.0,0.173,0.03653,0.3506,0.014595,0.4622,0.2637,0.173,1.0,0.0565,0.3953,0.544,0.1239,0.0931,0.03653,0.0565,1.0,0.0968,0.01625,0.1824,0.99,0.3506,0.3953,0.0968,1.0,0.1223,0.2104,0.0467,0.014595,0.544,0.01625,0.1223,1.0,3.002,0.1076,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,70.56,113.44,149.6,0.0,0.0,0.1384,26.83,35.6,52.1,65.94,86.6,115.06,163.0,266.5,390.5,4748.0,-0.000598,0.04193,-25.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,-4.492,8.25,-1678.0,-15.195,-11.0,-7.27,-5.234,-3.826,-2.621,-1.212,-0.611,-0.3904,0.0,0.0,691.5,0.04193,9.4,0.0006003,4.605,-0.01991,-3.96,0.001197,4.207,1.0
0.845,4.324,9.586,6.82,1.0,0.1224,0.002691,0.4622,0.1239,0.1808,0.1763,0.1224,1.0,0.3318,0.2637,0.0931,0.9883,0.01424,0.002691,0.3318,1.0,0.173,0.03653,0.3916,0.006172,0.4622,0.2637,0.173,1.0,0.0565,0.3997,0.4968,0.1239,0.0931,0.03653,0.0565,1.0,0.0969,0.00943,0.1808,0.9883,0.3916,0.3997,0.0969,1.0,0.08527,0.1763,0.01424,0.006172,0.4968,0.00943,0.08527,1.0,3.0,0.0559,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44.7,71.4,94.0,0.0,0.0,0.4517,16.83,22.52,32.72,41.53,54.47,72.4,102.5,167.5,245.2,3006.0,0.0004838,0.02393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.426,37.6,51.9,-244.1,0.0,0.0,9.484,10.76,16.28,20.92,28.42,37.84,53.6,89.2,132.6,1237.0,0.02394,64.1,0.0004838,37.6,0.01613,52.7,0.000967,31.95,1.0
0.697,2.674,9.88,6.22,1.0,0.1224,0.002691,0.4622,0.1239,0.2034,0.1699,0.1224,1.0,0.3318,0.2637,0.0931,0.975,0.007378,0.002691,0.3318,1.0,0.173,0.03653,0.4229,0.003086,0.4622,0.2637,0.173,1.0,0.0565,0.4543,0.489,0.1239,0.0931,0.03653,0.0565,1.0,0.0978,0.00801,0.2034,0.975,0.4229,0.4543,0.0978,1.0,0.1064,0.1699,0.007378,0.003086,0.489,0.00801,0.1064,1.0,3.0,0.05267,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44.88,51.5,67.06,0.0,0.0,0.514,11.77,16.72,23.39,30.39,39.6,52.62,74.25,120.56,175.5,3012.0,0.000568,0.02975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,57.44,79.4,-364.8,0.0,0.0,14.48,16.42,24.86,31.95,43.4,57.78,81.9,136.2,202.8,1892.0,0.02977,98.0,0.000568,57.47,0.01892,111.56,0.001135,48.84,1.0
0.996,4.016,3.78,3.611,1.0,0.1224,0.002691,0.4622,0.1239,0.1576,0.1847,0.1224,1.0,0.3318,0.2637,0.0931,0.996,0.0738,0.002691,0.3318,1.0,0.173,0.03653,0.3604,0.02548,0.4622,0.2637,0.173,1.0,0.0565,0.3442,0.4846,0.1239,0.0931,0.03653,0.0565,1.0,0.0956,0.01732,0.1576,0.996,0.3604,0.3442,0.0956,1.0,0.11316,0.1847,0.0738,0.02548,0.4846,0.01732,0.11316,1.0,3.0,0.0679,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,43.22,114.25,153.0,0.0,0.0,0.3235,27.94,35.12,52.03,65.44,86.8,115.4,163.6,269.2,396.5,3728.0,-7.57e-05,0.005173,-0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.229,-5.344,7.664,-183.6,-19.25,-12.82,-7.61,-5.305,-3.951,-2.975,-2.162,-1.52,-1.223,0.0,0.00188,148.8,0.005173,9.34,0.0001229,5.387,-0.002523,-4.676,0.0001985,4.668,1.0
0.9404,5.543,2.912,6.523,1.0,0.1224,0.002691,0.4622,0.1239,0.1688,0.2037,0.1224,1.0,0.3318,0.2637,0.0931,0.994,0.06824,0.002691,0.3318,1.0,0.173,0.03653,0.3518,0.02167,0.4622,0.2637,0.173,1.0,0.0565,0.3667,0.524,0.1239,0.0931,0.03653,0.0565,1.0,0.0961,0.0182,0.1688,0.994,0.3518,0.3667,0.0961,1.0,0.12396,0.2037,0.06824,0.02167,0.524,0.0182,0.12396,1.0,3.002,0.09406,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,59.28,121.6,161.8,0.0,0.0,0.1898,29.28,37.75,56.1,70.1,92.56,123.0,174.4,286.2,420.5,3998.0,-0.0005665,0.0271,-13.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2898,-12.66,16.52,-927.0,-43.1,-29.67,-18.34,-13.01,-9.8,-7.508,-5.777,-4.055,-2.863,0.0,0.0,403.5,0.0271,20.81,0.0005665,12.68,-0.01886,-10.41,0.001131,10.35,1.0
0.7134,1.312,5.406,6.562,1.0,0.1224,0.002691,0.4622,0.1239,0.2756,0.187,0.1224,1.0,0.3318,0.2637,0.0931,0.9204,0.006454,0.002691,0.3318,1.0,0.173,0.03653,0.4194,0.002079,0.4622,0.2637,0.173,1.0,0.0565,0.611,0.5195,0.1239,0.0931,0.03653,0.0565,1.0,0.0986,0.009094,0.2756,0.9204,0.4194,0.611,0.0986,1.0,0.2065,0.187,0.006454,0.002079,0.5195,0.009094,0.2065,1.0,3.0,0.08453,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,66.8,40.97,52.6,0.0,0.0,0.3975,8.49,14.07,18.66,24.92,32.53,43.0,60.1,95.44,136.8,4468.0,0.0002373,0.0368,-21.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,67.94,96.6,-1425.0,-0.072,0.0,16.17,19.28,28.03,37.78,50.47,67.6,96.8,162.6,243.6,2314.0,0.0368,118.1,0.000647,68.4,0.007904,165.9,0.000884,58.97,1.0
0.835,3.621,5.195,8.875,1.0,0.1224,0.002691,0.4622,0.1239,0.212,0.1967,0.1224,1.0,0.3318,0.2637,0.0931,0.976,0.012276,0.002691,0.3318,1.0,0.173,0.03653,0.375,0.00423,0.4622,0.2637,0.173,1.0,0.0565,0.4636,0.533,0.1239,0.0931,0.03653,0.0565,1.0,0.0981,0.010796,0.212,0.976,0.375,0.4636,0.0981,1.0,0.1277,0.1967,0.012276,0.00423,0.533,0.010796,0.1277,1.0,3.0,0.0921,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,67.94,72.94,94.7,0.0,0.0,0.2866,16.58,23.69,33.2,43.12,56.2,74.6,105.3,170.8,248.2,4560.0,5.31e-05,0.0368,-22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.477,36.03,52.75,-1503.0,0.0,0.0,7.508,10.33,14.09,20.16,26.48,35.7,51.4,87.06,131.4,1279.0,0.0368,63.88,0.000643,36.53,0.001769,49.4,0.000696,31.97,1.0
0.728,2.518,8.69,3.336,1.0,0.1224,0.002691,0.4622,0.1239,0.1696,0.1526,0.1224,1.0,0.3318,0.2637,0.0931,0.989,0.01035,0.002691,0.3318,1.0,0.173,0.03653,0.4182,0.00591,0.4622,0.2637,0.173,1.0,0.0565,0.3806,0.4526,0.1239,0.0931,0.03653,0.0565,1.0,0.0964,0.00737,0.1696,0.989,0.4182,0.3806,0.0964,1.0,0.06476,0.1526,0.01035,0.00591,0.4526,0.00737,0.06476,1.0,3.0,0.0339,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,31.19,59.1,78.3,0.0,0.0,0.5835,14.086,18.48,27.14,34.22,44.97,59.75,84.75,138.9,203.6,2810.0,0.0007343,0.04007,-0.3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,49.84,67.5,-507.8,0.0,0.0,12.38,14.93,22.17,28.28,37.8,50.3,71.3,117.8,174.0,1596.0,0.0401,83.94,0.0007343,49.88,0.02448,84.3,0.001468,41.8,1.0
0.952,3.297,3.393,4.695,1.0,0.1224,0.002691,0.4622,0.1239,0.1772,0.1953,0.1224,1.0,0.3318,0.2637,0.0931,0.991,0.0337,0.002691,0.3318,1.0,0.173,0.03653,0.3645,0.011856,0.4622,0.2637,0.173,1.0,0.0565,0.387,0.523,0.1239,0.0931,0.03653,0.0565,1.0,0.0967,0.013374,0.1772,0.991,0.3645,0.387,0.0967,1.0,0.10156,0.1953,0.0337,0.011856,0.523,0.013374,0.10156,1.0,3.0,0.0797,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,56.06,97.0,128.2,0.0,0.0,0.291,23.08,30.39,44.62,56.25,74.0,98.3,139.2,228.0,334.2,3774.0,1.61e-05,0.01741,-10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.851,11.92,17.94,-708.0,-0.1447,0.0,2.105,3.469,4.54,6.74,8.72,11.81,17.1,29.08,44.12,447.5,0.01741,21.55,0.0003173,12.2,0.000536,12.29,0.0003335,10.8,1.0
0.7783,5.254,9.89,2.455,1.0,0.1224,0.002691,0.4622,0.1239,0.1393,0.1267,0.1224,1.0,0.3318,0.2637,0.0931,0.9976,0.0771,0.002691,0.3318,1.0,0.173,0.03653,0.3804,0.03467,0.4622,0.2637,0.173,1.0,0.0565,0.3088,0.348,0.1239,0.0931,0.03653,0.0565,1.0,0.0946,0.01419,0.1393,0.9976,0.3804,0.3088,0.0946,1.0,0.0919,0.1267,0.0771,0.03467,0.348,0.01419,0.0919,1.0,3.0,0.02939,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.6,95.4,129.2,0.0,0.0,0.549,23.89,28.69,42.56,53.97,72.25,96.06,136.1,225.2,333.0,3578.0,0.000611,0.04358,-0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.19,13.54,17.67,-740.5,0.0,0.0,2.781,4.523,6.17,8.266,10.805,14.305,19.98,31.62,45.2,1751.0,0.04358,22.27,0.0006113,13.586,0.02036,14.195,0.001221,10.99,1.0
0.8574,6.57,8.92,3.11,1.0,0.1224,0.002691,0.4622,0.1239,0.1403,0.139,0.1224,1.0,0.3318,0.2637,0.0931,0.9985,0.1085,0.002691,0.3318,1.0,0.173,0.03653,0.3682,0.0412,0.4622,0.2637,0.173,1.0,0.0565,0.3086,0.362,0.1239,0.0931,0.03653,0.0565,1.0,0.0946,0.01851,0.1403,0.9985,0.3682,0.3086,0.0946,1.0,0.12366,0.139,0.1085,0.0412,0.362,0.01851,0.12366,1.0,3.0,0.0424,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.06,112.3,152.1,0.0,0.0,0.4683,28.12,33.72,50.0,63.5,85.1,113.2,160.2,265.2,392.0,3950.0,0.00028,0.0345,-1.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,-3.346,9.74,-599.0,-17.25,-10.69,-5.91,-3.94,-2.87,-1.848,-1.509,-0.006924,0.1953,2.553,4.805,1494.0,0.03452,10.3,0.0004272,5.145,0.00933,-2.979,0.000707,4.91,1.0
0.885,8.56,2.754,5.098,1.0,0.1224,0.002691,0.4622,0.1239,0.1465,0.1824,0.1224,1.0,0.3318,0.2637,0.0931,0.9985,0.1852,0.002691,0.3318,1.0,0.173,0.03653,0.344,0.05542,0.4622,0.2637,0.173,1.0,0.0565,0.3174,0.4258,0.1239,0.0931,0.03653,0.0565,1.0,0.09485,0.03079,0.1465,0.9985,0.344,0.3174,0.09485,1.0,0.2064,0.1824,0.1852,0.05542,0.4258,0.03079,0.2064,1.0,3.002,0.10223,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,42.66,165.1,223.2,0.0,0.0,0.1638,41.1,49.75,73.75,93.7,125.4,166.6,236.0,390.0,576.0,5244.0,-0.002026,0.0547,-8.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.795,-56.22,78.1,-1864.0,-199.0,-133.6,-80.1,-56.44,-42.34,-31.23,-24.23,-16.0,-14.17,0.0,0.1616,310.5,0.05472,96.25,0.002033,56.3,-0.06744,-34.03,0.00405,47.97,1.0
0.7812,4.18,6.86,1.571,1.0,0.1224,0.002691,0.4622,0.1239,0.136,0.1174,0.1224,1.0,0.3318,0.2637,0.0931,0.9985,0.10596,0.002691,0.3318,1.0,0.173,0.03653,0.3743,0.0437,0.4622,0.2637,0.173,1.0,0.0565,0.3005,0.307,0.1239,0.0931,0.03653,0.0565,1.0,0.09436,0.01704,0.136,0.9985,0.3743,0.3005,0.09436,1.0,0.11615,0.1174,0.10596,0.0437,0.307,0.01704,0.11615,1.0,3.0,0.03278,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.27,105.06,142.9,0.0,0.0,0.5312,26.45,31.36,46.62,59.25,79.6,105.9,149.9,248.2,367.5,3846.0,0.0004852,0.04385,-1.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.16,3.857,8.69,-771.5,-0.2354,-0.0599,0.0,0.1505,0.3171,1.921,3.285,4.633,6.51,9.95,13.94,1879.0,0.04385,9.51,0.00049,4.062,0.01617,3.67,0.0009747,4.11,1.0
0.7017,2.236,6.0,1.076,1.0,0.1224,0.002691,0.4622,0.1239,0.1388,0.1125,0.1224,1.0,0.3318,0.2637,0.0931,0.9966,0.0442,0.002691,0.3318,1.0,0.173,0.03653,0.3987,0.02684,0.4622,0.2637,0.173,1.0,0.0565,0.3113,0.3318,0.1239,0.0931,0.03653,0.0565,1.0,0.0946,0.0096,0.1388,0.9966,0.3987,0.3113,0.0946,1.0,0.05945,0.1125,0.0442,0.02684,0.3318,0.0096,0.05945,1.0,3.0,0.01868,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.31,77.44,104.9,0.0,0.0,0.629,19.38,23.36,34.7,43.88,58.6,77.94,110.56,182.8,270.2,3348.0,0.0008144,0.0531,-0.7627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,31.48,41.25,-870.5,0.0,0.0,7.246,9.945,14.37,18.55,24.25,32.22,45.5,73.9,107.6,1978.0,0.05313,51.9,0.0008144,31.53,0.02715,40.66,0.001628,25.84,1.0
0.6304,1.622,9.15,1.09,1.0,0.1224,0.002691,0.4622,0.1239,0.1416,0.0845,0.1224,1.0,0.3318,0.2637,0.0931,0.988,0.009285,0.002691,0.3318,1.0,0.173,0.03653,0.463,0.01344,0.4622,0.2637,0.173,1.0,0.0565,0.3296,0.2944,0.1239,0.0931,0.03653,0.0565,1.0,0.0947,0.00409,0.1416,0.988,0.463,0.3296,0.0947,1.0,0.02849,0.0845,0.009285,0.01344,0.2944,0.00409,0.02849,1.0,3.0,0.008316,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.59,46.0,62.12,0.0,0.0,0.7534,11.234,14.055,21.0,26.17,34.7,46.22,65.7,108.3,159.8,3288.0,0.0009336,0.06274,-1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.84,62.94,84.06,-1032.0,0.0,0.0,15.195,19.36,28.77,36.28,47.9,63.75,90.4,148.4,218.0,2212.0,0.06274,105.0,0.0009336,63.0,0.03111,136.9,0.001865,52.34,1.0
0.8696,4.402,9.56,5.324,1.0,0.1224,0.002691,0.4622,0.1239,0.1675,0.169,0.1224,1.0,0.3318,0.2637,0.0931,0.992,0.02017,0.002691,0.3318,1.0,0.173,0.03653,0.39,0.00931,0.4622,0.2637,0.173,1.0,0.0565,0.3708,0.4795,0.1239,0.0931,0.03653,0.0565,1.0,0.09625,0.0097,0.1675,0.992,0.39,0.3708,0.09625,1.0,0.0733,0.169,0.02017,0.00931,0.4795,0.0097,0.0733,1.0,3.0,0.0465,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,37.56,76.44,101.5,0.0,0.0,0.4841,18.36,23.83,35.22,44.12,58.16,77.25,109.56,179.8,264.0,2858.0,0.00056,0.02742,-0.02359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.883,32.5,44.16,-311.5,0.0,0.0,8.11,9.67,14.375,18.39,24.66,32.78,46.47,76.9,113.6,1045.0,0.02742,54.8,0.00056,32.53,0.01866,42.5,0.00112,27.33,1.0
0.808,6.934,8.38,1.991,1.0,0.1224,0.002691,0.4622,0.1239,0.1329,0.11194,0.1224,1.0,0.3318,0.2637,0.0931,0.999,0.1564,0.002691,0.3318,1.0,0.173,0.03653,0.3635,0.0563,0.4622,0.2637,0.173,1.0,0.0565,0.292,0.2666,0.1239,0.0931,0.03653,0.0565,1.0,0.09406,0.02257,0.1329,0.999,0.3635,0.292,0.09406,1.0,0.1626,0.11194,0.1564,0.0563,0.2666,0.02257,0.1626,1.0,3.0,0.04602,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.23,125.7,171.4,0.0,0.0,0.473,31.81,37.16,55.44,70.56,95.3,126.7,179.1,297.2,440.5,4380.0,3.57e-05,0.04477,-2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34,-16.77,27.84,-837.5,-65.25,-42.4,-24.45,-16.8,-12.195,-9.12,-6.2,-5.164,-0.704,0.0,3.133,1958.0,0.04477,32.5,0.000753,17.9,0.00119,-13.336,0.0007887,16.33,1.0
0.954,3.748,4.36,5.35,1.0,0.1224,0.002691,0.4622,0.1239,0.1771,0.1926,0.1224,1.0,0.3318,0.2637,0.0931,0.991,0.03049,0.002691,0.3318,1.0,0.173,0.03653,0.3677,0.01103,0.4622,0.2637,0.173,1.0,0.0565,0.3875,0.5195,0.1239,0.0931,0.03653,0.0565,1.0,0.0967,0.01276,0.1771,0.991,0.3677,0.3875,0.0967,1.0,0.0981,0.1926,0.03049,0.01103,0.5195,0.01276,0.0981,1.0,3.0,0.07556,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,54.03,93.44,123.56,0.0,0.0,0.3162,22.23,29.28,42.97,54.22,71.3,94.7,134.1,219.6,322.0,3638.0,0.0001058,0.01581,-8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,15.48,22.5,-574.0,0.0,0.0,3.338,4.42,6.12,8.64,11.4,15.336,22.06,37.3,56.2,541.5,0.01581,27.31,0.0003154,15.664,0.003527,16.56,0.0004213,13.664,1.0
0.6934,1.782,8.19,6.57,1.0,0.1224,0.002691,0.4622,0.1239,0.2418,0.1765,0.1224,1.0,0.3318,0.2637,0.0931,0.948,0.006237,0.002691,0.3318,1.0,0.173,0.03653,0.4358,0.002218,0.4622,0.2637,0.173,1.0,0.0565,0.54,0.5015,0.1239,0.0931,0.03653,0.0565,1.0,0.0985,0.00827,0.2418,0.948,0.4358,0.54,0.0985,1.0,0.1569,0.1765,0.006237,0.002218,0.5015,0.00827,0.1569,1.0,3.0,0.06464,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,53.75,42.12,54.25,0.0,0.0,0.4834,9.13,14.17,19.06,25.47,33.0,43.62,61.25,98.25,141.9,3600.0,0.0004573,0.02931,-8.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,66.8,93.4,-554.5,-0.1578,0.0,16.83,18.95,28.52,37.1,50.1,66.9,95.2,159.0,237.2,2232.0,0.02933,114.8,0.0005336,67.0,0.015236,158.6,0.00099,57.28,1.0
0.76,1.847,3.809,7.207,1.0,0.1224,0.002691,0.4622,0.1239,0.2534,0.1965,0.1224,1.0,0.3318,0.2637,0.0931,0.9473,0.00808,0.002691,0.3318,1.0,0.173,0.03653,0.3855,0.002592,0.4622,0.2637,0.173,1.0,0.0565,0.5557,0.5347,0.1239,0.0931,0.03653,0.0565,1.0,0.0988,0.01018,0.2534,0.9473,0.3855,0.5557,0.0988,1.0,0.1803,0.1965,0.00808,0.002592,0.5347,0.01018,0.1803,1.0,3.0,0.1011,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,75.75,55.5,71.25,0.0,0.0,0.289,11.945,18.73,25.16,33.66,43.62,57.66,80.9,129.5,186.6,5070.0,5.36e-06,0.04733,-30.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,53.44,77.8,-2024.0,0.0,0.0,11.47,15.28,21.11,29.86,39.34,52.97,76.25,128.9,194.2,1875.0,0.04733,94.4,0.0007825,54.12,0.0001792,96.3,0.000788,47.22,1.0
0.7856,7.062,4.598,1.402,1.0,0.1224,0.002691,0.4622,0.1239,0.13,0.116,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.2408,0.002691,0.3318,1.0,0.173,0.03653,0.3494,0.0755,0.4622,0.2637,0.173,1.0,0.0565,0.283,0.2386,0.1239,0.0931,0.03653,0.0565,1.0,0.09375,0.0331,0.13,0.9995,0.3494,0.283,0.09375,1.0,0.2441,0.116,0.2408,0.0755,0.2386,0.0331,0.2441,1.0,3.002,0.08374,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.61,167.8,229.5,0.0,0.0,0.3435,42.6,49.0,73.5,93.75,127.3,169.1,239.0,396.8,589.0,5504.0,-0.001726,0.06805,-8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19,-58.8,85.1,-2041.0,-213.0,-141.6,-83.8,-58.28,-43.38,-32.8,-23.42,-16.78,-12.94,0.0,0.0,2014.0,0.06805,103.5,0.002346,59.44,-0.05746,-35.06,0.004063,51.75,1.0
0.931,6.133,4.05,3.709,1.0,0.1224,0.002691,0.4622,0.1239,0.1465,0.1725,0.1224,1.0,0.3318,0.2637,0.0931,0.998,0.1428,0.002691,0.3318,1.0,0.173,0.03653,0.3523,0.04575,0.4622,0.2637,0.173,1.0,0.0565,0.3188,0.4238,0.1239,0.0931,0.03653,0.0565,1.0,0.09485,0.02477,0.1465,0.998,0.3523,0.3188,0.09485,1.0,0.165,0.1725,0.1428,0.04575,0.4238,0.02477,0.165,1.0,3.002,0.0757,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36.66,140.4,189.6,0.0,0.0,0.2847,34.94,42.4,62.78,79.7,106.56,141.6,200.6,331.5,489.5,4500.0,-0.0007496,0.0297,-4.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,-31.48,44.6,-1068.0,-112.7,-75.25,-44.84,-31.36,-23.4,-17.48,-13.07,-8.93,-7.594,0.0,0.04092,586.5,0.0297,54.6,0.0008993,31.66,-0.02498,-22.42,0.001647,27.25,1.0
0.822,8.97,2.49,3.426,1.0,0.1224,0.002691,0.4622,0.1239,0.138,0.1599,0.1224,1.0,0.3318,0.2637,0.0931,0.9995,0.2512,0.002691,0.3318,1.0,0.173,0.03653,0.3416,0.0741,0.4622,0.2637,0.173,1.0,0.0565,0.2986,0.344,0.1239,0.0931,0.03653,0.0565,1.0,0.09424,0.03766,0.138,0.9995,0.3416,0.2986,0.09424,1.0,0.2612,0.1599,0.2512,0.0741,0.344,0.03766,0.2612,1.0,3.004,0.1156,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,34.06,188.2,256.0,0.0,0.0,0.1635,47.44,55.78,83.06,105.94,142.9,189.9,268.5,445.0,659.0,6036.0,-0.003344,0.08136,-11.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,-79.3,111.25,-2660.0,-282.2,-189.0,-112.94,-79.25,-59.3,-44.0,-33.56,-22.48,-19.86,0.0,0.162,903.0,0.0814,136.6,0.003506,79.56,-0.1113,-42.12,0.006824,68.1,1.0
