like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,chain
1.0,9.266,8.36,9.37,1.0,0.1683,0.003683,0.6963,0.1874,0.3032,0.4316,0.1683,1.0,0.2155,0.219,0.1599,0.9775,0.3704,0.003683,0.2155,1.0,0.0729,0.03693,0.253,0.07733,0.6963,0.219,0.0729,1.0,0.10846,0.417,0.6763,0.1874,0.1599,0.03693,0.10846,1.0,0.172,0.1203,0.3032,0.9775,0.253,0.417,0.172,1.0,0.488,0.4316,0.3704,0.07733,0.6763,0.1203,0.488,1.0,1.0
0.9966,6.457,3.016,8.41,1.0,0.1683,0.003683,0.6963,0.1874,0.338,0.469,0.1683,1.0,0.2155,0.219,0.1599,0.9653,0.3447,0.003683,0.2155,1.0,0.0729,0.03693,0.2335,0.06445,0.6963,0.219,0.0729,1.0,0.10846,0.466,0.7285,0.1874,0.1599,0.03693,0.10846,1.0,0.174,0.12494,0.338,0.9653,0.2335,0.466,0.174,1.0,0.507,0.469,0.3447,0.06445,0.7285,0.12494,0.507,1.0,1.0
0.968,2.398,7.17,4.61,1.0,0.1683,0.003683,0.6963,0.1874,0.3901,0.3918,0.1683,1.0,0.2155,0.219,0.1599,0.928,0.1534,0.003683,0.2155,1.0,0.0729,0.03693,0.3186,0.06024,0.6963,0.219,0.0729,1.0,0.10846,0.5493,0.697,0.1874,0.1599,0.03693,0.10846,1.0,0.1752,0.0757,0.3901,0.928,0.3186,0.5493,0.1752,1.0,0.3843,0.3918,0.1534,0.06024,0.697,0.0757,0.3843,1.0,1.0
0.991,6.867,6.42,4.375,1.0,0.1683,0.003683,0.6963,0.1874,0.256,0.3914,0.1683,1.0,0.2155,0.219,0.1599,0.9897,0.4558,0.003683,0.2155,1.0,0.0729,0.03693,0.2563,0.09564,0.6963,0.219,0.0729,1.0,0.10846,0.349,0.59,0.1874,0.1599,0.03693,0.10846,1.0,0.1685,0.1285,0.256,0.9897,0.2563,0.349,0.1685,1.0,0.5186,0.3914,0.4558,0.09564,0.59,0.1285,0.5186,1.0,1.0
0.9995,5.523,3.709,5.484,1.0,0.1683,0.003683,0.6963,0.1874,0.3018,0.4424,0.1683,1.0,0.2155,0.219,0.1599,0.9785,0.3923,0.003683,0.2155,1.0,0.0729,0.03693,0.2438,0.07697,0.6963,0.219,0.0729,1.0,0.10846,0.4143,0.6807,0.1874,0.1599,0.03693,0.10846,1.0,0.1719,0.1276,0.3018,0.9785,0.2438,0.4143,0.1719,1.0,0.508,0.4424,0.3923,0.07697,0.6807,0.1276,0.508,1.0,1.0
0.9966,5.84,9.42,4.684,1.0,0.1683,0.003683,0.6963,0.1874,0.2751,0.377,0.1683,1.0,0.2155,0.219,0.1599,0.9834,0.3638,0.003683,0.2155,1.0,0.0729,0.03693,0.283,0.0938,0.6963,0.219,0.0729,1.0,0.10846,0.379,0.609,0.1874,0.1599,0.03693,0.10846,1.0,0.1699,0.1056,0.2751,0.9834,0.283,0.379,0.1699,1.0,0.4487,0.377,0.3638,0.0938,0.609,0.1056,0.4487,1.0,1.0
0.9565,9.18,8.21,2.648,1.0,0.1683,0.003683,0.6963,0.1874,0.2087,0.3333,0.1683,1.0,0.2155,0.219,0.1599,0.997,0.549,0.003683,0.2155,1.0,0.0729,0.03693,0.2551,0.11346,0.6963,0.219,0.0729,1.0,0.10846,0.2803,0.4644,0.1874,0.1599,0.03693,0.10846,1.0,0.1643,0.1377,0.2087,0.997,0.2551,0.2803,0.1643,1.0,0.5693,0.3333,0.549,0.11346,0.4644,0.1377,0.5693,1.0,1.0
0.987,9.03,9.805,5.027,1.0,0.1683,0.003683,0.6963,0.1874,0.2451,0.3708,0.1683,1.0,0.2155,0.219,0.1599,0.9917,0.4634,0.003683,0.2155,1.0,0.0729,0.03693,0.2627,0.1014,0.6963,0.219,0.0729,1.0,0.10846,0.3335,0.5586,0.1874,0.1599,0.03693,0.10846,1.0,0.1676,0.1251,0.2451,0.9917,0.2627,0.3335,0.1676,1.0,0.515,0.3708,0.4634,0.1014,0.5586,0.1251,0.515,1.0,1.0
0.9424,1.975,9.15,4.94,1.0,0.1683,0.003683,0.6963,0.1874,0.4297,0.366,0.1683,1.0,0.2155,0.219,0.1599,0.89,0.0971,0.003683,0.2155,1.0,0.0729,0.03693,0.3591,0.05814,0.6963,0.219,0.0729,1.0,0.10846,0.6113,0.6772,0.1874,0.1599,0.03693,0.10846,1.0,0.1746,0.0637,0.4297,0.89,0.3591,0.6113,0.1746,1.0,0.3765,0.366,0.0971,0.05814,0.6772,0.0637,0.3765,1.0,1.0
0.9443,7.2,9.305,1.463,1.0,0.1683,0.003683,0.6963,0.1874,0.1957,0.2883,0.1683,1.0,0.2155,0.219,0.1599,0.9976,0.532,0.003683,0.2155,1.0,0.0729,0.03693,0.272,0.123,0.6963,0.219,0.0729,1.0,0.10846,0.263,0.4028,0.1874,0.1599,0.03693,0.10846,1.0,0.163,0.1226,0.1957,0.9976,0.272,0.263,0.163,1.0,0.544,0.2883,0.532,0.123,0.4028,0.1226,0.544,1.0,1.0
0.979,8.06,3.834,4.246,1.0,0.1683,0.003683,0.6963,0.1874,0.2427,0.404,0.1683,1.0,0.2155,0.219,0.1599,0.993,0.5273,0.003683,0.2155,1.0,0.0729,0.03693,0.2373,0.0981,0.6963,0.219,0.0729,1.0,0.10846,0.328,0.574,0.1874,0.1599,0.03693,0.10846,1.0,0.1674,0.1498,0.2427,0.993,0.2373,0.328,0.1674,1.0,0.576,0.404,0.5273,0.0981,0.574,0.1498,0.576,1.0,1.0
0.991,4.035,9.28,3.318,1.0,0.1683,0.003683,0.6963,0.1874,0.2754,0.348,0.1683,1.0,0.2155,0.219,0.1599,0.9805,0.3152,0.003683,0.2155,1.0,0.0729,0.03693,0.3098,0.1023,0.6963,0.219,0.0729,1.0,0.10846,0.3813,0.5884,0.1874,0.1599,0.03693,0.10846,1.0,0.1697,0.0904,0.2754,0.9805,0.3098,0.3813,0.1697,1.0,0.4019,0.348,0.3152,0.1023,0.5884,0.0904,0.4019,1.0,1.0
0.999,9.42,7.297,8.43,1.0,0.1683,0.003683,0.6963,0.1874,0.2893,0.429,0.1683,1.0,0.2155,0.219,0.1599,0.982,0.4062,0.003683,0.2155,1.0,0.0729,0.03693,0.2485,0.08185,0.6963,0.219,0.0729,1.0,0.10846,0.3967,0.6587,0.1874,0.1599,0.03693,0.10846,1.0,0.171,0.1271,0.2893,0.982,0.2485,0.3967,0.171,1.0,0.507,0.429,0.4062,0.08185,0.6587,0.1271,0.507,1.0,1.0
0.9443,1.887,1.463,5.402,1.0,0.1683,0.003683,0.6963,0.1874,0.4727,0.473,0.1683,1.0,0.2155,0.219,0.1599,0.875,0.1626,0.003683,0.2155,1.0,0.0729,0.03693,0.2274,0.03357,0.6963,0.219,0.0729,1.0,0.10846,0.6636,0.781,0.1874,0.1599,0.03693,0.10846,1.0,0.1763,0.0948,0.4727,0.875,0.2274,0.6636,0.1763,1.0,0.511,0.473,0.1626,0.03357,0.781,0.0948,0.511,1.0,1.0
0.9453,3.082,1.051,8.766,1.0,0.1683,0.003683,0.6963,0.1874,0.473,0.487,0.1683,1.0,0.2155,0.219,0.1599,0.8755,0.1779,0.003683,0.2155,1.0,0.0729,0.03693,0.213,0.03323,0.6963,0.219,0.0729,1.0,0.10846,0.6626,0.792,0.1874,0.1599,0.03693,0.10846,1.0,0.1764,0.1004,0.473,0.8755,0.213,0.6626,0.1764,1.0,0.528,0.487,0.1779,0.03323,0.792,0.1004,0.528,1.0,1.0
0.8867,1.724,9.39,7.93,1.0,0.1683,0.003683,0.6963,0.1874,0.54,0.3887,0.1683,1.0,0.2155,0.219,0.1599,0.772,0.0658,0.003683,0.2155,1.0,0.0729,0.03693,0.328,0.035,0.6963,0.219,0.0729,1.0,0.10846,0.772,0.706,0.1874,0.1599,0.03693,0.10846,1.0,0.17,0.06445,0.54,0.772,0.328,0.772,0.17,1.0,0.4893,0.3887,0.0658,0.035,0.706,0.06445,0.4893,1.0,1.0
0.971,1.819,6.457,1.404,1.0,0.1683,0.003683,0.6963,0.1874,0.2646,0.2913,0.1683,1.0,0.2155,0.219,0.1599,0.976,0.259,0.003683,0.2155,1.0,0.0729,0.03693,0.3577,0.1318,0.6963,0.219,0.0729,1.0,0.10846,0.3696,0.5273,0.1874,0.1599,0.03693,0.10846,1.0,0.1682,0.0701,0.2646,0.976,0.3577,0.3696,0.1682,1.0,0.3394,0.2913,0.259,0.1318,0.5273,0.0701,0.3394,1.0,1.0
0.9937,6.617,4.89,9.51,1.0,0.1683,0.003683,0.6963,0.1874,0.3516,0.4607,0.1683,1.0,0.2155,0.219,0.1599,0.9585,0.3022,0.003683,0.2155,1.0,0.0729,0.03693,0.243,0.0607,0.6963,0.219,0.0729,1.0,0.10846,0.487,0.7334,0.1874,0.1599,0.03693,0.10846,1.0,0.1747,0.1146,0.3516,0.9585,0.243,0.487,0.1747,1.0,0.4832,0.4607,0.3022,0.0607,0.7334,0.1146,0.4832,1.0,1.0
0.9863,9.375,3.766,6.02,1.0,0.1683,0.003683,0.6963,0.1874,0.2583,0.4243,0.1683,1.0,0.2155,0.219,0.1599,0.99,0.5034,0.003683,0.2155,1.0,0.0729,0.03693,0.234,0.09204,0.6963,0.219,0.0729,1.0,0.10846,0.3503,0.612,0.1874,0.1599,0.03693,0.10846,1.0,0.1687,0.1489,0.2583,0.99,0.234,0.3503,0.1687,1.0,0.5684,0.4243,0.5034,0.09204,0.612,0.1489,0.5684,1.0,1.0
0.9224,1.204,4.082,4.125,1.0,0.1683,0.003683,0.6963,0.1874,0.4956,0.4102,0.1683,1.0,0.2155,0.219,0.1599,0.8394,0.09375,0.003683,0.2155,1.0,0.0729,0.03693,0.2998,0.03668,0.6963,0.219,0.0729,1.0,0.10846,0.7036,0.727,0.1874,0.1599,0.03693,0.10846,1.0,0.1744,0.072,0.4956,0.8394,0.2998,0.7036,0.1744,1.0,0.464,0.4102,0.09375,0.03668,0.727,0.072,0.464,1.0,1.0
0.9966,8.56,6.54,6.73,1.0,0.1683,0.003683,0.6963,0.1874,0.276,0.4192,0.1683,1.0,0.2155,0.219,0.1599,0.986,0.4333,0.003683,0.2155,1.0,0.0729,0.03693,0.2487,0.0869,0.6963,0.219,0.0729,1.0,0.10846,0.377,0.6357,0.1874,0.1599,0.03693,0.10846,1.0,0.17,0.1305,0.276,0.986,0.2487,0.377,0.17,1.0,0.518,0.4192,0.4333,0.0869,0.6357,0.1305,0.518,1.0,1.0
0.9346,9.84,7.598,1.588,1.0,0.1683,0.003683,0.6963,0.1874,0.1908,0.3145,0.1683,1.0,0.2155,0.219,0.1599,0.9985,0.592,0.003683,0.2155,1.0,0.0729,0.03693,0.2498,0.1182,0.6963,0.219,0.0729,1.0,0.10846,0.254,0.4143,0.1874,0.1599,0.03693,0.10846,1.0,0.1625,0.1456,0.1908,0.9985,0.2498,0.254,0.1625,1.0,0.601,0.3145,0.592,0.1182,0.4143,0.1456,0.601,1.0,1.0
0.9985,7.875,9.4,6.465,1.0,0.1683,0.003683,0.6963,0.1874,0.279,0.4,0.1683,1.0,0.2155,0.219,0.1599,0.984,0.3901,0.003683,0.2155,1.0,0.0729,0.03693,0.2659,0.08844,0.6963,0.219,0.0729,1.0,0.10846,0.383,0.6284,0.1874,0.1599,0.03693,0.10846,1.0,0.1703,0.11633,0.279,0.984,0.2659,0.383,0.1703,1.0,0.4788,0.4,0.3901,0.08844,0.6284,0.11633,0.4788,1.0,1.0
0.9893,3.951,9.63,3.133,1.0,0.1683,0.003683,0.6963,0.1874,0.2715,0.3384,0.1683,1.0,0.2155,0.219,0.1599,0.981,0.3127,0.003683,0.2155,1.0,0.0729,0.03693,0.3154,0.10657,0.6963,0.219,0.0729,1.0,0.10846,0.376,0.5757,0.1874,0.1599,0.03693,0.10846,1.0,0.1693,0.08795,0.2715,0.981,0.3154,0.376,0.1693,1.0,0.3953,0.3384,0.3127,0.10657,0.5757,0.08795,0.3953,1.0,1.0
0.9766,4.074,5.793,1.786,1.0,0.1683,0.003683,0.6963,0.1874,0.2283,0.3308,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.4648,0.003683,0.2155,1.0,0.0729,0.03693,0.277,0.1123,0.6963,0.219,0.0729,1.0,0.10846,0.3103,0.5,0.1874,0.1599,0.03693,0.10846,1.0,0.166,0.11597,0.2283,0.9937,0.277,0.3103,0.166,1.0,0.5005,0.3308,0.4648,0.1123,0.5,0.11597,0.5005,1.0,1.0
0.995,4.766,6.273,6.258,1.0,0.1683,0.003683,0.6963,0.1874,0.3364,0.4302,0.1683,1.0,0.2155,0.219,0.1599,0.964,0.2861,0.003683,0.2155,1.0,0.0729,0.03693,0.2666,0.0676,0.6963,0.219,0.0729,1.0,0.10846,0.4666,0.7036,0.1874,0.1599,0.03693,0.10846,1.0,0.1738,0.1042,0.3364,0.964,0.2666,0.4666,0.1738,1.0,0.4473,0.4302,0.2861,0.0676,0.7036,0.1042,0.4473,1.0,1.0
0.9985,6.07,5.18,5.145,1.0,0.1683,0.003683,0.6963,0.1874,0.2834,0.4204,0.1683,1.0,0.2155,0.219,0.1599,0.9834,0.411,0.003683,0.2155,1.0,0.0729,0.03693,0.252,0.08453,0.6963,0.219,0.0729,1.0,0.10846,0.3882,0.6465,0.1874,0.1599,0.03693,0.10846,1.0,0.1707,0.1259,0.2834,0.9834,0.252,0.3882,0.1707,1.0,0.5044,0.4204,0.411,0.08453,0.6465,0.1259,0.5044,1.0,1.0
0.997,8.805,5.85,7.383,1.0,0.1683,0.003683,0.6963,0.1874,0.2827,0.43,0.1683,1.0,0.2155,0.219,0.1599,0.984,0.4287,0.003683,0.2155,1.0,0.0729,0.03693,0.2444,0.08386,0.6963,0.219,0.0729,1.0,0.10846,0.3867,0.651,0.1874,0.1599,0.03693,0.10846,1.0,0.1705,0.1323,0.2827,0.984,0.2444,0.3867,0.1705,1.0,0.5215,0.43,0.4287,0.08386,0.651,0.1323,0.5215,1.0,1.0
0.9346,9.805,9.125,1.513,1.0,0.1683,0.003683,0.6963,0.1874,0.1895,0.3015,0.1683,1.0,0.2155,0.219,0.1599,0.9985,0.577,0.003683,0.2155,1.0,0.0729,0.03693,0.2566,0.12024,0.6963,0.219,0.0729,1.0,0.10846,0.2527,0.4014,0.1874,0.1599,0.03693,0.10846,1.0,0.1624,0.1382,0.1895,0.9985,0.2566,0.2527,0.1624,1.0,0.586,0.3015,0.577,0.12024,0.4014,0.1382,0.586,1.0,1.0
0.968,5.637,9.7,2.094,1.0,0.1683,0.003683,0.6963,0.1874,0.2183,0.3005,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.4565,0.003683,0.2155,1.0,0.0729,0.03693,0.2896,0.1213,0.6963,0.219,0.0729,1.0,0.10846,0.2969,0.4575,0.1874,0.1599,0.03693,0.10846,1.0,0.165,0.10724,0.2183,0.9937,0.2896,0.2969,0.165,1.0,0.4844,0.3005,0.4565,0.1213,0.4575,0.10724,0.4844,1.0,1.0
0.9966,6.164,1.534,7.414,1.0,0.1683,0.003683,0.6963,0.1874,0.3276,0.4763,0.1683,1.0,0.2155,0.219,0.1599,0.9697,0.3813,0.003683,0.2155,1.0,0.0729,0.03693,0.2255,0.0676,0.6963,0.219,0.0729,1.0,0.10846,0.4504,0.7236,0.1874,0.1599,0.03693,0.10846,1.0,0.1735,0.1345,0.3276,0.9697,0.2255,0.4504,0.1735,1.0,0.53,0.4763,0.3813,0.0676,0.7236,0.1345,0.53,1.0,1.0
0.9985,7.05,3.232,7.58,1.0,0.1683,0.003683,0.6963,0.1874,0.312,0.459,0.1683,1.0,0.2155,0.219,0.1599,0.975,0.3914,0.003683,0.2155,1.0,0.0729,0.03693,0.2346,0.0728,0.6963,0.219,0.0729,1.0,0.10846,0.4287,0.7,0.1874,0.1599,0.03693,0.10846,1.0,0.1725,0.1318,0.312,0.975,0.2346,0.4287,0.1725,1.0,0.52,0.459,0.3914,0.0728,0.7,0.1318,0.52,1.0,1.0
0.8687,1.161,9.29,6.105,1.0,0.1683,0.003683,0.6963,0.1874,0.5503,0.3645,0.1683,1.0,0.2155,0.219,0.1599,0.737,0.05435,0.003683,0.2155,1.0,0.0729,0.03693,0.3706,0.0398,0.6963,0.219,0.0729,1.0,0.10846,0.7915,0.679,0.1874,0.1599,0.03693,0.10846,1.0,0.1665,0.05847,0.5503,0.737,0.3706,0.7915,0.1665,1.0,0.484,0.3645,0.05435,0.0398,0.679,0.05847,0.484,1.0,1.0
0.8765,1.796,3.963,8.875,1.0,0.1683,0.003683,0.6963,0.1874,0.5654,0.4434,0.1683,1.0,0.2155,0.219,0.1599,0.7544,0.0857,0.003683,0.2155,1.0,0.0729,0.03693,0.238,0.02356,0.6963,0.219,0.0729,1.0,0.10846,0.803,0.7617,0.1874,0.1599,0.03693,0.10846,1.0,0.1699,0.0779,0.5654,0.7544,0.238,0.803,0.1699,1.0,0.5615,0.4434,0.0857,0.02356,0.7617,0.0779,0.5615,1.0,1.0
0.9956,6.645,8.61,8.72,1.0,0.1683,0.003683,0.6963,0.1874,0.3362,0.431,0.1683,1.0,0.2155,0.219,0.1599,0.964,0.2878,0.003683,0.2155,1.0,0.0729,0.03693,0.2659,0.06757,0.6963,0.219,0.0729,1.0,0.10846,0.4663,0.704,0.1874,0.1599,0.03693,0.10846,1.0,0.1738,0.1047,0.3362,0.964,0.2659,0.4663,0.1738,1.0,0.4485,0.431,0.2878,0.06757,0.704,0.1047,0.4485,1.0,1.0
0.956,1.522,4.465,3.588,1.0,0.1683,0.003683,0.6963,0.1874,0.4272,0.4045,0.1683,1.0,0.2155,0.219,0.1599,0.904,0.1316,0.003683,0.2155,1.0,0.0729,0.03693,0.308,0.04944,0.6963,0.219,0.0729,1.0,0.10846,0.603,0.7153,0.1874,0.1599,0.03693,0.10846,1.0,0.1758,0.0755,0.4272,0.904,0.308,0.603,0.1758,1.0,0.4114,0.4045,0.1316,0.04944,0.7153,0.0755,0.4114,1.0,1.0
0.9775,5.96,5.473,2.734,1.0,0.1683,0.003683,0.6963,0.1874,0.2323,0.3645,0.1683,1.0,0.2155,0.219,0.1599,0.994,0.5034,0.003683,0.2155,1.0,0.0729,0.03693,0.256,0.1049,0.6963,0.219,0.0729,1.0,0.10846,0.3145,0.5312,0.1874,0.1599,0.03693,0.10846,1.0,0.1665,0.1333,0.2323,0.994,0.256,0.3145,0.1665,1.0,0.543,0.3645,0.5034,0.1049,0.5312,0.1333,0.543,1.0,1.0
0.9634,8.5,8.21,2.854,1.0,0.1683,0.003683,0.6963,0.1874,0.2152,0.3381,0.1683,1.0,0.2155,0.219,0.1599,0.9966,0.531,0.003683,0.2155,1.0,0.0729,0.03693,0.2583,0.1119,0.6963,0.219,0.0729,1.0,0.10846,0.2898,0.4805,0.1874,0.1599,0.03693,0.10846,1.0,0.1649,0.1339,0.2152,0.9966,0.2583,0.2898,0.1649,1.0,0.5557,0.3381,0.531,0.1119,0.4805,0.1339,0.5557,1.0,1.0
0.9995,6.94,5.74,6.758,1.0,0.1683,0.003683,0.6963,0.1874,0.2988,0.4329,0.1683,1.0,0.2155,0.219,0.1599,0.979,0.3843,0.003683,0.2155,1.0,0.0729,0.03693,0.2502,0.07855,0.6963,0.219,0.0729,1.0,0.10846,0.4106,0.672,0.1874,0.1599,0.03693,0.10846,1.0,0.1716,0.1234,0.2988,0.979,0.2502,0.4106,0.1716,1.0,0.4966,0.4329,0.3843,0.07855,0.672,0.1234,0.4966,1.0,1.0
0.9985,9.1,9.59,7.496,1.0,0.1683,0.003683,0.6963,0.1874,0.2798,0.4075,0.1683,1.0,0.2155,0.219,0.1599,0.984,0.4004,0.003683,0.2155,1.0,0.0729,0.03693,0.2603,0.0871,0.6963,0.219,0.0729,1.0,0.10846,0.3835,0.634,0.1874,0.1599,0.03693,0.10846,1.0,0.1703,0.12036,0.2798,0.984,0.2603,0.3835,0.1703,1.0,0.4897,0.4075,0.4004,0.0871,0.634,0.12036,0.4897,1.0,1.0
0.9688,4.258,5.668,9.3,1.0,0.1683,0.003683,0.6963,0.1874,0.42,0.451,0.1683,1.0,0.2155,0.219,0.1599,0.9165,0.1877,0.003683,0.2155,1.0,0.0729,0.03693,0.256,0.04465,0.6963,0.219,0.0729,1.0,0.10846,0.588,0.754,0.1874,0.1599,0.03693,0.10846,1.0,0.1765,0.0934,0.42,0.9165,0.256,0.588,0.1765,1.0,0.4614,0.451,0.1877,0.04465,0.754,0.0934,0.4614,1.0,1.0
0.985,9.65,6.43,5.49,1.0,0.1683,0.003683,0.6963,0.1874,0.2478,0.398,0.1683,1.0,0.2155,0.219,0.1599,0.992,0.4976,0.003683,0.2155,1.0,0.0729,0.03693,0.2454,0.0971,0.6963,0.219,0.0729,1.0,0.10846,0.3362,0.58,0.1874,0.1599,0.03693,0.10846,1.0,0.1678,0.1404,0.2478,0.992,0.2454,0.3362,0.1678,1.0,0.552,0.398,0.4976,0.0971,0.58,0.1404,0.552,1.0,1.0
0.978,8.68,6.19,4.188,1.0,0.1683,0.003683,0.6963,0.1874,0.2361,0.3816,0.1683,1.0,0.2155,0.219,0.1599,0.994,0.516,0.003683,0.2155,1.0,0.0729,0.03693,0.2474,0.10187,0.6963,0.219,0.0729,1.0,0.10846,0.3193,0.5493,0.1874,0.1599,0.03693,0.10846,1.0,0.1667,0.1409,0.2361,0.994,0.2474,0.3193,0.1667,1.0,0.559,0.3816,0.516,0.10187,0.5493,0.1409,0.559,1.0,1.0
0.9653,3.459,4.37,7.883,1.0,0.1683,0.003683,0.6963,0.1874,0.428,0.4543,0.1683,1.0,0.2155,0.219,0.1599,0.9106,0.183,0.003683,0.2155,1.0,0.0729,0.03693,0.2524,0.04272,0.6963,0.219,0.0729,1.0,0.10846,0.5996,0.759,0.1874,0.1599,0.03693,0.10846,1.0,0.1765,0.09344,0.428,0.9106,0.2524,0.5996,0.1765,1.0,0.468,0.4543,0.183,0.04272,0.759,0.09344,0.468,1.0,1.0
0.986,8.92,3.572,5.664,1.0,0.1683,0.003683,0.6963,0.1874,0.2573,0.4236,0.1683,1.0,0.2155,0.219,0.1599,0.9907,0.5054,0.003683,0.2155,1.0,0.0729,0.03693,0.234,0.0924,0.6963,0.219,0.0729,1.0,0.10846,0.3489,0.61,0.1874,0.1599,0.03693,0.10846,1.0,0.1686,0.1492,0.2573,0.9907,0.234,0.3489,0.1686,1.0,0.5693,0.4236,0.5054,0.0924,0.61,0.1492,0.5693,1.0,1.0
0.996,6.016,4.973,8.055,1.0,0.1683,0.003683,0.6963,0.1874,0.3408,0.4531,0.1683,1.0,0.2155,0.219,0.1599,0.963,0.313,0.003683,0.2155,1.0,0.0729,0.03693,0.2474,0.0643,0.6963,0.219,0.0729,1.0,0.10846,0.4714,0.7217,0.1874,0.1599,0.03693,0.10846,1.0,0.1741,0.1147,0.3408,0.963,0.2474,0.4714,0.1741,1.0,0.4792,0.4531,0.313,0.0643,0.7217,0.1147,0.4792,1.0,1.0
0.9854,3.672,3.377,2.021,1.0,0.1683,0.003683,0.6963,0.1874,0.2448,0.3796,0.1683,1.0,0.2155,0.219,0.1599,0.992,0.4795,0.003683,0.2155,1.0,0.0729,0.03693,0.2559,0.10004,0.6963,0.219,0.0729,1.0,0.10846,0.3325,0.5635,0.1874,0.1599,0.03693,0.10846,1.0,0.1676,0.1311,0.2448,0.992,0.2559,0.3325,0.1676,1.0,0.5303,0.3796,0.4795,0.10004,0.5635,0.1311,0.5303,1.0,1.0
0.9893,5.594,5.875,8.85,1.0,0.1683,0.003683,0.6963,0.1874,0.3657,0.4512,0.1683,1.0,0.2155,0.219,0.1599,0.9507,0.2622,0.003683,0.2155,1.0,0.0729,0.03693,0.2537,0.05743,0.6963,0.219,0.0729,1.0,0.10846,0.5083,0.7354,0.1874,0.1599,0.03693,0.10846,1.0,0.1752,0.1052,0.3657,0.9507,0.2537,0.5083,0.1752,1.0,0.4622,0.4512,0.2622,0.05743,0.7354,0.1052,0.4622,1.0,1.0
0.965,8.05,2.39,3.35,1.0,0.1683,0.003683,0.6963,0.1874,0.2279,0.3994,0.1683,1.0,0.2155,0.219,0.1599,0.9956,0.575,0.003683,0.2155,1.0,0.0729,0.03693,0.2297,0.1027,0.6963,0.219,0.0729,1.0,0.10846,0.3062,0.545,0.1874,0.1599,0.03693,0.10846,1.0,0.166,0.1622,0.2279,0.9956,0.2297,0.3062,0.166,1.0,0.611,0.3994,0.575,0.1027,0.545,0.1622,0.611,1.0,1.0
0.9956,4.742,7.81,3.637,1.0,0.1683,0.003683,0.6963,0.1874,0.2708,0.371,0.1683,1.0,0.2155,0.219,0.1599,0.9844,0.3691,0.003683,0.2155,1.0,0.0729,0.03693,0.2844,0.0962,0.6963,0.219,0.0729,1.0,0.10846,0.3726,0.5986,0.1874,0.1599,0.03693,0.10846,1.0,0.1696,0.1053,0.2708,0.9844,0.2844,0.3726,0.1696,1.0,0.449,0.371,0.3691,0.0962,0.5986,0.1053,0.449,1.0,1.0
0.9795,4.79,4.19,9.09,1.0,0.1683,0.003683,0.6963,0.1874,0.397,0.4646,0.1683,1.0,0.2155,0.219,0.1599,0.933,0.233,0.003683,0.2155,1.0,0.0729,0.03693,0.2434,0.04883,0.6963,0.219,0.0729,1.0,0.10846,0.553,0.7573,0.1874,0.1599,0.03693,0.10846,1.0,0.1761,0.10364,0.397,0.933,0.2434,0.553,0.1761,1.0,0.4756,0.4646,0.233,0.04883,0.7573,0.10364,0.4756,1.0,1.0
0.996,7.152,1.444,8.516,1.0,0.1683,0.003683,0.6963,0.1874,0.3262,0.4783,0.1683,1.0,0.2155,0.219,0.1599,0.97,0.388,0.003683,0.2155,1.0,0.0729,0.03693,0.2236,0.06805,0.6963,0.219,0.0729,1.0,0.10846,0.4485,0.7236,0.1874,0.1599,0.03693,0.10846,1.0,0.1733,0.1365,0.3262,0.97,0.2236,0.4485,0.1733,1.0,0.534,0.4783,0.388,0.06805,0.7236,0.1365,0.534,1.0,1.0
0.9956,4.926,6.176,6.49,1.0,0.1683,0.003683,0.6963,0.1874,0.3372,0.433,0.1683,1.0,0.2155,0.219,0.1599,0.9634,0.2893,0.003683,0.2155,1.0,0.0729,0.03693,0.2642,0.06714,0.6963,0.219,0.0729,1.0,0.10846,0.4673,0.706,0.1874,0.1599,0.03693,0.10846,1.0,0.1738,0.1054,0.3372,0.9634,0.2642,0.4673,0.1738,1.0,0.4512,0.433,0.2893,0.06714,0.706,0.1054,0.4512,1.0,1.0
0.9893,6.176,8.92,9.48,1.0,0.1683,0.003683,0.6963,0.1874,0.3594,0.4336,0.1683,1.0,0.2155,0.219,0.1599,0.9526,0.2476,0.003683,0.2155,1.0,0.0729,0.03693,0.269,0.06082,0.6963,0.219,0.0729,1.0,0.10846,0.5005,0.7197,0.1874,0.1599,0.03693,0.10846,1.0,0.1748,0.0986,0.3594,0.9526,0.269,0.5005,0.1748,1.0,0.439,0.4336,0.2476,0.06082,0.7197,0.0986,0.439,1.0,1.0
