like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,chain
0.9746,9.74,3.164,4.953,1.0,0.1683,0.003683,0.6963,0.1874,0.2405,0.4116,0.1683,1.0,0.2155,0.219,0.1599,0.994,0.547,0.003683,0.2155,1.0,0.0729,0.03693,0.231,0.0983,0.6963,0.219,0.0729,1.0,0.10846,0.3245,0.5747,0.1874,0.1599,0.03693,0.10846,1.0,0.1671,0.1573,0.2405,0.994,0.231,0.3245,0.1671,1.0,0.594,0.4116,0.547,0.0983,0.5747,0.1573,0.594,1.0,1.0
0.981,5.477,4.613,2.74,1.0,0.1683,0.003683,0.6963,0.1874,0.2382,0.3765,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.4995,0.003683,0.2155,1.0,0.0729,0.03693,0.253,0.102,0.6963,0.219,0.0729,1.0,0.10846,0.3228,0.55,0.1874,0.1599,0.03693,0.10846,1.0,0.167,0.1353,0.2382,0.9937,0.253,0.3228,0.167,1.0,0.5444,0.3765,0.4995,0.102,0.55,0.1353,0.5444,1.0,1.0
1.0,6.766,7.67,6.844,1.0,0.1683,0.003683,0.6963,0.1874,0.3025,0.4202,0.1683,1.0,0.2155,0.219,0.1599,0.977,0.353,0.003683,0.2155,1.0,0.0729,0.03693,0.2622,0.0788,0.6963,0.219,0.0729,1.0,0.10846,0.4167,0.6685,0.1874,0.1599,0.03693,0.10846,1.0,0.1719,0.114,0.3025,0.977,0.2622,0.4167,0.1719,1.0,0.4702,0.4202,0.353,0.0788,0.6685,0.114,0.4702,1.0,1.0
0.993,7.023,6.367,4.8,1.0,0.1683,0.003683,0.6963,0.1874,0.2622,0.3992,0.1683,1.0,0.2155,0.219,0.1599,0.989,0.4465,0.003683,0.2155,1.0,0.0729,0.03693,0.255,0.093,0.6963,0.219,0.0729,1.0,0.10846,0.358,0.6045,0.1874,0.1599,0.03693,0.10846,1.0,0.1691,0.1284,0.2622,0.989,0.255,0.358,0.1691,1.0,0.516,0.3992,0.4465,0.093,0.6045,0.1284,0.516,1.0,1.0
0.999,6.97,8.45,6.156,1.0,0.1683,0.003683,0.6963,0.1874,0.2866,0.4053,0.1683,1.0,0.2155,0.219,0.1599,0.9814,0.3748,0.003683,0.2155,1.0,0.0729,0.03693,0.2664,0.0855,0.6963,0.219,0.0729,1.0,0.10846,0.394,0.6416,0.1874,0.1599,0.03693,0.10846,1.0,0.1708,0.11456,0.2866,0.9814,0.2664,0.394,0.1708,1.0,0.4724,0.4053,0.3748,0.0855,0.6416,0.11456,0.4724,1.0,1.0
0.973,4.676,2.912,9.766,1.0,0.1683,0.003683,0.6963,0.1874,0.4146,0.4763,0.1683,1.0,0.2155,0.219,0.1599,0.9224,0.2256,0.003683,0.2155,1.0,0.0729,0.03693,0.2318,0.04437,0.6963,0.219,0.0729,1.0,0.10846,0.578,0.7715,0.1874,0.1599,0.03693,0.10846,1.0,0.1765,0.1053,0.4146,0.9224,0.2318,0.578,0.1765,1.0,0.493,0.4763,0.2256,0.04437,0.7715,0.1053,0.493,1.0,1.0
0.987,4.547,4.664,2.559,1.0,0.1683,0.003683,0.6963,0.1874,0.2461,0.3752,0.1683,1.0,0.2155,0.219,0.1599,0.9917,0.4668,0.003683,0.2155,1.0,0.0729,0.03693,0.2603,0.1004,0.6963,0.219,0.0729,1.0,0.10846,0.3347,0.563,0.1874,0.1599,0.03693,0.10846,1.0,0.1677,0.1271,0.2461,0.9917,0.2603,0.3347,0.1677,1.0,0.5195,0.3752,0.4668,0.1004,0.563,0.1271,0.5195,1.0,1.0
0.9116,2.19,2.023,8.27,1.0,0.1683,0.003683,0.6963,0.1874,0.524,0.4685,0.1683,1.0,0.2155,0.219,0.1599,0.8184,0.1231,0.003683,0.2155,1.0,0.0729,0.03693,0.2195,0.02646,0.6963,0.219,0.0729,1.0,0.10846,0.7393,0.782,0.1874,0.1599,0.03693,0.10846,1.0,0.1741,0.0882,0.524,0.8184,0.2195,0.7393,0.1741,1.0,0.5444,0.4685,0.1231,0.02646,0.782,0.0882,0.5444,1.0,1.0
0.9995,4.418,5.566,4.28,1.0,0.1683,0.003683,0.6963,0.1874,0.2969,0.4106,0.1683,1.0,0.2155,0.219,0.1599,0.9785,0.3528,0.003683,0.2155,1.0,0.0729,0.03693,0.2676,0.0817,0.6963,0.219,0.0729,1.0,0.10846,0.4092,0.6567,0.1874,0.1599,0.03693,0.10846,1.0,0.1715,0.11163,0.2969,0.9785,0.2676,0.4092,0.1715,1.0,0.4634,0.4106,0.3528,0.0817,0.6567,0.11163,0.4634,1.0,1.0
0.8823,1.399,9.22,6.598,1.0,0.1683,0.003683,0.6963,0.1874,0.5386,0.3743,0.1683,1.0,0.2155,0.219,0.1599,0.7646,0.06024,0.003683,0.2155,1.0,0.0729,0.03693,0.3528,0.03857,0.6963,0.219,0.0729,1.0,0.10846,0.7725,0.6904,0.1874,0.1599,0.03693,0.10846,1.0,0.1691,0.06107,0.5386,0.7646,0.3528,0.7725,0.1691,1.0,0.4775,0.3743,0.06024,0.03857,0.6904,0.06107,0.4775,1.0,1.0
0.9727,9.7,8.68,3.998,1.0,0.1683,0.003683,0.6963,0.1874,0.226,0.3577,0.1683,1.0,0.2155,0.219,0.1599,0.995,0.5176,0.003683,0.2155,1.0,0.0729,0.03693,0.2551,0.1071,0.6963,0.219,0.0729,1.0,0.10846,0.3052,0.515,0.1874,0.1599,0.03693,0.10846,1.0,0.1659,0.1353,0.226,0.995,0.2551,0.3052,0.1659,1.0,0.5513,0.3577,0.5176,0.1071,0.515,0.1353,0.5513,1.0,1.0
0.997,6.832,7.996,8.55,1.0,0.1683,0.003683,0.6963,0.1874,0.33,0.4336,0.1683,1.0,0.2155,0.219,0.1599,0.967,0.3054,0.003683,0.2155,1.0,0.0729,0.03693,0.2617,0.0691,0.6963,0.219,0.0729,1.0,0.10846,0.4568,0.701,0.1874,0.1599,0.03693,0.10846,1.0,0.1735,0.1084,0.33,0.967,0.2617,0.4568,0.1735,1.0,0.458,0.4336,0.3054,0.0691,0.701,0.1084,0.458,1.0,1.0
0.9536,3.572,4.918,9.305,1.0,0.1683,0.003683,0.6963,0.1874,0.4526,0.4534,0.1683,1.0,0.2155,0.219,0.1599,0.8906,0.1587,0.003683,0.2155,1.0,0.0729,0.03693,0.2515,0.03815,0.6963,0.219,0.0729,1.0,0.10846,0.6357,0.762,0.1874,0.1599,0.03693,0.10846,1.0,0.1765,0.08966,0.4526,0.8906,0.2515,0.6357,0.1765,1.0,0.4773,0.4534,0.1587,0.03815,0.762,0.08966,0.4773,1.0,1.0
0.962,6.008,6.137,1.935,1.0,0.1683,0.003683,0.6963,0.1874,0.2131,0.3318,0.1683,1.0,0.2155,0.219,0.1599,0.9966,0.529,0.003683,0.2155,1.0,0.0729,0.03693,0.2605,0.1132,0.6963,0.219,0.0729,1.0,0.10846,0.287,0.472,0.1874,0.1599,0.03693,0.10846,1.0,0.1647,0.1318,0.2131,0.9966,0.2605,0.287,0.1647,1.0,0.5522,0.3318,0.529,0.1132,0.472,0.1318,0.5522,1.0,1.0
0.9683,3.248,7.69,6.68,1.0,0.1683,0.003683,0.6963,0.1874,0.4048,0.4146,0.1683,1.0,0.2155,0.219,0.1599,0.9224,0.1624,0.003683,0.2155,1.0,0.0729,0.03693,0.2947,0.05237,0.6963,0.219,0.0729,1.0,0.10846,0.569,0.7207,0.1874,0.1599,0.03693,0.10846,1.0,0.1758,0.08167,0.4048,0.9224,0.2947,0.569,0.1758,1.0,0.4136,0.4146,0.1624,0.05237,0.7207,0.08167,0.4136,1.0,1.0
0.9697,8.64,1.984,4.11,1.0,0.1683,0.003683,0.6963,0.1874,0.2362,0.4136,0.1683,1.0,0.2155,0.219,0.1599,0.9946,0.566,0.003683,0.2155,1.0,0.0729,0.03693,0.2269,0.0996,0.6963,0.219,0.0729,1.0,0.10846,0.3179,0.5684,0.1874,0.1599,0.03693,0.10846,1.0,0.1667,0.1633,0.2362,0.9946,0.2269,0.3179,0.1667,1.0,0.6094,0.4136,0.566,0.0996,0.5684,0.1633,0.6094,1.0,1.0
0.9663,9.89,6.785,3.746,1.0,0.1683,0.003683,0.6963,0.1874,0.2218,0.3652,0.1683,1.0,0.2155,0.219,0.1599,0.996,0.546,0.003683,0.2155,1.0,0.0729,0.03693,0.2463,0.10693,0.6963,0.219,0.0729,1.0,0.10846,0.2986,0.512,0.1874,0.1599,0.03693,0.10846,1.0,0.1655,0.1448,0.2218,0.996,0.2463,0.2986,0.1655,1.0,0.5767,0.3652,0.546,0.10693,0.512,0.1448,0.5767,1.0,1.0
0.999,8.9,8.945,7.562,1.0,0.1683,0.003683,0.6963,0.1874,0.2832,0.4126,0.1683,1.0,0.2155,0.219,0.1599,0.9834,0.3982,0.003683,0.2155,1.0,0.0729,0.03693,0.258,0.08545,0.6963,0.219,0.0729,1.0,0.10846,0.3884,0.6416,0.1874,0.1599,0.03693,0.10846,1.0,0.1705,0.12115,0.2832,0.9834,0.258,0.3884,0.1705,1.0,0.4915,0.4126,0.3982,0.08545,0.6416,0.12115,0.4915,1.0,1.0
0.981,3.441,1.387,6.426,1.0,0.1683,0.003683,0.6963,0.1874,0.3955,0.4836,0.1683,1.0,0.2155,0.219,0.1599,0.935,0.2617,0.003683,0.2155,1.0,0.0729,0.03693,0.2261,0.04858,0.6963,0.219,0.0729,1.0,0.10846,0.55,0.7695,0.1874,0.1599,0.03693,0.10846,1.0,0.1761,0.1133,0.3955,0.935,0.2261,0.55,0.1761,1.0,0.5024,0.4836,0.2617,0.04858,0.7695,0.1133,0.5024,1.0,1.0
0.999,4.383,2.65,4.543,1.0,0.1683,0.003683,0.6963,0.1874,0.3071,0.4487,0.1683,1.0,0.2155,0.219,0.1599,0.9766,0.3882,0.003683,0.2155,1.0,0.0729,0.03693,0.2408,0.0749,0.6963,0.219,0.0729,1.0,0.10846,0.4216,0.69,0.1874,0.1599,0.03693,0.10846,1.0,0.1722,0.1284,0.3071,0.9766,0.2408,0.4216,0.1722,1.0,0.5103,0.4487,0.3882,0.0749,0.69,0.1284,0.5103,1.0,1.0
0.963,3.105,9.19,6.58,1.0,0.1683,0.003683,0.6963,0.1874,0.4075,0.3984,0.1683,1.0,0.2155,0.219,0.1599,0.9175,0.1426,0.003683,0.2155,1.0,0.0729,0.03693,0.3137,0.0548,0.6963,0.219,0.0729,1.0,0.10846,0.5747,0.7065,0.1874,0.1599,0.03693,0.10846,1.0,0.1755,0.0756,0.4075,0.9175,0.3137,0.5747,0.1755,1.0,0.3965,0.3984,0.1426,0.0548,0.7065,0.0756,0.3965,1.0,1.0
0.992,4.254,1.487,6.36,1.0,0.1683,0.003683,0.6963,0.1874,0.3591,0.4805,0.1683,1.0,0.2155,0.219,0.1599,0.9556,0.3188,0.003683,0.2155,1.0,0.0729,0.03693,0.2274,0.0581,0.6963,0.219,0.0729,1.0,0.10846,0.4966,0.7495,0.1874,0.1599,0.03693,0.10846,1.0,0.1749,0.1229,0.3591,0.9556,0.2274,0.4966,0.1749,1.0,0.5093,0.4805,0.3188,0.0581,0.7495,0.1229,0.5093,1.0,1.0
0.9673,2.477,2.084,5.566,1.0,0.1683,0.003683,0.6963,0.1874,0.4272,0.469,0.1683,1.0,0.2155,0.219,0.1599,0.9126,0.2015,0.003683,0.2155,1.0,0.0729,0.03693,0.2378,0.04202,0.6963,0.219,0.0729,1.0,0.10846,0.597,0.7695,0.1874,0.1599,0.03693,0.10846,1.0,0.1766,0.09973,0.4272,0.9126,0.2378,0.597,0.1766,1.0,0.4858,0.469,0.2015,0.04202,0.7695,0.09973,0.4858,1.0,1.0
0.9346,2.375,4.59,7.387,1.0,0.1683,0.003683,0.6963,0.1874,0.484,0.441,0.1683,1.0,0.2155,0.219,0.1599,0.8594,0.1239,0.003683,0.2155,1.0,0.0729,0.03693,0.2612,0.03415,0.6963,0.219,0.0729,1.0,0.10846,0.683,0.7554,0.1874,0.1599,0.03693,0.10846,1.0,0.1757,0.0822,0.484,0.8594,0.2612,0.683,0.1757,1.0,0.4841,0.441,0.1239,0.03415,0.7554,0.0822,0.4841,1.0,1.0
0.8564,1.177,3.12,6.723,1.0,0.1683,0.003683,0.6963,0.1874,0.5864,0.4387,0.1683,1.0,0.2155,0.219,0.1599,0.7163,0.0759,0.003683,0.2155,1.0,0.0729,0.03693,0.2369,0.02196,0.6963,0.219,0.0729,1.0,0.10846,0.8345,0.7573,0.1874,0.1599,0.03693,0.10846,1.0,0.1669,0.07574,0.5864,0.7163,0.2369,0.8345,0.1669,1.0,0.5806,0.4387,0.0759,0.02196,0.7573,0.07574,0.5806,1.0,1.0
0.996,5.5,1.167,5.7,1.0,0.1683,0.003683,0.6963,0.1874,0.308,0.4702,0.1683,1.0,0.2155,0.219,0.1599,0.977,0.4214,0.003683,0.2155,1.0,0.0729,0.03693,0.2249,0.074,0.6963,0.219,0.0729,1.0,0.10846,0.422,0.7017,0.1874,0.1599,0.03693,0.10846,1.0,0.1722,0.1416,0.308,0.977,0.2249,0.422,0.1722,1.0,0.5444,0.4702,0.4214,0.074,0.7017,0.1416,0.5444,1.0,1.0
0.9473,7.34,7.844,1.629,1.0,0.1683,0.003683,0.6963,0.1874,0.1989,0.3071,0.1683,1.0,0.2155,0.219,0.1599,0.9976,0.5483,0.003683,0.2155,1.0,0.0729,0.03693,0.2625,0.11884,0.6963,0.219,0.0729,1.0,0.10846,0.2666,0.4246,0.1874,0.1599,0.03693,0.10846,1.0,0.1632,0.1313,0.1989,0.9976,0.2625,0.2666,0.1632,1.0,0.5625,0.3071,0.5483,0.11884,0.4246,0.1313,0.5625,1.0,1.0
0.965,7.62,8.25,2.596,1.0,0.1683,0.003683,0.6963,0.1874,0.2156,0.3318,0.1683,1.0,0.2155,0.219,0.1599,0.996,0.5186,0.003683,0.2155,1.0,0.0729,0.03693,0.2632,0.113,0.6963,0.219,0.0729,1.0,0.10846,0.2908,0.4766,0.1874,0.1599,0.03693,0.10846,1.0,0.1649,0.1292,0.2156,0.996,0.2632,0.2908,0.1649,1.0,0.544,0.3318,0.5186,0.113,0.4766,0.1292,0.544,1.0,1.0
0.9688,9.13,5.535,3.69,1.0,0.1683,0.003683,0.6963,0.1874,0.2256,0.3752,0.1683,1.0,0.2155,0.219,0.1599,0.9956,0.5474,0.003683,0.2155,1.0,0.0729,0.03693,0.2429,0.10504,0.6963,0.219,0.0729,1.0,0.10846,0.3037,0.526,0.1874,0.1599,0.03693,0.10846,1.0,0.1659,0.1477,0.2256,0.9956,0.2429,0.3037,0.1659,1.0,0.5806,0.3752,0.5474,0.10504,0.526,0.1477,0.5806,1.0,1.0
0.927,1.848,3.48,6.188,1.0,0.1683,0.003683,0.6963,0.1874,0.498,0.4436,0.1683,1.0,0.2155,0.219,0.1599,0.845,0.1177,0.003683,0.2155,1.0,0.0729,0.03693,0.2556,0.0318,0.6963,0.219,0.0729,1.0,0.10846,0.703,0.759,0.1874,0.1599,0.03693,0.10846,1.0,0.1752,0.082,0.498,0.845,0.2556,0.703,0.1752,1.0,0.4978,0.4436,0.1177,0.0318,0.759,0.082,0.4978,1.0,1.0
0.972,3.793,8.47,7.402,1.0,0.1683,0.003683,0.6963,0.1874,0.3962,0.4165,0.1683,1.0,0.2155,0.219,0.1599,0.9287,0.1738,0.003683,0.2155,1.0,0.0729,0.03693,0.2917,0.05402,0.6963,0.219,0.0729,1.0,0.10846,0.556,0.72,0.1874,0.1599,0.03693,0.10846,1.0,0.1758,0.0837,0.3962,0.9287,0.2917,0.556,0.1758,1.0,0.4138,0.4165,0.1738,0.05402,0.72,0.0837,0.4138,1.0,1.0
0.955,8.375,4.805,2.55,1.0,0.1683,0.003683,0.6963,0.1874,0.2117,0.3591,0.1683,1.0,0.2155,0.219,0.1599,0.9976,0.5767,0.003683,0.2155,1.0,0.0729,0.03693,0.2416,0.10974,0.6963,0.219,0.0729,1.0,0.10846,0.2837,0.4885,0.1874,0.1599,0.03693,0.10846,1.0,0.1646,0.152,0.2117,0.9976,0.2416,0.2837,0.1646,1.0,0.599,0.3591,0.5767,0.10974,0.4885,0.152,0.599,1.0,1.0
0.972,4.043,6.586,1.637,1.0,0.1683,0.003683,0.6963,0.1874,0.2231,0.3127,0.1683,1.0,0.2155,0.219,0.1599,0.9937,0.456,0.003683,0.2155,1.0,0.0729,0.03693,0.2856,0.1176,0.6963,0.219,0.0729,1.0,0.10846,0.3035,0.4766,0.1874,0.1599,0.03693,0.10846,1.0,0.1655,0.10986,0.2231,0.9937,0.2856,0.3035,0.1655,1.0,0.4878,0.3127,0.456,0.1176,0.4766,0.10986,0.4878,1.0,1.0
0.984,2.584,5.117,4.168,1.0,0.1683,0.003683,0.6963,0.1874,0.3652,0.4155,0.1683,1.0,0.2155,0.219,0.1599,0.9473,0.2135,0.003683,0.2155,1.0,0.0729,0.03693,0.288,0.06186,0.6963,0.219,0.0729,1.0,0.10846,0.5103,0.7085,0.1874,0.1599,0.03693,0.10846,1.0,0.1749,0.0891,0.3652,0.9473,0.288,0.5103,0.1749,1.0,0.4126,0.4155,0.2135,0.06186,0.7085,0.0891,0.4126,1.0,1.0
0.9575,9.984,6.523,3.111,1.0,0.1683,0.003683,0.6963,0.1874,0.2125,0.3547,0.1683,1.0,0.2155,0.219,0.1599,0.997,0.567,0.003683,0.2155,1.0,0.0729,0.03693,0.245,0.11,0.6963,0.219,0.0729,1.0,0.10846,0.2852,0.487,0.1874,0.1599,0.03693,0.10846,1.0,0.1647,0.148,0.2125,0.997,0.245,0.2852,0.1647,1.0,0.59,0.3547,0.567,0.11,0.487,0.148,0.59,1.0,1.0
0.999,1.964,1.13,1.983,1.0,0.1683,0.003683,0.6963,0.1874,0.304,0.4485,0.1683,1.0,0.2155,0.219,0.1599,0.978,0.3962,0.003683,0.2155,1.0,0.0729,0.03693,0.2397,0.07587,0.6963,0.219,0.0729,1.0,0.10846,0.4172,0.6865,0.1874,0.1599,0.03693,0.10846,1.0,0.172,0.1301,0.304,0.978,0.2397,0.4172,0.172,1.0,0.5146,0.4485,0.3962,0.07587,0.6865,0.1301,0.5146,1.0,1.0
0.972,4.1,7.24,1.678,1.0,0.1683,0.003683,0.6963,0.1874,0.2233,0.3062,0.1683,1.0,0.2155,0.219,0.1599,0.993,0.4443,0.003683,0.2155,1.0,0.0729,0.03693,0.2913,0.1198,0.6963,0.219,0.0729,1.0,0.10846,0.3042,0.4717,0.1874,0.1599,0.03693,0.10846,1.0,0.1655,0.10583,0.2233,0.993,0.2913,0.3042,0.1655,1.0,0.4766,0.3062,0.4443,0.1198,0.4717,0.10583,0.4766,1.0,1.0
0.9917,4.953,4.86,7.45,1.0,0.1683,0.003683,0.6963,0.1874,0.358,0.452,0.1683,1.0,0.2155,0.219,0.1599,0.9546,0.277,0.003683,0.2155,1.0,0.0729,0.03693,0.2517,0.0595,0.6963,0.219,0.0729,1.0,0.10846,0.4968,0.7314,0.1874,0.1599,0.03693,0.10846,1.0,0.1749,0.108,0.358,0.9546,0.2517,0.4968,0.1749,1.0,0.4666,0.452,0.277,0.0595,0.7314,0.108,0.4666,1.0,1.0
0.989,8.555,7.57,5.176,1.0,0.1683,0.003683,0.6963,0.1874,0.252,0.39,0.1683,1.0,0.2155,0.219,0.1599,0.9907,0.4685,0.003683,0.2155,1.0,0.0729,0.03693,0.2544,0.0969,0.6963,0.219,0.0729,1.0,0.10846,0.343,0.582,0.1874,0.1599,0.03693,0.10846,1.0,0.1682,0.1311,0.252,0.9907,0.2544,0.343,0.1682,1.0,0.527,0.39,0.4685,0.0969,0.582,0.1311,0.527,1.0,1.0
0.994,5.86,8.28,4.066,1.0,0.1683,0.003683,0.6963,0.1874,0.2622,0.3733,0.1683,1.0,0.2155,0.219,0.1599,0.9873,0.403,0.003683,0.2155,1.0,0.0729,0.03693,0.2756,0.0975,0.6963,0.219,0.0729,1.0,0.10846,0.3594,0.588,0.1874,0.1599,0.03693,0.10846,1.0,0.169,0.1125,0.2622,0.9873,0.2756,0.3594,0.169,1.0,0.473,0.3733,0.403,0.0975,0.588,0.1125,0.473,1.0,1.0
0.9253,2.92,9.79,9.695,1.0,0.1683,0.003683,0.6963,0.1874,0.49,0.4097,0.1683,1.0,0.2155,0.219,0.1599,0.8457,0.0961,0.003683,0.2155,1.0,0.0729,0.03693,0.3008,0.0376,0.6963,0.219,0.0729,1.0,0.10846,0.6953,0.7266,0.1874,0.1599,0.03693,0.10846,1.0,0.1747,0.0722,0.49,0.8457,0.3008,0.6953,0.1747,1.0,0.459,0.4097,0.0961,0.0376,0.7266,0.0722,0.459,1.0,1.0
0.992,7.926,3.785,5.79,1.0,0.1683,0.003683,0.6963,0.1874,0.2695,0.43,0.1683,1.0,0.2155,0.219,0.1599,0.988,0.4727,0.003683,0.2155,1.0,0.0729,0.03693,0.237,0.0881,0.6963,0.219,0.0729,1.0,0.10846,0.367,0.6323,0.1874,0.1599,0.03693,0.10846,1.0,0.1696,0.1427,0.2695,0.988,0.237,0.367,0.1696,1.0,0.55,0.43,0.4727,0.0881,0.6323,0.1427,0.55,1.0,1.0
0.9233,8.46,2.271,1.204,1.0,0.1683,0.003683,0.6963,0.1874,0.189,0.3506,0.1683,1.0,0.2155,0.219,0.1599,0.9995,0.6494,0.003683,0.2155,1.0,0.0729,0.03693,0.2279,0.11554,0.6963,0.219,0.0729,1.0,0.10846,0.2498,0.4377,0.1874,0.1599,0.03693,0.10846,1.0,0.1622,0.1738,0.189,0.9995,0.2279,0.2498,0.1622,1.0,0.658,0.3506,0.6494,0.11554,0.4377,0.1738,0.658,1.0,1.0
0.9834,7.707,1.617,4.97,1.0,0.1683,0.003683,0.6963,0.1874,0.259,0.4373,0.1683,1.0,0.2155,0.219,0.1599,0.9907,0.5215,0.003683,0.2155,1.0,0.0729,0.03693,0.226,0.0914,0.6963,0.219,0.0729,1.0,0.10846,0.3508,0.6196,0.1874,0.1599,0.03693,0.10846,1.0,0.1687,0.1573,0.259,0.9907,0.226,0.3508,0.1687,1.0,0.587,0.4373,0.5215,0.0914,0.6196,0.1573,0.587,1.0,1.0
0.9927,3.682,7.89,2.982,1.0,0.1683,0.003683,0.6963,0.1874,0.2747,0.3533,0.1683,1.0,0.2155,0.219,0.1599,0.9814,0.3271,0.003683,0.2155,1.0,0.0729,0.03693,0.3037,0.1006,0.6963,0.219,0.0729,1.0,0.10846,0.3796,0.5913,0.1874,0.1599,0.03693,0.10846,1.0,0.1697,0.0936,0.2747,0.9814,0.3037,0.3796,0.1697,1.0,0.4124,0.3533,0.3271,0.1006,0.5913,0.0936,0.4124,1.0,1.0
0.8516,1.286,7.254,7.81,1.0,0.1683,0.003683,0.6963,0.1874,0.584,0.4006,0.1683,1.0,0.2155,0.219,0.1599,0.702,0.06036,0.003683,0.2155,1.0,0.0729,0.03693,0.2988,0.02773,0.6963,0.219,0.0729,1.0,0.10846,0.8364,0.719,0.1874,0.1599,0.03693,0.10846,1.0,0.165,0.0661,0.584,0.702,0.2988,0.8364,0.165,1.0,0.548,0.4006,0.06036,0.02773,0.719,0.0661,0.548,1.0,1.0
0.976,3.738,8.52,1.864,1.0,0.1683,0.003683,0.6963,0.1874,0.2339,0.298,0.1683,1.0,0.2155,0.219,0.1599,0.9893,0.386,0.003683,0.2155,1.0,0.0729,0.03693,0.3115,0.1243,0.6963,0.219,0.0729,1.0,0.10846,0.3213,0.485,0.1874,0.1599,0.03693,0.10846,1.0,0.1664,0.09235,0.2339,0.9893,0.3115,0.3213,0.1664,1.0,0.429,0.298,0.386,0.1243,0.485,0.09235,0.429,1.0,1.0
0.9946,2.148,1.955,1.534,1.0,0.1683,0.003683,0.6963,0.1874,0.266,0.4028,0.1683,1.0,0.2155,0.219,0.1599,0.988,0.4387,0.003683,0.2155,1.0,0.0729,0.03693,0.255,0.0915,0.6963,0.219,0.0729,1.0,0.10846,0.3635,0.6123,0.1874,0.1599,0.03693,0.10846,1.0,0.1693,0.1274,0.266,0.988,0.255,0.3635,0.1693,1.0,0.512,0.4028,0.4387,0.0915,0.6123,0.1274,0.512,1.0,1.0
0.8687,1.928,1.839,9.88,1.0,0.1683,0.003683,0.6963,0.1874,0.5757,0.4668,0.1683,1.0,0.2155,0.219,0.1599,0.7427,0.096,0.003683,0.2155,1.0,0.0729,0.03693,0.2025,0.02081,0.6963,0.219,0.0729,1.0,0.10846,0.8154,0.783,0.1874,0.1599,0.03693,0.10846,1.0,0.1692,0.0842,0.5757,0.7427,0.2025,0.8154,0.1692,1.0,0.5933,0.4668,0.096,0.02081,0.783,0.0842,0.5933,1.0,1.0
0.856,1.434,2.283,8.09,1.0,0.1683,0.003683,0.6963,0.1874,0.5884,0.4553,0.1683,1.0,0.2155,0.219,0.1599,0.7183,0.0842,0.003683,0.2155,1.0,0.0729,0.03693,0.2122,0.0203,0.6963,0.219,0.0729,1.0,0.10846,0.835,0.7734,0.1874,0.1599,0.03693,0.10846,1.0,0.1671,0.08026,0.5884,0.7183,0.2122,0.835,0.1671,1.0,0.597,0.4553,0.0842,0.0203,0.7734,0.08026,0.597,1.0,1.0
0.984,6.99,7.047,3.672,1.0,0.1683,0.003683,0.6963,0.1874,0.2411,0.3704,0.1683,1.0,0.2155,0.219,0.1599,0.9927,0.478,0.003683,0.2155,1.0,0.0729,0.03693,0.2598,0.10223,0.6963,0.219,0.0729,1.0,0.10846,0.3276,0.5513,0.1874,0.1599,0.03693,0.10846,1.0,0.1672,0.1285,0.2411,0.9927,0.2598,0.3276,0.1672,1.0,0.526,0.3704,0.478,0.10223,0.5513,0.1285,0.526,1.0,1.0
0.9766,4.223,4.65,8.336,1.0,0.1683,0.003683,0.6963,0.1874,0.4028,0.4568,0.1683,1.0,0.2155,0.219,0.1599,0.9287,0.215,0.003683,0.2155,1.0,0.0729,0.03693,0.2507,0.0479,0.6963,0.219,0.0729,1.0,0.10846,0.5625,0.754,0.1874,0.1599,0.03693,0.10846,1.0,0.1763,0.0989,0.4028,0.9287,0.2507,0.5625,0.1763,1.0,0.4653,0.4568,0.215,0.0479,0.754,0.0989,0.4653,1.0,1.0
0.9663,4.47,7.863,9.836,1.0,0.1683,0.003683,0.6963,0.1874,0.4197,0.437,0.1683,1.0,0.2155,0.219,0.1599,0.915,0.1718,0.003683,0.2155,1.0,0.0729,0.03693,0.271,0.0461,0.6963,0.219,0.0729,1.0,0.10846,0.589,0.7427,0.1874,0.1599,0.03693,0.10846,1.0,0.1763,0.0878,0.4197,0.915,0.271,0.589,0.1763,1.0,0.444,0.437,0.1718,0.0461,0.7427,0.0878,0.444,1.0,1.0
0.896,2.162,8.67,9.26,1.0,0.1683,0.003683,0.6963,0.1874,0.5337,0.4077,0.1683,1.0,0.2155,0.219,0.1599,0.79,0.0769,0.003683,0.2155,1.0,0.0729,0.03693,0.2983,0.032,0.6963,0.219,0.0729,1.0,0.10846,0.7603,0.726,0.1874,0.1599,0.03693,0.10846,1.0,0.1718,0.0695,0.5337,0.79,0.2983,0.7603,0.1718,1.0,0.4978,0.4077,0.0769,0.032,0.726,0.0695,0.4978,1.0,1.0
