like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,chain
0.991,9.766,8.68,7.31,1.0
0.999,7.54,8.586,7.586,1.0
0.9805,5.312,8.49,7.867,1.0
0.9404,3.082,8.4,8.15,1.0
0.9087,1.166,8.305,8.42,1.0
0.9434,3.395,8.22,8.7,1.0
0.9795,5.62,8.125,8.984,1.0
0.9976,7.85,8.03,9.266,1.0
0.997,9.86,7.938,9.54,1.0
0.9937,7.633,7.844,9.82,1.0
0.9697,5.402,7.75,9.88,1.0
0.932,3.176,7.656,9.6,1.0
0.899,1.073,7.562,9.32,1.0
0.939,3.3,7.473,9.04,1.0
0.981,5.53,7.38,8.766,1.0
0.999,7.758,7.285,8.484,1.0
0.9897,9.95,7.19,8.2,1.0
0.9995,7.727,7.098,7.926,1.0
0.989,5.496,7.004,7.65,1.0
0.952,3.268,6.914,7.367,1.0
0.9087,1.04,6.82,7.09,1.0
0.9556,3.209,6.727,6.81,1.0
0.995,5.438,6.633,6.53,1.0
0.9946,7.664,6.54,6.25,1.0
0.963,9.89,6.445,5.973,1.0
0.988,7.816,6.355,5.69,1.0
0.999,5.59,6.26,5.414,1.0
0.9736,3.361,6.168,5.133,1.0
0.9185,1.133,6.074,4.855,1.0
0.9717,3.115,5.98,4.574,1.0
0.9946,5.344,5.89,4.297,1.0
0.9595,7.574,5.797,4.02,1.0
0.8994,9.805,5.703,3.738,1.0
0.9336,7.91,5.61,3.459,1.0
0.9727,5.684,5.516,3.18,1.0
0.978,3.453,5.42,2.9,1.0
0.9087,1.226,5.332,2.621,1.0
0.9644,3.023,5.24,2.342,1.0
0.9404,5.25,5.145,2.062,1.0
0.8604,7.48,5.05,1.784,1.0
0.7793,9.71,4.957,1.505,1.0
0.804,8.0,4.863,1.226,1.0
0.861,5.773,4.773,1.073,1.0
0.937,3.547,4.68,1.353,1.0
0.897,1.318,4.586,1.632,1.0
0.9663,2.93,4.492,1.911,1.0
0.9424,5.16,4.4,2.19,1.0
0.883,7.387,4.31,2.469,1.0
0.828,9.62,4.215,2.748,1.0
0.883,8.09,4.12,3.027,1.0
0.959,5.867,4.027,3.307,1.0
0.9995,3.639,3.936,3.586,1.0
0.9385,1.411,3.842,3.865,1.0
0.986,2.838,3.748,4.145,1.0
0.9917,5.066,3.656,4.42,1.0
0.9497,7.293,3.562,4.703,1.0
0.9,9.52,3.469,4.98,1.0
0.937,8.19,3.377,5.26,1.0
0.982,5.96,3.283,5.54,1.0
0.9775,3.732,3.19,5.82,1.0
0.898,1.504,3.098,6.098,1.0
0.9395,2.744,3.004,6.38,1.0
0.9775,4.973,2.91,6.656,1.0
0.966,7.203,2.818,6.938,1.0
0.9336,9.43,2.725,7.215,1.0
0.952,8.28,2.63,7.496,1.0
0.967,6.055,2.54,7.773,1.0
0.9336,3.826,2.445,8.055,1.0
0.8506,1.597,2.354,8.33,1.0
0.884,2.652,2.26,8.61,1.0
0.9395,4.88,2.166,8.89,1.0
0.953,7.11,2.074,9.17,1.0
0.9404,9.336,1.98,9.445,1.0
0.946,8.375,1.888,9.73,1.0
0.9385,6.145,1.794,9.98,1.0
0.8984,3.918,1.701,9.695,1.0
0.822,1.689,1.608,9.414,1.0
0.857,2.559,1.515,9.13,1.0
0.9253,4.785,1.422,8.86,1.0
0.9404,7.016,1.329,8.58,1.0
0.917,9.24,1.236,8.3,1.0
0.922,8.47,1.143,8.016,1.0
0.937,6.24,1.05,7.74,1.0
0.9224,4.01,1.083,7.46,1.0
0.845,1.782,1.177,7.18,1.0
0.886,2.467,1.27,6.902,1.0
0.9487,4.695,1.362,6.625,1.0
0.9346,6.92,1.455,6.344,1.0
0.8867,9.15,1.549,6.066,1.0
0.8955,8.56,1.642,5.785,1.0
0.9424,6.332,1.734,5.508,1.0
0.9697,4.105,1.828,5.227,1.0
0.92,1.875,1.921,4.95,1.0
0.952,2.373,2.014,4.668,1.0
0.973,4.6,2.107,4.39,1.0
0.9106,6.83,2.2,4.11,1.0
0.8345,9.055,2.293,3.832,1.0
0.8364,8.66,2.387,3.553,1.0
0.901,6.426,2.479,3.273,1.0
0.9736,4.195,2.572,2.994,1.0
0.9883,1.968,2.666,2.715,1.0
0.9976,2.28,2.758,2.436,1.0
0.935,4.508,2.852,2.156,1.0
0.824,6.74,2.945,1.877,1.0
0.7354,8.97,3.037,1.599,1.0
0.725,8.75,3.13,1.319,1.0
0.777,6.52,3.223,1.04,1.0
0.8965,4.29,3.316,1.26,1.0
0.967,2.06,3.41,1.538,1.0
0.9756,2.188,3.502,1.817,1.0
0.9517,4.414,3.596,2.098,1.0
0.886,6.645,3.69,2.377,1.0
0.831,8.875,3.781,2.654,1.0
0.8496,8.836,3.875,2.934,1.0
0.933,6.61,3.969,3.213,1.0
0.995,4.383,4.062,3.492,1.0
0.967,2.154,4.152,3.771,1.0
0.961,2.094,4.246,4.05,1.0
1.0,8.336,8.36,8.35,1.0
0.995,8.24,6.13,8.07,1.0
0.9756,8.15,3.895,7.793,1.0
0.935,8.055,1.661,7.516,1.0
0.954,7.965,2.611,7.234,1.0
0.9854,7.87,4.844,6.957,1.0
0.997,7.777,7.08,6.676,1.0
0.9937,7.684,9.31,6.4,1.0
0.9946,7.594,8.45,6.117,1.0
0.9917,7.5,6.223,5.84,1.0
0.9697,7.406,3.988,5.56,1.0
0.9165,7.312,1.755,5.28,1.0
0.934,7.223,2.52,5.0,1.0
0.972,7.13,4.754,4.723,1.0
0.982,7.035,6.984,4.44,1.0
0.971,6.94,9.22,4.164,1.0
0.97,6.85,8.55,3.885,1.0
0.968,6.758,6.312,3.605,1.0
0.9375,6.664,4.082,3.326,1.0
0.859,6.57,1.848,3.047,1.0
0.871,6.477,2.426,2.768,1.0
0.923,6.387,4.66,2.488,1.0
0.9326,6.293,6.89,2.209,1.0
0.9165,6.2,9.125,1.931,1.0
0.9087,6.105,8.64,1.651,1.0
0.8965,6.016,6.406,1.372,1.0
0.841,5.92,4.176,1.093,1.0
0.751,5.83,1.94,1.206,1.0
0.805,5.734,2.332,1.485,1.0
0.9067,5.645,4.566,1.765,1.0
0.936,5.55,6.8,2.043,1.0
0.9287,5.457,9.03,2.322,1.0
0.9395,5.363,8.734,2.602,1.0
0.968,5.27,6.5,2.88,1.0
0.9756,5.18,4.266,3.16,1.0
0.941,5.086,2.033,3.44,1.0
0.958,4.992,2.24,3.719,1.0
0.9956,4.9,4.473,3.998,1.0
0.989,4.81,6.707,4.277,1.0
0.9653,4.715,8.94,4.555,1.0
0.9673,4.62,8.83,4.836,1.0
0.9897,4.527,6.594,5.113,1.0
0.996,4.438,4.36,5.395,1.0
0.972,4.344,2.127,5.67,1.0
0.9688,4.25,2.146,5.953,1.0
0.9844,4.156,4.38,6.23,1.0
0.9766,4.062,6.613,6.51,1.0
0.9604,3.97,8.84,6.79,1.0
0.9575,3.879,8.92,7.07,1.0
0.964,3.785,6.688,7.348,1.0
0.956,3.693,4.453,7.63,1.0
0.927,3.6,2.22,7.906,1.0
0.9165,3.508,2.053,8.19,1.0
0.9355,3.414,4.285,8.46,1.0
0.9404,3.322,6.52,8.74,1.0
0.9375,3.229,8.75,9.02,1.0
0.9346,3.135,9.016,9.305,1.0
0.927,3.043,6.78,9.58,1.0
0.9067,2.95,4.547,9.86,1.0
0.8735,2.857,2.312,9.84,1.0
0.8677,2.764,1.961,9.56,1.0
0.903,2.672,4.195,9.28,1.0
0.921,2.578,6.426,9.0,1.0
0.9263,2.486,8.664,8.73,1.0
0.926,2.393,9.11,8.445,1.0
0.9243,2.3,6.87,8.164,1.0
0.9126,2.207,4.64,7.887,1.0
0.883,2.115,2.406,7.605,1.0
0.8726,2.021,1.867,7.33,1.0
0.9106,1.929,4.1,7.047,1.0
0.924,1.836,6.336,6.77,1.0
0.9204,1.743,8.57,6.492,1.0
0.9155,1.65,9.195,6.21,1.0
0.9224,1.558,6.965,5.934,1.0
0.9204,1.465,4.73,5.652,1.0
0.8955,1.371,2.498,5.375,1.0
0.8794,1.278,1.774,5.094,1.0
0.918,1.186,4.008,4.816,1.0
0.9165,1.093,6.242,4.535,1.0
0.8945,1.02,8.48,4.258,1.0
0.882,1.112,9.29,3.979,1.0
0.9033,1.206,7.06,3.7,1.0
0.929,1.299,4.824,3.42,1.0
0.9526,1.392,2.592,3.14,1.0
0.9624,1.484,1.682,2.861,1.0
0.952,1.577,3.914,2.582,1.0
0.8975,1.67,6.15,2.303,1.0
0.8438,1.763,8.38,2.023,1.0
0.818,1.855,9.38,1.744,1.0
0.8477,1.948,7.152,1.466,1.0
0.8984,2.041,4.918,1.187,1.0
0.9634,2.135,2.686,1.113,1.0
0.971,2.227,1.588,1.393,1.0
0.9653,2.32,3.822,1.671,1.0
0.916,2.412,6.055,1.95,1.0
0.8784,2.506,8.29,2.23,1.0
0.869,2.598,9.48,2.51,1.0
0.9224,2.691,7.246,2.787,1.0
0.9746,2.783,5.01,3.066,1.0
0.9976,2.877,2.777,3.346,1.0
0.976,2.97,1.495,3.625,1.0
0.9937,3.062,3.729,3.904,1.0
0.973,3.156,5.96,4.184,1.0
0.9463,3.248,8.195,4.465,1.0
0.933,3.342,9.57,4.742,1.0
0.964,3.434,7.34,5.02,1.0
0.983,3.527,5.105,5.3,1.0
0.9766,3.62,2.871,5.58,1.0
0.9487,3.713,1.402,5.86,1.0
0.9766,3.805,3.635,6.137,1.0
0.977,3.898,5.867,6.418,1.0
0.966,3.99,8.1,6.695,1.0
0.956,4.082,9.664,6.977,1.0
0.97,4.176,7.43,7.254,1.0
0.972,4.27,5.2,7.535,1.0
0.956,4.363,2.965,7.812,1.0
0.9272,4.457,1.31,8.09,1.0
0.957,4.547,3.543,8.375,1.0
0.9673,4.64,5.777,8.65,1.0
0.9663,4.734,8.01,8.93,1.0
0.962,4.83,9.76,9.21,1.0
0.966,4.918,7.523,9.484,1.0
0.9595,5.01,5.29,9.766,1.0
0.9414,5.105,3.057,9.93,1.0
0.919,5.2,1.216,9.66,1.0
0.9556,5.29,3.45,9.375,1.0
0.974,5.383,5.684,9.09,1.0
0.979,5.477,7.918,8.82,1.0
0.975,5.57,9.85,8.54,1.0
0.986,5.664,7.617,8.26,1.0
0.989,5.754,5.383,7.98,1.0
0.9756,5.848,3.15,7.7,1.0
0.94,5.94,1.123,7.42,1.0
0.9814,6.035,3.355,7.14,1.0
0.998,6.125,5.59,6.863,1.0
0.996,6.22,7.824,6.582,1.0
0.9834,6.312,9.945,6.305,1.0
0.9966,6.406,7.71,6.023,1.0
0.9966,6.496,5.477,5.746,1.0
0.971,6.59,3.244,5.47,1.0
0.9053,6.684,1.03,5.188,1.0
0.96,6.777,3.264,4.91,1.0
0.982,6.87,5.496,4.63,1.0
0.9805,6.96,7.73,4.35,1.0
0.9644,7.055,9.96,4.07,1.0
0.9683,7.15,7.805,3.791,1.0
0.9507,7.242,5.57,3.512,1.0
0.8945,7.332,3.336,3.234,1.0
0.786,7.426,1.104,2.955,1.0
0.855,7.52,3.17,2.676,1.0
0.896,7.613,5.402,2.396,1.0
0.908,7.703,7.637,2.117,1.0
0.9023,7.797,9.87,1.838,1.0
0.883,7.89,7.895,1.559,1.0
0.83,7.984,5.664,1.279,1.0
0.7334,8.08,3.43,1.02,1.0
0.6396,8.17,1.196,1.299,1.0
0.756,8.266,3.078,1.578,1.0
0.845,8.35,5.31,1.857,1.0
0.894,8.445,7.543,2.137,1.0
0.915,8.54,9.77,2.416,1.0
0.916,8.63,7.99,2.695,1.0
0.898,8.73,5.758,2.975,1.0
0.855,8.82,3.523,3.254,1.0
0.7837,8.914,1.289,3.533,1.0
0.858,9.01,2.984,3.812,1.0
0.9194,9.1,5.22,4.09,1.0
0.9517,9.19,7.45,4.37,1.0
0.964,9.28,9.69,4.65,1.0
0.964,9.375,8.086,4.93,1.0
0.949,9.47,5.848,5.207,1.0
0.916,9.56,3.615,5.49,1.0
0.862,9.66,1.382,5.766,1.0
0.909,9.75,2.89,6.047,1.0
0.9536,9.84,5.125,6.324,1.0
0.978,9.93,7.36,6.6,1.0
0.9883,9.914,9.59,6.883,1.0
0.9883,9.82,8.17,7.16,1.0
0.978,9.73,5.94,7.44,1.0
0.9546,9.63,3.709,7.72,1.0
0.9146,9.54,1.476,8.0,1.0
0.947,9.45,2.799,8.28,1.0
0.98,9.36,5.03,8.555,1.0
0.996,9.266,7.266,8.836,1.0
1.0,9.17,9.5,9.12,1.0
0.9995,9.08,8.266,9.4,1.0
0.991,8.984,6.035,9.67,1.0
0.9717,8.89,3.803,9.95,1.0
0.938,8.8,1.568,9.75,1.0
0.9575,8.7,2.705,9.47,1.0
0.985,8.62,4.938,9.19,1.0
0.998,8.52,7.17,8.91,1.0
0.999,8.43,9.41,8.63,1.0
1.0,2.584,2.598,2.588,1.0
0.9683,2.678,2.877,4.82,1.0
0.9287,2.77,3.156,7.055,1.0
0.899,2.863,3.436,9.29,1.0
0.9175,2.955,3.715,8.46,1.0
0.959,3.049,3.994,6.227,1.0
0.991,3.14,4.273,3.992,1.0
0.9604,3.234,4.55,1.759,1.0
0.979,3.326,4.832,2.494,1.0
0.9854,3.42,5.11,4.727,1.0
0.9634,3.514,5.39,6.96,1.0
0.939,3.605,5.668,9.195,1.0
0.9497,3.7,5.95,8.555,1.0
0.9746,3.791,6.227,6.32,1.0
0.98,3.885,6.508,4.086,1.0
0.9316,3.977,6.785,1.852,1.0
0.9463,4.07,7.066,2.402,1.0
0.9766,4.164,7.344,4.637,1.0
0.973,4.254,7.62,6.867,1.0
0.9585,4.348,7.902,9.1,1.0
0.9634,4.44,8.18,8.65,1.0
0.9736,4.535,8.46,6.41,1.0
0.9624,4.625,8.74,4.18,1.0
0.909,4.72,9.016,1.944,1.0
0.9185,4.812,9.3,2.309,1.0
0.96,4.906,9.58,4.543,1.0
0.9697,5.0,9.86,6.773,1.0
0.9663,5.09,9.87,9.01,1.0
0.97,5.184,9.586,8.734,1.0
0.978,5.277,9.305,6.504,1.0
0.9688,5.37,9.02,4.27,1.0
0.9224,5.46,8.75,2.037,1.0
0.931,5.555,8.47,2.215,1.0
0.9814,5.65,8.19,4.45,1.0
0.992,5.742,7.91,6.684,1.0
0.9834,5.832,7.633,8.914,1.0
0.9854,5.926,7.35,8.83,1.0
0.9976,6.02,7.074,6.598,1.0
0.989,6.113,6.793,4.363,1.0
0.93,6.207,6.516,2.13,1.0
0.9263,6.297,6.234,2.123,1.0
0.987,6.39,5.957,4.355,1.0
0.999,6.484,5.676,6.59,1.0
0.9883,6.58,5.4,8.82,1.0
0.9863,6.668,5.117,8.92,1.0
0.9937,6.76,4.84,6.69,1.0
0.9707,6.855,4.56,4.457,1.0
0.8833,6.95,4.28,2.225,1.0
0.861,7.04,4.004,2.03,1.0
0.9463,7.133,3.723,4.26,1.0
0.973,7.227,3.443,6.496,1.0
0.9707,7.32,3.164,8.73,1.0
0.966,7.414,2.885,9.016,1.0
0.9565,7.504,2.605,6.785,1.0
0.9062,7.598,2.326,4.55,1.0
0.781,7.69,2.049,2.316,1.0
0.736,7.785,1.769,1.937,1.0
0.8545,7.875,1.489,4.168,1.0
0.909,7.97,1.21,6.402,1.0
0.9297,8.06,1.108,8.63,1.0
0.9365,8.16,1.388,9.11,1.0
0.9243,8.25,1.667,6.875,1.0
0.876,8.34,1.946,4.645,1.0
0.7715,8.44,2.225,2.41,1.0
0.742,8.52,2.504,1.844,1.0
0.874,8.62,2.783,4.08,1.0
0.9395,8.71,3.062,6.31,1.0
0.9644,8.805,3.342,8.55,1.0
0.969,8.9,3.621,9.2,1.0
0.959,8.99,3.9,6.97,1.0
0.9194,9.086,4.18,4.74,1.0
0.8345,9.18,4.457,2.504,1.0
0.7983,9.266,4.74,1.75,1.0
0.906,9.36,5.016,3.984,1.0
0.961,9.45,5.297,6.22,1.0
0.983,9.55,5.574,8.45,1.0
0.987,9.64,5.855,9.3,1.0
0.976,9.734,6.133,7.062,1.0
0.941,9.83,6.414,4.83,1.0
0.87,9.92,6.69,2.596,1.0
0.832,9.93,6.973,1.657,1.0
0.9253,9.836,7.25,3.89,1.0
0.9756,9.74,7.53,6.125,1.0
0.995,9.65,7.81,8.36,1.0
0.998,9.555,8.086,9.39,1.0
0.9917,9.46,8.37,7.156,1.0
0.9663,9.37,8.65,4.92,1.0
0.911,9.28,8.92,2.69,1.0
0.8726,9.19,9.2,1.564,1.0
0.9478,9.09,9.484,3.797,1.0
0.9854,9.0,9.766,6.03,1.0
0.9985,8.91,9.96,8.266,1.0
0.999,8.81,9.68,9.484,1.0
0.996,8.72,9.4,7.25,1.0
0.976,8.625,9.12,5.016,1.0
0.925,8.53,8.84,2.783,1.0
0.875,8.445,8.56,1.471,1.0
0.952,8.35,8.28,3.705,1.0
0.99,8.26,8.0,5.938,1.0
1.0,8.164,7.723,8.17,1.0
0.9966,8.07,7.445,9.58,1.0
0.9985,7.977,7.164,7.344,1.0
0.982,7.887,6.887,5.11,1.0
0.9277,7.793,6.61,2.875,1.0
0.8574,7.7,6.33,1.378,1.0
0.95,7.605,6.05,3.611,1.0
0.9893,7.516,5.77,5.844,1.0
0.994,7.42,5.492,8.08,1.0
0.985,7.33,5.21,9.67,1.0
0.992,7.234,4.934,7.434,1.0
0.9785,7.14,4.652,5.203,1.0
0.918,7.05,4.375,2.969,1.0
0.8164,6.957,4.094,1.285,1.0
0.933,6.863,3.816,3.518,1.0
0.9756,6.77,3.537,5.75,1.0
0.9756,6.68,3.258,7.984,1.0
0.9604,6.586,2.979,9.76,1.0
0.9697,6.492,2.7,7.527,1.0
0.9556,6.4,2.42,5.293,1.0
0.8823,6.31,2.14,3.06,1.0
0.729,6.215,1.861,1.191,1.0
0.884,6.12,1.583,3.426,1.0
0.937,6.027,1.304,5.66,1.0
0.9365,5.934,1.024,7.89,1.0
0.9277,5.844,1.295,9.85,1.0
0.9497,5.75,1.574,7.62,1.0
0.9565,5.656,1.854,5.387,1.0
0.9155,5.562,2.133,3.154,1.0
0.784,5.473,2.412,1.099,1.0
0.9473,5.38,2.691,3.332,1.0
0.984,5.285,2.97,5.566,1.0
0.971,5.19,3.25,7.8,1.0
0.9463,5.1,3.527,9.945,1.0
0.975,5.008,3.807,7.715,1.0
0.9966,4.914,4.086,5.48,1.0
0.9854,4.82,4.367,3.248,1.0
0.887,4.727,4.645,1.015,1.0
0.9883,4.637,4.926,3.238,1.0
0.996,4.543,5.203,5.473,1.0
0.974,4.45,5.484,7.707,1.0
0.9473,4.355,5.76,9.94,1.0
0.9697,4.266,6.04,7.81,1.0
0.986,4.17,6.32,5.574,1.0
0.974,4.08,6.598,3.34,1.0
0.8965,3.986,6.88,1.107,1.0
0.96,3.893,7.156,3.146,1.0
0.97,3.799,7.438,5.38,1.0
0.9575,3.707,7.715,7.613,1.0
0.939,3.613,7.996,9.84,1.0
0.95,3.521,8.27,7.902,1.0
0.952,3.428,8.555,5.668,1.0
0.925,3.336,8.836,3.434,1.0
0.8457,3.242,9.11,1.2,1.0
0.902,3.15,9.39,3.053,1.0
0.9307,3.057,9.67,5.285,1.0
0.9346,2.965,9.95,7.52,1.0
0.9277,2.871,9.77,9.75,1.0
0.9326,2.78,9.49,7.992,1.0
0.9307,2.686,9.21,5.76,1.0
0.906,2.592,8.94,3.527,1.0
0.8315,2.5,8.66,1.293,1.0
0.8965,2.406,8.375,2.96,1.0
0.93,2.314,8.09,5.19,1.0
0.928,2.22,7.816,7.426,1.0
0.912,2.129,7.54,9.66,1.0
0.9204,2.035,7.258,8.086,1.0
0.93,1.942,6.98,5.85,1.0
0.9224,1.85,6.7,3.62,1.0
0.8525,1.757,6.42,1.387,1.0
0.913,1.664,6.14,2.867,1.0
0.928,1.571,5.863,5.1,1.0
0.908,1.479,5.586,7.332,1.0
0.881,1.386,5.305,9.57,1.0
0.89,1.293,5.027,8.18,1.0
0.9097,1.2,4.746,5.945,1.0
0.926,1.107,4.47,3.713,1.0
0.8857,1.015,4.188,1.4795,1.0
0.931,1.099,3.908,2.773,1.0
0.912,1.191,3.629,5.008,1.0
0.876,1.284,3.352,7.242,1.0
0.845,1.377,3.072,9.48,1.0
0.8564,1.47,2.793,8.27,1.0
0.891,1.5625,2.514,6.04,1.0
0.947,1.655,2.234,3.807,1.0
0.998,1.749,1.955,1.572,1.0
0.9844,1.842,1.676,2.682,1.0
0.912,1.935,1.396,4.914,1.0
0.8564,2.027,1.117,7.15,1.0
0.8286,2.12,1.202,9.38,1.0
0.854,2.213,1.481,8.37,1.0
0.9077,2.307,1.76,6.133,1.0
0.973,2.398,2.04,3.898,1.0
0.9854,2.492,2.318,1.666,1.0
