like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,chain
0.9443,7.332,1.64,6.203,1.0
0.983,7.24,3.875,6.48,1.0
0.9985,7.15,6.11,6.76,1.0
0.998,7.055,8.34,7.04,1.0
0.994,6.96,9.4,7.316,1.0
0.9995,6.867,7.16,7.598,1.0
0.9946,6.777,4.926,7.875,1.0
0.9766,6.684,2.69,8.16,1.0
0.961,6.59,1.546,8.44,1.0
0.9854,6.5,3.781,8.71,1.0
0.9927,6.406,6.02,8.99,1.0
0.9883,6.312,8.26,9.27,1.0
0.982,6.22,9.49,9.55,1.0
0.986,6.13,7.254,9.83,1.0
0.983,6.035,5.02,9.85,1.0
0.9717,5.94,2.783,9.58,1.0
0.9575,5.85,1.453,9.3,1.0
0.9805,5.758,3.69,9.016,1.0
0.9883,5.664,5.926,8.734,1.0
0.984,5.57,8.164,8.46,1.0
0.9766,5.48,9.586,8.18,1.0
0.9873,5.387,7.348,7.902,1.0
0.9917,5.293,5.113,7.62,1.0
0.9824,5.203,2.875,7.344,1.0
0.9634,5.11,1.36,7.066,1.0
0.99,5.016,3.596,6.785,1.0
0.994,4.92,5.832,6.508,1.0
0.982,4.832,8.07,6.227,1.0
0.9663,4.74,9.68,5.95,1.0
0.985,4.645,7.44,5.67,1.0
0.9976,4.555,5.203,5.39,1.0
0.9927,4.46,2.969,5.113,1.0
0.9653,4.367,1.267,4.832,1.0
0.998,4.273,3.502,4.555,1.0
0.9937,4.184,5.74,4.277,1.0
0.968,4.09,7.973,3.998,1.0
0.939,3.998,9.77,3.719,1.0
0.9663,3.904,7.535,3.44,1.0
0.9907,3.812,5.297,3.16,1.0
0.9937,3.719,3.062,2.88,1.0
0.9473,3.627,1.174,2.604,1.0
0.9907,3.533,3.41,2.324,1.0
0.9697,3.441,5.645,2.045,1.0
0.922,3.348,7.883,1.767,1.0
0.876,3.256,9.86,1.487,1.0
0.9062,3.164,7.63,1.208,1.0
0.944,3.07,5.39,1.091,1.0
0.975,2.979,3.156,1.369,1.0
0.9355,2.885,1.08,1.648,1.0
0.9917,2.793,3.316,1.927,1.0
0.957,2.7,5.55,2.205,1.0
0.91,2.607,7.79,2.484,1.0
0.8735,2.516,9.95,2.764,1.0
0.9126,2.422,7.72,3.043,1.0
0.9536,2.33,5.484,3.32,1.0
0.982,2.236,3.248,3.6,1.0
0.964,2.145,1.013,3.879,1.0
0.968,2.05,3.223,4.156,1.0
0.9385,1.959,5.46,4.438,1.0
0.907,1.866,7.695,4.715,1.0
0.882,1.773,9.93,4.996,1.0
0.903,1.681,7.812,5.273,1.0
0.9194,1.589,5.58,5.55,1.0
0.919,1.496,3.342,5.832,1.0
0.8853,1.403,1.105,6.11,1.0
0.9033,1.311,3.13,6.39,1.0
0.903,1.218,5.367,6.668,1.0
0.894,1.125,7.6,6.945,1.0
0.883,1.032,9.836,7.227,1.0
0.893,1.101,7.906,7.504,1.0
0.897,1.192,5.67,7.78,1.0
0.887,1.285,3.436,8.06,1.0
0.8564,1.378,1.199,8.34,1.0
0.885,1.471,3.037,8.62,1.0
0.8994,1.563,5.273,8.9,1.0
0.9023,1.656,7.508,9.18,1.0
0.8994,1.749,9.74,9.45,1.0
0.904,1.841,8.0,9.734,1.0
0.9033,1.934,5.766,9.945,1.0
0.8975,2.027,3.527,9.664,1.0
0.8774,2.12,1.292,9.39,1.0
0.9043,2.21,2.943,9.11,1.0
0.9204,2.305,5.18,8.83,1.0
0.9224,2.396,7.414,8.555,1.0
0.9155,2.49,9.65,8.27,1.0
0.9263,2.582,8.09,7.992,1.0
0.9395,2.676,5.855,7.715,1.0
0.946,2.768,3.621,7.438,1.0
0.9346,2.86,1.385,7.156,1.0
0.9556,2.953,2.852,6.88,1.0
0.9624,3.045,5.086,6.6,1.0
0.952,3.139,7.324,6.32,1.0
0.9336,3.23,9.555,6.043,1.0
0.9497,3.324,8.19,5.76,1.0
0.975,3.416,5.95,5.484,1.0
0.99,3.51,3.715,5.207,1.0
0.975,3.602,1.479,4.926,1.0
0.993,3.693,2.758,4.65,1.0
0.9946,3.787,4.992,4.367,1.0
0.973,3.879,7.23,4.09,1.0
0.9434,3.973,9.47,3.81,1.0
0.96,4.066,8.28,3.533,1.0
0.987,4.156,6.043,3.254,1.0
0.9917,4.25,3.807,2.975,1.0
0.941,4.344,1.571,2.695,1.0
0.9614,4.434,2.664,2.416,1.0
0.9766,4.527,4.9,2.139,1.0
0.959,4.62,7.137,1.859,1.0
0.928,4.715,9.375,1.58,1.0
0.9346,4.805,8.375,1.302,1.0
0.94,4.9,6.137,1.022,1.0
0.9277,4.992,3.9,1.276,1.0
0.865,5.082,1.665,1.555,1.0
0.913,5.176,2.57,1.834,1.0
0.964,5.27,4.81,2.113,1.0
0.971,5.363,7.043,2.393,1.0
0.959,5.453,9.28,2.67,1.0
0.971,5.547,8.47,2.95,1.0
0.9854,5.64,6.23,3.229,1.0
0.977,5.73,3.994,3.508,1.0
0.9355,5.824,1.758,3.785,1.0
0.957,5.918,2.479,4.066,1.0
0.9897,6.01,4.715,4.344,1.0
0.995,6.1,6.95,4.62,1.0
0.9863,6.195,9.19,4.902,1.0
0.9917,6.29,8.56,5.18,1.0
0.9985,6.38,6.324,5.46,1.0
0.989,6.473,4.086,5.74,1.0
0.9575,6.566,1.851,6.016,1.0
0.9683,6.66,2.385,6.297,1.0
0.993,6.75,4.62,6.574,1.0
1.0,3.463,3.457,3.463,1.0
0.96,3.371,3.178,1.231,1.0
0.9985,3.28,2.898,3.02,1.0
0.9824,3.186,2.62,5.25,1.0
0.9478,3.094,2.34,7.48,1.0
0.914,3.0,2.06,9.71,1.0
0.929,2.908,1.78,8.016,1.0
0.956,2.814,1.501,5.785,1.0
0.9785,2.723,1.222,3.555,1.0
0.9287,2.63,1.058,1.324,1.0
0.9854,2.537,1.338,2.928,1.0
0.9585,2.445,1.617,5.156,1.0
0.921,2.352,1.896,7.387,1.0
0.8926,2.26,2.176,9.62,1.0
0.91,2.166,2.455,8.11,1.0
0.941,2.074,2.734,5.88,1.0
0.974,1.981,3.014,3.648,1.0
0.972,1.889,3.293,1.417,1.0
0.9673,1.796,3.574,2.834,1.0
0.937,1.703,3.854,5.066,1.0
0.9097,1.611,4.133,7.297,1.0
0.8896,1.519,4.41,9.52,1.0
0.8984,1.426,4.69,8.2,1.0
0.9106,1.333,4.97,5.973,1.0
0.909,1.24,5.25,3.74,1.0
0.8545,1.147,5.53,1.51,1.0
0.8794,1.055,5.81,2.74,1.0
0.898,1.077,6.09,4.973,1.0
0.8984,1.17,6.367,7.203,1.0
0.893,1.263,6.65,9.44,1.0
0.899,1.355,6.926,8.3,1.0
0.9033,1.448,7.207,6.066,1.0
0.8906,1.541,7.484,3.834,1.0
0.8394,1.634,7.766,1.603,1.0
0.8687,1.727,8.05,2.648,1.0
0.8994,1.818,8.33,4.88,1.0
0.9077,1.911,8.6,7.11,1.0
0.9067,2.004,8.88,9.34,1.0
0.909,2.098,9.164,8.39,1.0
0.9062,2.19,9.445,6.156,1.0
0.8877,2.281,9.72,3.926,1.0
0.842,2.375,9.98,1.696,1.0
0.871,2.467,9.695,2.555,1.0
0.9097,2.56,9.42,4.785,1.0
0.923,2.652,9.14,7.016,1.0
0.923,2.746,8.86,9.25,1.0
0.9287,2.838,8.58,8.484,1.0
0.9375,2.93,8.305,6.25,1.0
0.939,3.023,8.02,4.02,1.0
0.917,3.115,7.742,1.789,1.0
0.9385,3.209,7.465,2.463,1.0
0.961,3.3,7.184,4.69,1.0
0.959,3.395,6.906,6.926,1.0
0.9478,3.486,6.625,9.16,1.0
0.9546,3.578,6.344,8.58,1.0
0.9746,3.672,6.066,6.344,1.0
0.988,3.764,5.785,4.113,1.0
0.9717,3.857,5.508,1.882,1.0
0.9834,3.95,5.227,2.37,1.0
0.9966,4.043,4.95,4.6,1.0
0.9844,4.137,4.668,6.832,1.0
0.9644,4.227,4.39,9.06,1.0
0.969,4.32,4.11,8.664,1.0
0.99,4.414,3.83,6.438,1.0
0.9966,4.504,3.55,4.207,1.0
0.955,4.598,3.271,1.975,1.0
0.957,4.69,2.992,2.275,1.0
0.9863,4.785,2.713,4.508,1.0
0.98,4.875,2.434,6.74,1.0
0.9624,4.97,2.152,8.97,1.0
0.9614,5.062,1.874,8.76,1.0
0.9683,5.152,1.594,6.53,1.0
0.9463,5.246,1.314,4.297,1.0
0.856,5.34,1.035,2.068,1.0
0.8696,5.434,1.244,2.184,1.0
0.948,5.523,1.523,4.414,1.0
0.969,5.617,1.804,6.645,1.0
0.9673,5.71,2.082,8.875,1.0
0.9707,5.8,2.361,8.85,1.0
0.98,5.895,2.643,6.62,1.0
0.969,5.99,2.922,4.39,1.0
0.918,6.082,3.201,2.16,1.0
0.92,6.17,3.48,2.09,1.0
0.9766,6.266,3.76,4.32,1.0
0.9917,6.36,4.04,6.55,1.0
0.9883,6.45,4.32,8.78,1.0
0.9893,6.543,4.598,8.945,1.0
0.9956,6.637,4.88,6.715,1.0
0.9854,6.73,5.156,4.484,1.0
0.945,6.82,5.438,2.254,1.0
0.939,6.914,5.715,1.997,1.0
0.9844,7.008,5.996,4.227,1.0
0.9985,7.098,6.273,6.46,1.0
0.9976,7.19,6.555,8.69,1.0
0.997,7.285,6.832,9.04,1.0
0.9995,7.38,7.113,6.81,1.0
0.9883,7.47,7.395,4.58,1.0
0.9536,7.562,7.67,2.346,1.0
0.9434,7.656,7.953,1.904,1.0
0.9824,7.746,8.234,4.137,1.0
0.9976,7.84,8.51,6.367,1.0
0.999,7.934,8.79,8.59,1.0
0.998,8.02,9.07,9.13,1.0
0.9976,8.12,9.35,6.902,1.0
0.985,8.21,9.625,4.67,1.0
0.9536,8.305,9.91,2.44,1.0
0.9404,8.4,9.79,1.812,1.0
0.977,8.49,9.516,4.043,1.0
0.9946,8.58,9.234,6.273,1.0
1.0,8.67,8.95,8.51,1.0
1.0,8.766,8.67,9.23,1.0
0.9966,8.86,8.4,6.996,1.0
0.9795,8.95,8.12,4.76,1.0
0.9404,9.05,7.836,2.533,1.0
0.916,9.14,7.555,1.719,1.0
0.961,9.23,7.277,3.95,1.0
0.9844,9.32,6.996,6.18,1.0
0.993,9.414,6.72,8.414,1.0
0.993,9.51,6.438,9.32,1.0
0.983,9.6,6.16,7.086,1.0
0.956,9.695,5.88,4.855,1.0
0.904,9.79,5.6,2.625,1.0
0.8657,9.875,5.32,1.626,1.0
0.9224,9.945,5.043,3.855,1.0
0.9575,9.86,4.76,6.086,1.0
0.974,9.766,4.48,8.32,1.0
0.9766,9.67,4.203,9.414,1.0
0.962,9.58,3.924,7.18,1.0
0.929,9.484,3.645,4.95,1.0
0.867,9.39,3.363,2.719,1.0
0.8154,9.3,3.084,1.532,1.0
0.889,9.21,2.805,3.764,1.0
0.932,9.12,2.525,5.996,1.0
0.9526,9.02,2.246,8.23,1.0
0.956,8.93,1.967,9.5,1.0
0.937,8.836,1.6875,7.273,1.0
0.895,8.74,1.408,5.043,1.0
0.8174,8.65,1.128,2.81,1.0
0.7544,8.56,1.151,1.439,1.0
0.863,8.47,1.431,3.67,1.0
0.926,8.375,1.71,5.902,1.0
0.9556,8.28,1.989,8.13,1.0
0.965,8.19,2.27,9.59,1.0
0.9614,8.09,2.549,7.367,1.0
0.9424,8.0,2.828,5.137,1.0
0.897,7.91,3.107,2.904,1.0
0.845,7.816,3.387,1.347,1.0
0.9326,7.727,3.666,3.578,1.0
0.974,7.633,3.945,5.81,1.0
0.988,7.54,4.227,8.04,1.0
0.9873,7.45,4.504,9.69,1.0
0.992,7.355,4.785,7.457,1.0
0.9854,7.26,5.062,5.227,1.0
0.956,7.168,5.344,2.998,1.0
0.9097,7.08,5.62,1.254,1.0
0.9736,6.984,5.902,3.484,1.0
0.997,6.89,6.184,5.715,1.0
0.9985,6.8,6.46,7.945,1.0
0.991,6.707,6.742,9.78,1.0
0.9985,6.613,7.02,7.55,1.0
0.997,6.52,7.3,5.32,1.0
0.977,6.43,7.58,3.09,1.0
0.935,6.336,7.86,1.161,1.0
0.98,6.242,8.14,3.393,1.0
0.993,6.15,8.414,5.62,1.0
0.9893,6.06,8.695,7.85,1.0
0.9795,5.965,8.98,9.875,1.0
0.985,5.87,9.26,7.645,1.0
0.982,5.78,9.54,5.414,1.0
0.963,5.688,9.81,3.184,1.0
0.9233,5.594,9.88,1.067,1.0
0.9644,5.5,9.61,3.299,1.0
0.9795,5.41,9.33,5.53,1.0
0.9785,5.316,9.05,7.76,1.0
0.969,5.223,8.766,9.97,1.0
0.979,5.133,8.484,7.74,1.0
0.9844,5.04,8.21,5.508,1.0
0.9756,4.945,7.93,3.275,1.0
0.9346,4.85,7.65,1.045,1.0
0.9785,4.76,7.37,3.205,1.0
0.9883,4.668,7.09,5.438,1.0
0.9795,4.574,6.812,7.668,1.0
1.0,4.484,6.53,9.9,1.0
0.977,4.39,6.254,7.832,1.0
0.99,4.297,5.973,5.6,1.0
0.991,4.203,5.69,3.37,1.0
0.9507,4.113,5.414,1.138,1.0
0.9927,4.02,5.133,3.113,1.0
0.992,3.928,4.855,5.344,1.0
0.9717,3.834,4.574,7.574,1.0
0.947,3.742,4.297,9.805,1.0
0.964,3.648,4.016,7.92,1.0
0.9863,3.557,3.736,5.69,1.0
